SN,STATE NAME,DISTRICT NAME,STATION NAME,CLASS,LAT,LON,HEIGHT(MTR),CATCH
1363,M.P.,RAJGARH,RAJGARH, ,24.01,76.44,0390,405
1364,M.P.,RAJGARH,KHILCHIPUR, ,24.03,76.34,0396,405
1365,M.P.,RATLAM,SAILANA, ,23.27,74.56,0056,105
1366,M.P.,RATLAM,RATLAM, ,23.20,75.02,0507,105
1367,M.P.,RATLAM,JAORA, ,23.38,75.08,0458,404
1368,M.P.,REWA,REWA, ,24.32,81.18,0286,409
1369,M.P.,REWA,GOVINDGARH, ,24.23,81.18, ,409
1370,M.P.,SAGAR,SAGAR,OBSY,23.51,78.45,0551,408
1371,M.P.,SAGAR,REHLI, ,23.38,79.04,0398,408
1372,M.P.,SAGAR,DEORI, ,23.23,79.02,0424,408
1373,M.P.,SAGAR,GARHAKOTA, ,23.47,79.49,0378,408
1374,M.P.,SAGAR,KHURAI, ,24.03,78.19,0431,408
1375,M.P.,SATNA,SATNA,OBSY,24.34,80.50,0317,409
1376,M.P.,SATNA,NAGODE, ,24.34,80.35,0314,409
1377,M.P.,SATNA,MAIHAR, ,24.17,80.46,0348,409
1378,M.P.,SEHORE,NUSRULGUNJ, ,22.41,77.16, ,104
1379,M.P.,SEHORE,BUDHNI, ,22.47,77.41, ,104
1380,M.P.,SEHORE,ASHTA, ,23.01,76.43,0489,405
1381,M.P.,SEHORE,SEHORE, ,23.12,77.05,0499,405
1382,M.P.,SEHORE,ICHHAWAR, ,23.02,77.02, ,405
1383,M.P.,SEONI,GHANSORE, ,22.38,79.57,0471,104
1384,M.P.,SEONI,LAKHNADON, ,22.36,79.36,0602,104
1385,M.P.,SEONI,KEOLARI, ,22.23,79.54,0439,315
1386,M.P.,SEONI,SEONI, ,22.23,79.23, ,315
1387,M.P.,SHAHDOL,SOHAGPUR, ,23.19,81.21,0485,414
1388,M.P.,SHAJAPUR,AGAR, ,23.43,76.01,0538,405
1389,M.P.,SHAJAPUR,SHUJALPUR, ,23.24,76.43,0413,405
1390,M.P.,SHAJAPUR,SUSNER, ,23.57,76.05,0506,405
1391,M.P.,SHAJAPUR,SHAJAPUR, ,23.26,76.16,0427,405
1392,M.P.,SHEOPUR,SHEOPUR, ,25.40,76.42,0223,407
1393,M.P.,SHEOPUR,BIJAYPUR (ADP), ,26.03,77.23, ,408
1394,M.P.,SHIVPURI,SHIVPURI, ,25.25,77.39,0469,408
1395,M.P.,SHIVPURI,KOLARAS, ,25.13,77.36,0442,408
1396,M.P.,SHIVPURI,KARERA, ,25.27,78.08, ,408
1397,M.P.,SHIVPURI,PICHHORE, ,25.10,78.11, ,408
1398,M.P.,SIDHI,SIDHI, ,24.24,81.53, ,414
1399,M.P.,TIKAMGARH,TIKAMGARH, ,24.45,78.50, ,408
1400,M.P.,TIKAMGARH,ORCHHA, ,25.21,78.39, ,408
1401,M.P.,UJJAIN,UJJAIN, ,23.11,75.47,0527,404
1402,M.P.,UJJAIN,KHACHROD, ,23.26,75.17,0527,404
1403,M.P.,UJJAIN,BADNAGAR, ,23.03,75.22,0496,404
1404,M.P.,UJJAIN,MAHIDPUR, ,23.29,75.40,0497,404
1405,M.P.,UJJAIN,TARANA, ,23.20,76.02, ,404
1406,M.P.,UMARIA,UMARIA,OBSY,23.32,80.53,0459,414
1407,M.P.,VIDISHA,VIDISHA, ,23.32,77.49,0428,408
1408,M.P.,VIDISHA,GANJBASODA, ,23.52,77.56,0416,408
1409,M.P.,VIDISHA,HALALIDAM, ,23.55,77.15, ,408
1410,M.P.,VIDISHA,SIRONJ, ,24.06,77.42, ,408
1411,M.P.,VIDISHA,LATERI, ,24.03,77.25, ,408
1412,M.P.,VIDISHA,KURWAI, ,24.08,78.03,0406,408
1413,MAH,AHMEDNAGAR,SHRIGONDA, ,18.37,74.42,0555,307
1414,MAH,AHMEDNAGAR,KARJAT, ,18.33,75.00,0549,307
1415,MAH,AHMEDNAGAR,JAMKHED, ,18.44,75.19,0582,307
1416,MAH,AHMEDNAGAR,AHMEDNAGAR,OBSY,19.05,74.48,0657,307
1417,MAH,AHMEDNAGAR,PARNER, ,19.00,74.27,0822,307
1418,MAH,AHMEDNAGAR,NEVASA, ,19.33,74.56,0500,311
1419,MAH,AHMEDNAGAR,RAHURI, ,19.24,74.39,0514,311
1420,MAH,AHMEDNAGAR,KOPARGAON, ,19.54,74.29,0502,311
1421,MAH,AHMEDNAGAR,SANGAMNER, ,19.34,74.13,0552,311
1422,MAH,AHMEDNAGAR,AKOLA, ,19.33,74.01,0607,311
1423,MAH,AHMEDNAGAR,SHEVGAON, ,19.20,75.13,0502,311
1424,MAH,AHMEDNAGAR,PATHARDI, ,19.10,75.10,0570,311
1425,MAH,AHMEDNAGAR,SHRIRAMPUR, ,19.30,75.00,0534,311
1426,MAH,AKOLA,PATUR, ,20.27,76.57,0340,103
1427,MAH,AKOLA,AKOLA,OBSY,20.42,77.02,0282,103
1428,MAH,AKOLA,MURTAJAPUR, ,20.44,77.23,0307,103
1429,MAH,AKOLA,AKOLA AERODROME,OBSY,20.42,77.04,0309,103
1430,MAH,AKOLA,TELHARA, ,21.02,76.50,0282,103
1431,MAH,AKOLA,AKOT, ,21.06,77.04,0308,103
1432,MAH,AMRAOTI,AMRAOTI,OBSY,20.56,77.47,0370,103
1433,MAH,AMRAOTI,ANJANGAON, ,21.10,77.19,0342,103
1434,MAH,AMRAOTI,CHANDUR BAZAR, ,21.15,77.44,0366,103
1435,MAH,AMRAOTI,CHIKHALDA,HYDRO,21.25,77.19,1103,103
1436,MAH,AMRAOTI,PARATWADA, ,21.10,77.19, ,103
1437,MAH,AMRAOTI,MORSI, ,21.20,78.01,0351,314
1438,MAH,AMRAOTI,TIWSA, ,21.09,78.09, ,314
1439,MAH,AMRAOTI,NANDGAONKAZI, ,20.47,77.51, ,315
1440,MAH,AMRAOTI,WARUD, , . , . , , 
1441,MAH,AURANGABAD,VIJAPUR%VAIJAPUR, ,19.55,74.44,0527,311
1442,MAH,AURANGABAD,AURANGABAD,OBSY,19.53,75.20,0581,311
1443,MAH,AURANGABAD,GANGAPUR, ,19.42,75.01, ,311
1444,MAH,AURANGABAD,PAITHAN, ,19.28,75.24,0528,311
1445,MAH,AURANGABAD,CHIKALTHANA%AERO,OBSY,19.51,75.24,0579,311
1446,MAH,AURANGABAD,KHALDABAD, ,20.01,75.11,0579,311
1447,MAH,AURANGABAD,SILLOD, ,20.18,75.39,0617,311
1448,MAH,AURANGABAD,KANNAD, ,20.16,75.09,0628,311
1449,MAH,AURANGABAD,SOEGAON, , . , . , , 
1450,MAH,BHANDARA,LAKHANDUR, ,20.42,79.54, ,315
1451,MAH,BHANDARA,MOHADI, ,21.21,79.39, ,315
1452,MAH,BHANDARA,TUMSAR, ,21.24,79.42, ,315
1453,MAH,BHANDARA,SAKOLI, ,21.05,80.00,0251,315
1454,MAH,BHIR,ROTI, ,18.47,75.07, ,307
1455,MAH,BHIR,ASHTI, ,18.48,75.11, ,307
1456,MAH,BHIR,MOMINABAD/AJOGAI, ,18.43,76.23,0636,311
1457,MAH,BHIR,GUORAI/GEORAI, ,19.15,75.45,0455,311
1458,MAH,BHIR,BHIR,OBSY,19.00,75.43,0519,311
1459,MAH,BHIR,MANJLEGAON, ,19.09,76.13,0424,311
1460,MAH,BHIR,CHOWSALA, ,18.43,75.42,0685,312
1461,MAH,BHIR,PATODA, ,18.48,75.29,0792,312
1462,MAH,BOMBAY %CITY<,BOMBAY %COLABA<,OBSY,18.54,72.49,0011,102
1463,MAH,BOMBAY %CITY<,BOMBAY-SANTACRUZ,OBSY,19.07,72.51,0014,102
1464,MAH,BULDHANA,MALKAPUR, ,20.53,76.12,0262,103
1465,MAH,BULDHANA,KHAMGAON, ,20.43,76.34,0307,103
1466,MAH,BULDHANA,SHEGAON, ,20.48,76.42,0285,103
1467,MAH,BULDHANA,BULDANA,OBSY,20.32,76.14,0650,103
1468,MAH,BULDHANA,MOTALA, ,20.36,76.12, ,103
1469,MAH,BULDHANA,SANGRAMPUR, ,21.06,76.24, ,103
1470,MAH,BULDHANA,LONAR, ,19.59,76.33, ,311
1471,MAH,BULDHANA,DEOLGAON RAJA, ,20.02,76.02,0553,311
1472,MAH,BULDHANA,MEHKAR, ,20.05,76.20, ,311
1473,MAH,BULDHANA,CHIKHLI, ,20.21,76.15,0606,314
1474,MAH,BULDHANA,SINDKHED RAJA, , . , . , , 
1475,MAH,CHANDRAPUR,CHANDRAPUR,OBSY,19.58,79.18,0193,314
1476,MAH,CHANDRAPUR,RAJURA, ,19.42,79.21, ,314
1477,MAH,CHANDRAPUR,WARORA, ,20.13,79.01,0383,314
1478,MAH,CHANDRAPUR,GONDPIPRI, ,19.45,79.42, ,315
1479,MAH,CHANDRAPUR,MUL, ,20.04,79.41, ,315
1480,MAH,CHANDRAPUR,CHIMUR, ,20.30,79.23,0232,315
1481,MAH,CHANDRAPUR,SINDEWAHI, ,20.17,79.41,0215,315
1482,MAH,CHANDRAPUR,BRAMHAPURI,OBSY,20.36,79.51,0229,315
1483,MAH,CHANDRAPUR,SAOLI, ,20.09,79.48, ,315
1484,MAH,CHANDRAPUR,NAGBHIR, ,20.36,79.39, ,315
1485,MAH,CHANDRAPUR,BHADRAVATI, , . , . , , 
1486,MAH,DHULIA,DHULIA, ,20.54,74.47,0256,103
1487,MAH,DHULIA,PIMPELNER, ,20.57,74.07,0515,103
1488,MAH,DHULIA,SAKRI, ,21.00,74.18,0424,103
1489,MAH,DHULIA,SHIRPUR, ,21.21,74.53,0146,103
1490,MAH,DHULIA,SINDKHEDA, ,21.17,74.45,0162,103
1491,MAH,JALGAON,CHALISGAON, ,20.27,75.01,0346,103
1492,MAH,JALGAON,PACHORA, ,20.40,75.22,0258,103
1493,MAH,JALGAON,BHADGAON, ,20.40,75.14,0262,103
1494,MAH,JALGAON,ERANDOL, ,20.56,75.20,0213,103
1495,MAH,JALGAON,PAROLA, ,20.53,75.07,0267,103
1496,MAH,JALGAON,JAMNER, ,20.49,75.47,0229,103
1497,MAH,JALGAON,JALGAON,OBSY,21.03,75.34,0201,103
1498,MAH,JALGAON,CHOPDA, ,21.15,75.18,0188,103
1499,MAH,JALGAON,AMALNER, ,21.03,75.04,0186,103
1500,MAH,JALGAON,YAVAL, ,21.10,75.42,0213,103
1501,MAH,JALGAON,EDALABAD, ,21.04,76.04,0269,103
1502,MAH,JALGAON,RAVER, ,21.15,76.02,0248,103
1503,MAH,KOLABA/RAIGARH,POLADPUR, ,17.59,73.28,0045,102
1504,MAH,KOLABA/RAIGARH,URAN, ,18.54,72.55,0006,102
1505,MAH,KOLABA/RAIGARH,MURUD, ,18.19,72.58,0014,102
1506,MAH,KOLABA/RAIGARH,ALIBAG,OBSY,18.38,72.52,0007,102
1507,MAH,KOLABA/RAIGARH,KARJAT, ,18.55,73.20,0107,102
1508,MAH,KOLABA/RAIGARH,PEN, ,18.44,73.06,0010,102
1509,MAH,KOLABA/RAIGARH,ROHA, ,18.26,73.07,0014,102
1510,MAH,KOLABA/RAIGARH,MANGAON, ,18.14,73.17,0010,102
1511,MAH,KOLABA/RAIGARH,MAHAD, ,18.05,73.25,0010,102
1512,MAH,KOLABA/RAIGARH,PANVEL, ,18.59,73.07,0009,102
1513,MAH,KOLABA/RAIGARH,SHRIWARDHAN, ,18.03,73.01,0010,102
1514,MAH,KOLABA/RAIGARH,SUDHAGAD, ,18.32,73.19,0076,102
1515,MAH,KOLABA/RAIGARH,MHASLA, ,18.08,73.07,0008,102
1516,MAH,KOLABA/RAIGARH,KHALAPUR, ,18.52,73.17,0047,102
1517,MAH,KOLABA/RAIGARH,BHIRA,OBSY,18.27,73.24,0096,102
1518,MAH,KOLABA/RAIGARH,MATHERAN,OBSY,18.59,73.17,0695,102
1519,MAH,KOLABA/RAIGARH,BHIVPURI,OBSY,18.56,73.27,0136,307
1520,MAH,KOLHAPUR,GAGANBAWADA,HYDRO,16.33,73.50,0624,102
1521,MAH,KOLHAPUR,CHANDGAD, ,15.56,74.11,0701,306
1522,MAH,KOLHAPUR,RADHANAGARI, ,16.20,73.59,0610,306
1523,MAH,KOLHAPUR,SHAHUWADI, ,16.50,73.57,0557,306
1524,MAH,KOLHAPUR,SHIROL, ,16.44,74.36,0610,306
1525,MAH,KOLHAPUR,GARGOTI, ,16.18,74.08,0556,306
1526,MAH,KOLHAPUR,GADHINGLAJ, ,16.13,74.21,0518,306
1527,MAH,KOLHAPUR,HATKANANGALE, ,16.45,74.25,0586,306
1528,MAH,KOLHAPUR,KAGAL, ,16.35,74.19,0554,306
1529,MAH,KOLHAPUR,PANHALA, ,16.50,74.07,0953,306
1530,MAH,KOLHAPUR,AJRA, ,16.05,74.10,0643,306
1531,MAH,KOLHAPUR,KOLHAPUR,OBSY,16.42,74.14,0570,306
1532,MAH,NAGPUR,KATOL, ,21.16,78.35,0418,314
1533,MAH,NAGPUR,NARKHEDA, ,21.27,78.30, ,314
1534,MAH,NAGPUR,UMRER, ,20.51,79.20,0277,315
1535,MAH,NAGPUR,SAONER, ,21.23,78.55,0317,315
1536,MAH,NAGPUR,KALMESHWAR, ,21.18,78.45, ,315
1537,MAH,NAGPUR,NAGPUR MEYO HOSP,OBSY,21.09,79.07,0311,315
1538,MAH,NAGPUR,RAMTEK, ,21.24,79.20,0336,315
1539,MAH,NAGPUR,PERSEONI, ,21.22,79.09,0305,315
1540,MAH,NAGPUR,NAGPUR AERODROME,OBSY,21.06,79.03,0310,315
1541,MAH,NAGPUR,HINGNA, ,21.24,79.35, ,315
1542,MAH,NAGPUR,KAMPTEE, ,21.18,79.15, ,315
1543,MAH,NAGPUR,KUHI, ,21.05,79.17, ,315
1544,MAH,NAGPUR,BHIWAPUR, , . , . , , 
1545,MAH,NAGPUR,MOUDU%MAUDA, , . , . , , 
1546,MAH,NANDED,BILLOLI, ,18.47,77.44,0369,311
1547,MAH,NANDED,KANDHAR, ,18.50,77.10,0421,311
1548,MAH,NANDED,NANDED,OBSY,19.05,77.20,0358,311
1549,MAH,NANDED,DEGLOOR, ,18.33,77.35,0389,312
1550,MAH,NASIK,PEINT, ,20.15,73.30,0518,102
1551,MAH,NASIK,SURGANA, ,20.34,73.37,0488,102
1552,MAH,NASIK,NANDGAON, ,20.19,74.40,0465,103
1553,MAH,NASIK,MALEGAON,OBSY,20.33,74.32,0437,103
1554,MAH,NASIK,SATNA, ,20.36,74.12,0549,103
1555,MAH,NASIK,KALVAN, ,20.30,74.02,0617,103
1556,MAH,NASIK,IGATPURI, ,19.43,73.35,0607,311
1557,MAH,NASIK,SINNAR, ,19.51,74.00,0656,311
1558,MAH,NASIK,DINDORI, ,20.12,73.50,0636,311
1559,MAH,NASIK,OZAR AERODROME,OBSY,20.08,73.55,0608,311
1560,MAH,NASIK,NIPHAD, ,20.05,74.07,0549,311
1561,MAH,NASIK,YEOLA, ,20.03,74.29,0550,311
1562,MAH,NASIK,CHANDOR/CHANDWAD, ,20.20,74.15,0716,311
1563,MAH,OSMANABAD,PARENDA, ,18.16,75.27,0506,307
1564,MAH,OSMANABAD,TULJAPUR, ,18.00,76.04,0550,307
1565,MAH,OSMANABAD,OSMANABAD,OBSY,18.10,76.03, ,307
1566,MAH,OSMANABAD,KALLAM, ,18.34,76.01,0652,312
1567,MAH,PARBHANI,PARBHANI,OBSY,19.16,76.46,0423,311
1568,MAH,PARBHANI,JINTOOR, ,19.37,76.42,0444,311
1569,MAH,PARBHANI,PATHRI, ,19.15,76.27,0427,311
1570,MAH,PARBHANI,SIDHESHWAR CAMP, ,19.35,76.55, ,311
1571,MAH,PARBHANI,PURNA, ,19.12,77.02, ,311
1572,MAH,POONA,POONA,OBSY,18.32,73.51,0559,307
1573,MAH,POONA,PAUD, ,18.32,73.37,0662,307
1574,MAH,POONA,VADGAON %MAVAL<, ,18.44,73.39,0602,307
1575,MAH,POONA,KHED, ,18.51,73.54,0613,307
1576,MAH,POONA,BHOR, ,18.08,73.51,0610,307
1577,MAH,POONA,KHANDALA,OBSY,18.46,73.22,0539,307
1578,MAH,POONA,LOHAGAON I.A.F.,OBSY,18.35,73.55,0593,307
1579,MAH,POONA,SIRUR, ,18.50,74.23,0582,307
1580,MAH,POONA,SASVAD, ,18.21,74.02,0763,307
1581,MAH,POONA,JEJURI, ,18.17,74.10,0727,307
1582,MAH,POONA,DHOND, ,18.28,74.36,0509,307
1583,MAH,POONA,TALEGAON D-DHERA, ,18.39,74.09,0641,307
1584,MAH,POONA,BARAMATI,OBSY,18.09,74.35,0551,307
1585,MAH,POONA,INDAPUR, ,18.07,75.02,0541,307
1586,MAH,POONA,G.AMBE/GHODEGAON, ,19.03,73.50,0683,307
1587,MAH,POONA,JUNNAR, ,19.13,73.53,0675,307
1588,MAH,RATNAGIRI,RAJAPUR, ,16.39,73.31,0069,102
1589,MAH,RATNAGIRI,LANJA, ,16.52,73.33,0092,102
1590,MAH,RATNAGIRI,RATNAGIRI,OBSY,16.59,73.20,0035,102
1591,MAH,RATNAGIRI,CHIPLUN, ,17.32,73.31,0006,102
1592,MAH,RATNAGIRI,GUHAGARH, ,17.28,73.12,0006,102
1593,MAH,RATNAGIRI,KHED, ,17.43,73.24,0019,102
1594,MAH,RATNAGIRI,DAPOLI, ,17.46,73.12,0183,102
1595,MAH,RATNAGIRI,MANDANGAD, ,17.59,73.15,0610,102
1596,MAH,RATNAGIRI,HARNAI,OBSY,17.49,73.06,0020,102
1597,MAH,SANGLI,SHIRALA, ,16.58,74.09,0518,306
1598,MAH,SANGLI,SANGLI,OBSY,16.51,74.36,0549,306
1599,MAH,SANGLI,ISLAMPUR, ,17.03,74.16,0551,306
1600,MAH,SANGLI,VITA %KHANAPUR<, ,17.17,74.33,0670,306
1601,MAH,SANGLI,TASGAON, ,17.02,74.36,0570,306
1602,MAH,SANGLI,JATH, ,17.03,75.13,0583,307
1603,MAH,SATARA,WAI, ,17.56,73.54,0701,306
1604,MAH,SATARA,MAHABALESHWAR,OBSY,17.50,73.42,1382,306
1605,MAH,SATARA,PATAN, ,17.22,73.54, ,306
1606,MAH,SATARA,KOREGAON, ,17.42,74.10,0682,306
1607,MAH,SATARA,KARAD, ,17.17,74.11,0581,306
1608,MAH,SATARA,VADUJ, ,17.36,74.27,0703,306
1609,MAH,SATARA,SATARA,OBSY,17.31,74.03,0612,306
1610,MAH,SATARA,DAHIWADI/MAN, ,17.42,74.33,0703,307
1611,MAH,SATARA,MHASWAD, ,17.38,74.42,0605,307
1612,MAH,SATARA,PHALTAN, ,17.59,74.26,0571,307
1613,MAH,SATARA,KHANDALA BAVDA, ,18.03,74.02,0662,307
1614,MAH,SHOLAPUR,MALSIRAS, ,17.52,74.55,0522,307
1615,MAH,SHOLAPUR,SHOLAPUR,OBSY,17.40,75.54,0479,307
1616,MAH,SHOLAPUR,PANDHARPUR, ,17.39,75.20,0460,307
1617,MAH,SHOLAPUR,SANGOLA, ,17.26,75.12,0501,307
1618,MAH,SHOLAPUR,AKLUJ, ,17.53,75.02,0479,307
1619,MAH,SHOLAPUR,MOHOL, ,17.49,75.40,0457,307
1620,MAH,SHOLAPUR,MANGALVEDHA, ,17.30,75.27,0465,307
1621,MAH,SHOLAPUR,AKALKOT, ,17.32,76.12,0486,307
1622,MAH,SHOLAPUR,BARSI, ,18.14,75.42,0515,307
1623,MAH,SHOLAPUR,MADHA, ,18.02,75.31,0484,307
1624,MAH,SHOLAPUR,KARMALA, ,18.24,75.12,0553,307
1625,MAH,SHOLAPUR,JEUR,OBSY,18.12,75.12,0521,307
1626,MAH,THANA,THANA, ,19.12,72.59,0007,102
1627,MAH,THANA,DAHANU,OBSY,19.58,72.43,0005,102
1628,MAH,THANA,KALYAN, ,19.15,73.07,0014,102
1629,MAH,THANA,MURBAD, ,19.14,73.24,0076,102
1630,MAH,THANA,SHAHAPUR, ,19.27,73.20,0079,102
1631,MAH,THANA,MOKHEDA, ,19.56,73.20,0366,102
1632,MAH,THANA,BHIWANDI, ,19.18,73.03,0017,102
1633,MAH,THANA,VADA, ,19.39,73.08,0073,102
1634,MAH,THANA,JAWHAR, ,19.55,73.14,0457,102
1635,MAH,YEOTMAL,UMERKHED, ,19.35,77.42,0411,314
1636,MAH,YEOTMAL,PUSAD,OBSY,19.55,77.35,0334,314
1637,MAH,YEOTMAL,DARWHA, ,20.19,77.46,0348,314
1638,MAH,YEOTMAL,DIGRAS, ,20.07,77.43, ,314
1639,MAH,YEOTMAL,PANDHERIKAWARA, ,20.01,78.33,0247,314
1640,MAH,YEOTMAL,YEOTMAL,OBSY,20.24,78.09,0451,314
1641,MAH,YEOTMAL,WANI, ,20.03,78.57, ,314
1642,MAH,YEOTMAL,KALAMB, ,20.21,78.14, ,314
1643,MAH,WARDHA,HINGANGHAT, ,20.33,78.50,0276,314
1644,MAH,WARDHA,ARVI, ,20.59,78.15,0339,314
1645,MAH,WARDHA,WARDHA,OBSY,20.40,78.35,0283,314
1646,MAH,WARDHA,DEOLI, ,20.23,78.17, ,314
1647,MAH,WARDHA,SAMUDRAPUR, ,20.00,78.51, ,314
1648,MAH,WARDHA,SELU, ,20.42,78.42, ,314
1649,MAH,WARDHA,ASHTI, ,21.12,78.09, ,314
1650,MAH,WARDHA,SINDI, ,20.47,78.52, ,315
1651,MAH,WARDHA,KHARANGHA, ,20.54,78.29, ,315
1652,MAH,WARDHA,SANGRAMPUR, , . , . , , 
1653,MAH,LATUR,AHMEDPUR, ,18.42,76.56,0531,312
1654,MAH,LATUR,UDGIR, ,18.23,77.07,0638,312
1655,MAH,GADCHIROLI,SIRONCHA,OBSY,18.51,79.58,0123,313
1656,MAH,GADCHIROLI,AHIRI, ,19.24,80.00, ,313
1657,MAH,GADCHIROLI,CHAMORSHI, ,19.34,79.32, ,314
1658,MAH,GADCHIROLI,ARMORI, ,20.28,79.59,0248,315
1659,MAH,GADCHIROLI,DHANORA, ,20.16,80.19,0247,315
1660,MAH,GADCHIROLI,GADCHIROLI, ,20.11,80.00,0206,315
1661,MAH,GADCHIROLI,KURKHEDA, ,20.33,80.18, ,315
1662,MAH,GADCHIROLI,ATAPALLI, ,19.36,80.18, ,316
1663,MAH,JALNA,JALNA, ,19.50,75.53,0502,311
1664,MAH,JALNA,AMBAD, ,19.37,75.47,0532,311
1665,MAH,JALNA,PARTUR, ,19.36,76.13,0440,311
1666,MAH,JALNA,BHOKARDAN, ,20.16,75.46,0573,311
1667,MAH,JALNA,JAFFERABAD, ,20.12,76.01,0527,311
1668,MAH,SINDHUDURG,SAWANTWADI, ,15.54,73.49,0096,102
1669,MAH,SINDHUDURG,VENGURLA,OBSY,15.52,73.38,0016,102
1670,MAH,SINDHUDURG,MALVAN, ,16.03,73.28,0006,102
1671,MAH,SINDHUDURG,KUDAL, ,16.01,73.42,0018,102
1672,MAH,SINDHUDURG,KANKAVLI, ,16.16,73.42,0041,102
1673,MAH,SINDHUDURG,DEVGAD,OBSY,16.23,73.21,0036,102
1674,MAH,NANDURBAR,NAVAPUR, ,21.09,73.48,0411,103
1675,MAH,NANDURBAR,TALODA, ,21.34,74.13,0108,103
1676,MAH,NANDURBAR,SHAHADA, ,21.33,74.28,0141,103
1677,MAH,NANDURBAR,NANDURBAR,OBSY,21.20,74.15,0206,103
1678,MAH,NANDURBAR,DHADGAON,HYDRO,21.49,74.13,0457,104
1679,MAH,NANDURBAR,AKKALKUWA, ,21.45,74.00, ,104
1680,MAH,GONDIA,ARJUNI MORGAON, ,20.48,80.06, ,315
1681,MAH,GONDIA,TIRORA, ,21.26,79.56,0275,315
1682,MAH,GONDIA,GONDIA,OBSY,21.28,80.12,0313,315
1683,MAH,GONDIA,DEORI, ,21.02,80.13, ,315
1684,MAH,GONDIA,AMGAON, ,21.24,80.24, ,315
1685,MAH,HINGOLI,KALMANOORI, ,19.41,77.19,0459,314
1686,MAH,HINGOLI,HINGOLI,HYDRO,19.43,77.09, ,314
1687,MAH,WASHIM,MALEGAON, ,20.06,76.03, ,311
1688,MAH,WASHIM,WASHIM, ,20.07,77.08,0519,314
1689,MAH,WASHIM,MANGRULPIR, ,20.19,77.21,0442,314
1690,MAH,WASHIM,MANORA, ,20.15,77.36, ,314
1691,MANIPUR,CHURACHANDPUR,THANLON,HYDRO,24.15,93.15,1219,326
1692,MANIPUR,IMPHAL,IMPHAL T-AERO,OBSY,24.46,93.54,0781,326
1693,MANIPUR,IMPHAL,CHOTTABEKRA,HYDRO,24.40,93.07,0011,326
1694,MANIPUR,IMPHAL,MANTRIPUKHURI, ,24.55,93.58, ,326
1695,MANIPUR,SENAPATI,MARAM FARM, ,25.24,94.07,1380,326
1696,MEGHALAYA,EAST GARO HILLS,WILLIAMNAGAR, ,25.24,91.30, ,326
1697,MEGHALAYA,EAST KHASI HILLS,MAWSYNRAM,OBSY,25.18,91.35,1401,326
1698,MEGHALAYA,EAST KHASI HILLS,CHERRAPUNJI,OBSY,25.15,91.44,1313,326
1699,MEGHALAYA,EAST KHASI HILLS,BARAPANI,OBSY,25.42,91.58,0893,326
1700,MEGHALAYA,EAST KHASI HILLS,SHILLONG C.S.O.,OBSY,25.34,91.53,1598,504
1701,MEGHALAYA,EAST KHASI HILLS,CHERRAPUNJI(RKM), , . , . , , 
1702,MEGHALAYA,JAINTIA HILLS,JOWAI, ,25.26,92.12,1340,326
1703,MEGHALAYA,WEST GARO HILLS,TURA,OBSY,25.31,90.14,0370,504
1704,MEGHALAYA,WEST GARO HILLS,TIKRIKILLA,HYDRO,25.57,90.13,0040,504
1705,MEGHALAYA,WEST GARO HILLS,TIKRIKILLA, ,25.57,90.13, ,504
1706,MIZORAM,AIZWAL,AIJAL,OBSY,23.44,92.43,1097,326
1707,MIZORAM,AIZWAL,SERCHIP(HYDRO),OBSY,23.27,92.58,1128,326
1708,MIZORAM,AIZWAL,LENGPUI,OBSY,23.50,92.37,0429,326
1709,MIZORAM,AIZWAL,KOLOSIB, ,24.13,92.41,0722,326
1710,MIZORAM,CHHIMTUIPUI,LUNGLEI,HYDRO,22.53,92.45,1128,326
1711,MIZORAM,CHHIMTUIPUI,SAIHA, ,22.30,92.59,1226,326
1712,NAGALAND,KOHIMA,JHARNAPANI, ,25.54,93.45, ,504
1713,NAGALAND,KOHIMA,KOHIMA,OBSY,25.38,94.10,1406,504
1714,NAGALAND,MON,MON, ,26.43,95.01,0720,504
1715,NAGALAND,MON,TIZIT, ,26.53,95.05, ,504
1716,NAGALAND,PHEK,PHEK, ,25.43,94.28,1400,326
1717,NAGALAND,TUENSANG,KIPHIRA, ,25.58,94.47,1198,326
1718,NAGALAND,TUENSANG,TUENSANG, ,26.12,94.49,1840,504
1719,ORISSA,ANGUL,ATHMALIK, ,20.43,84.32, ,320
1720,ORISSA,ANGUL,RAJKISHORENAGAR,HYDRO,20.58,84.28,0076,321
1721,ORISSA,ANGUL,TALCHER, ,20.57,85.13,0007,321
1722,ORISSA,ANGUL,ANGUL,OBSY,20.50,85.06,0139,321
1723,ORISSA,ANGUL,CHENDIPADA, ,21.06,84.52, ,321
1724,ORISSA,ANGUL,PALLAHARA, ,21.26,85.11, ,321
1725,ORISSA,ANGUL,RENGALI,HYDRO,21.15,85.01,0110,321
1726,ORISSA,ANGUL,JAIPUR, ,20.05,86.40, ,322
1727,ORISSA,BOLANGIR,TUREKELA, ,20.30,82.48, ,320
1728,ORISSA,BOLANGIR,PATNAGARH, ,20.43,83.08, ,320
1729,ORISSA,BOLANGIR,TIKARPARA, ,20.30,83.08, ,320
1730,ORISSA,BOLANGIR,BOLANGIR,OBSY,20.42,83.30,0190,320
1731,ORISSA,BOLANGIR,TITLAGARH,OBSY,20.18,83.18,0211,320
1732,ORISSA,BOLANGIR,BELGAON, ,20.15,83.15, ,320
