Id,Longitude,Latitude
101756,75.625,10.1473999023438
101759,75.9375,10.1473999023438
101763,76.25,10.1473999023438
101766,76.5625,10.1473999023438
101769,76.875,10.1473999023438
101772,77.1875,10.1473999023438
101775,77.5,10.1473999023438
101778,77.8125,10.1473999023438
101781,78.125,10.1473999023438
101784,78.4375,10.1473999023438
101788,78.75,10.1473999023438
101791,79.0625,10.1473999023438
101794,79.375,10.1473999023438
101797,79.6875,10.1473999023438
101800,80,10.1473999023438
101803,80.3125,10.1473999023438
101806,80.625,10.1473999023438
105753,75.3125,10.4596996307373
105756,75.625,10.4596996307373
105759,75.9375,10.4596996307373
105763,76.25,10.4596996307373
105766,76.5625,10.4596996307373
105769,76.875,10.4596996307373
105772,77.1875,10.4596996307373
105775,77.5,10.4596996307373
105778,77.8125,10.4596996307373
105781,78.125,10.4596996307373
105784,78.4375,10.4596996307373
105788,78.75,10.4596996307373
105791,79.0625,10.4596996307373
105794,79.375,10.4596996307373
105797,79.6875,10.4596996307373
105800,80,10.4596996307373
105803,80.3125,10.4596996307373
108753,75.3125,10.771900177002
108756,75.625,10.771900177002
108759,75.9375,10.771900177002
108763,76.25,10.771900177002
108766,76.5625,10.771900177002
108769,76.875,10.771900177002
108772,77.1875,10.771900177002
108775,77.5,10.771900177002
108778,77.8125,10.771900177002
108781,78.125,10.771900177002
108784,78.4375,10.771900177002
108788,78.75,10.771900177002
108791,79.0625,10.771900177002
108794,79.375,10.771900177002
108797,79.6875,10.771900177002
108800,80,10.771900177002
108803,80.3125,10.771900177002
111750,75,11.0840997695923
111753,75.3125,11.0840997695923
111756,75.625,11.0840997695923
111759,75.9375,11.0840997695923
111763,76.25,11.0840997695923
111766,76.5625,11.0840997695923
111769,76.875,11.0840997695923
111772,77.1875,11.0840997695923
111775,77.5,11.0840997695923
111778,77.8125,11.0840997695923
111781,78.125,11.0840997695923
111784,78.4375,11.0840997695923
111788,78.75,11.0840997695923
111791,79.0625,11.0840997695923
111794,79.375,11.0840997695923
111797,79.6875,11.0840997695923
111800,80,11.0840997695923
111803,80.3125,11.0840997695923
114750,75,11.3964004516602
114753,75.3125,11.3964004516602
114756,75.625,11.3964004516602
114759,75.9375,11.3964004516602
114763,76.25,11.3964004516602
114766,76.5625,11.3964004516602
114769,76.875,11.3964004516602
114772,77.1875,11.3964004516602
114775,77.5,11.3964004516602
114778,77.8125,11.3964004516602
114781,78.125,11.3964004516602
114784,78.4375,11.3964004516602
114788,78.75,11.3964004516602
114791,79.0625,11.3964004516602
114794,79.375,11.3964004516602
114797,79.6875,11.3964004516602
114800,80,11.3964004516602
114803,80.3125,11.3964004516602
117747,74.6875,11.7086000442505
117750,75,11.7086000442505
117753,75.3125,11.7086000442505
117756,75.625,11.7086000442505
117759,75.9375,11.7086000442505
117763,76.25,11.7086000442505
117766,76.5625,11.7086000442505
117769,76.875,11.7086000442505
117772,77.1875,11.7086000442505
117775,77.5,11.7086000442505
117778,77.8125,11.7086000442505
117781,78.125,11.7086000442505
117784,78.4375,11.7086000442505
117788,78.75,11.7086000442505
117791,79.0625,11.7086000442505
117794,79.375,11.7086000442505
117797,79.6875,11.7086000442505
117800,80,11.7086000442505
117803,80.3125,11.7086000442505
120747,74.6875,12.0207996368408
120750,75,12.0207996368408
120753,75.3125,12.0207996368408
120756,75.625,12.0207996368408
120759,75.9375,12.0207996368408
120763,76.25,12.0207996368408
120766,76.5625,12.0207996368408
120769,76.875,12.0207996368408
120772,77.1875,12.0207996368408
120775,77.5,12.0207996368408
120778,77.8125,12.0207996368408
120781,78.125,12.0207996368408
120784,78.4375,12.0207996368408
120788,78.75,12.0207996368408
120791,79.0625,12.0207996368408
120794,79.375,12.0207996368408
120797,79.6875,12.0207996368408
120800,80,12.0207996368408
120803,80.3125,12.0207996368408
120806,80.625,12.0207996368408
123744,74.375,12.3330001831055
123747,74.6875,12.3330001831055
123750,75,12.3330001831055
123753,75.3125,12.3330001831055
123756,75.625,12.3330001831055
123759,75.9375,12.3330001831055
123763,76.25,12.3330001831055
123766,76.5625,12.3330001831055
123769,76.875,12.3330001831055
123772,77.1875,12.3330001831055
123775,77.5,12.3330001831055
123778,77.8125,12.3330001831055
123781,78.125,12.3330001831055
123784,78.4375,12.3330001831055
123788,78.75,12.3330001831055
123791,79.0625,12.3330001831055
123794,79.375,12.3330001831055
123797,79.6875,12.3330001831055
123800,80,12.3330001831055
123803,80.3125,12.3330001831055
123806,80.625,12.3330001831055
126744,74.375,12.645299911499
126747,74.6875,12.645299911499
126750,75,12.645299911499
126753,75.3125,12.645299911499
126756,75.625,12.645299911499
126759,75.9375,12.645299911499
126763,76.25,12.645299911499
126766,76.5625,12.645299911499
126769,76.875,12.645299911499
126772,77.1875,12.645299911499
126775,77.5,12.645299911499
126778,77.8125,12.645299911499
126781,78.125,12.645299911499
126784,78.4375,12.645299911499
126788,78.75,12.645299911499
126791,79.0625,12.645299911499
126794,79.375,12.645299911499
126797,79.6875,12.645299911499
126800,80,12.645299911499
126803,80.3125,12.645299911499
126806,80.625,12.645299911499
130744,74.375,12.9575004577637
130747,74.6875,12.9575004577637
130750,75,12.9575004577637
130753,75.3125,12.9575004577637
130756,75.625,12.9575004577637
130759,75.9375,12.9575004577637
130763,76.25,12.9575004577637
130766,76.5625,12.9575004577637
130769,76.875,12.9575004577637
130772,77.1875,12.9575004577637
130775,77.5,12.9575004577637
130778,77.8125,12.9575004577637
130781,78.125,12.9575004577637
130784,78.4375,12.9575004577637
130788,78.75,12.9575004577637
130791,79.0625,12.9575004577637
130794,79.375,12.9575004577637
130797,79.6875,12.9575004577637
130800,80,12.9575004577637
130803,80.3125,12.9575004577637
130806,80.625,12.9575004577637
133741,74.0625,13.269700050354
133744,74.375,13.269700050354
133747,74.6875,13.269700050354
133750,75,13.269700050354
133753,75.3125,13.269700050354
133756,75.625,13.269700050354
133759,75.9375,13.269700050354
133763,76.25,13.269700050354
133766,76.5625,13.269700050354
