State,Month,TotalPrecipitation,AverageMinTemperature,AverageMaxTemperature,AverageRelativeHumidity
TRIPURA,2001-06,2564.34926,24.55416,29.78292,0.90745
TRIPURA,2005-11,4.81925,14.74664,27.22269,0.82398
UTTAR PRADESH,2009-10,8754.61532,18.69506,30.83993,0.63378
RAJASTHAN,2001-09,406.26074,23.47850,38.45353,0.37959
PUDUCHERRY,2013-11,192.37661,21.51422,29.86695,0.81317
BIHAR,2006-04,860.57722,23.43358,39.88093,0.29664
BIHAR,2006-11,1639.89971,16.39964,29.25176,0.55711
PUNJAB,2003-07,5254.05684,27.94052,37.84709,0.61190
KARNATAKA,2013-10,5787.16681,19.67586,27.81381,0.83387
CHATISGARH,2002-03,28.89085,17.20325,38.04709,0.25111
ASSAM,2003-05,4660.79853,20.82910,33.43249,0.71545
ANDHRA PRADESH,2004-10,2658.03606,22.00249,30.69429,0.78145
TELANGANA,2009-03,8.35252,20.40308,38.67250,0.27550
TAMILNADU,2005-07,6055.29207,24.42853,32.52002,0.67750
LAKSHADWEEP,2000-12,67.93324,25.68397,27.82890,0.68232
TAMILNADU,2005-04,6417.61375,24.33871,35.15175,0.65838
MIZORAM,2000-12,0.35763,9.82041,25.95331,0.71659
LAKSHADWEEP,2012-02,32.57102,26.75662,28.22834,0.70725
ORISSA,2012-07,15956.96663,24.41187,29.91011,0.83717
MIZORAM,2004-09,675.27835,21.92771,30.23255,0.89108
PUNJAB,2010-07,3298.70680,28.07856,38.42834,0.58857
DAMAN AND DIU,2005-04,0.01030,26.85132,29.48778,0.65021
HIMACHAL PRADESH,2002-04,512.39287,16.42883,30.43601,0.30331
ANDAMAN AND NICOBAR ISLANDS,2000-11,330.08573,27.36397,28.39647,0.74843
WEST BENGAL,2008-01,1068.40158,12.66809,26.55058,0.52955
ANDAMAN AND NICOBAR ISLANDS,2004-09,210.84578,27.81697,29.16813,0.76932
ARUNACHAL PRADESH,2002-08,7662.99969,19.56145,27.20215,0.85727
KARNATAKA,2011-02,291.72142,15.50884,31.69027,0.48239
PUDUCHERRY,2007-04,53.73495,25.80670,38.55428,0.60608
RAJASTHAN,2004-06,1080.74550,28.62082,41.15296,0.35497
WEST BENGAL,2004-10,5063.10605,20.95713,29.78412,0.78893
MIZORAM,2006-12,0.26207,11.61518,27.24863,0.67796
TRIPURA,2008-09,1519.83868,24.27114,30.87248,0.89827
KERALA,2000-01,738.41156,22.67686,30.76525,0.68050
BIHAR,2008-09,8274.63148,24.85378,32.49872,0.80285
ORISSA,2003-09,13053.17900,23.96928,30.06247,0.85930
HARYANA,2013-06,720.45821,29.06792,41.66285,0.40848
PUDUCHERRY,2004-06,101.24843,26.15605,36.31217,0.56471
UTTARAKHAND,2003-08,4042.38057,22.08575,29.89550,0.80333
KARNATAKA,2003-04,1366.44107,23.08841,37.56982,0.50343
LAKSHADWEEP,2003-05,326.96686,29.21594,30.57084,0.78034
KARNATAKA,2010-07,7883.96106,21.54791,26.51865,0.84101
PUNJAB,2009-07,2017.98795,29.23234,41.38876,0.48503
ASSAM,2002-08,11943.78380,23.94635,31.97738,0.86853
MIZORAM,2006-01,0.00000,9.60235,27.47354,0.60569
CHANDIGARH,2013-10,97.80579,19.42413,30.75835,0.69778
ORISSA,2009-12,1039.43172,13.57899,28.18553,0.62434
NEW DELHI,2000-03,1.98555,11.05352,32.30674,0.18231
CHANDIGARH,2000-06,12.06093,28.94870,42.99183,0.27875
GOA,2013-06,1857.20704,26.72795,28.26160,0.81822
DAMAN AND DIU,2009-02,0.00000,24.16087,26.87416,0.57614
GOA,2003-10,143.59818,24.23140,30.74187,0.78527
UTTAR PRADESH,2005-11,4718.75173,12.42019,29.08393,0.40610
UTTAR PRADESH,2006-04,1188.76286,22.66397,40.38456,0.21930
TRIPURA,2008-04,110.23792,22.28511,38.80871,0.48898
CHATISGARH,2005-09,4573.80559,22.90952,30.82005,0.80852
ANDAMAN AND NICOBAR ISLANDS,2003-02,104.98614,26.83146,27.66543,0.79371
JHARKHAND,2001-07,6614.23175,24.80178,30.67549,0.82745
JHARKHAND,2003-01,245.48510,9.22135,25.61334,0.48562
JHARKHAND,2006-11,1054.51838,16.45007,28.49245,0.61253
MADHAYA PRADESH,2005-03,361.15665,17.94091,35.82225,0.27296
PUDUCHERRY,2007-03,4.19197,21.83052,37.35260,0.58753
UTTARAKHAND,2007-09,2656.61017,20.25182,29.46590,0.73482
MADHAYA PRADESH,2010-04,340.52260,24.08099,42.25152,0.16422
TAMILNADU,2004-02,441.17696,18.66194,33.21906,0.59847
KERALA,2002-03,786.53617,24.85948,32.90851,0.68648
NAGALAND,2011-12,94.95965,4.15004,19.13255,0.83966
CHATISGARH,2008-09,4469.84925,22.73172,31.18293,0.80056
RAJASTHAN,2012-09,3387.41467,23.09222,32.87827,0.66178
LADAKH,2013-02,116.89926,-24.93130,-7.88805,0.81961
JHARKHAND,2004-10,2924.32683,18.92158,29.42334,0.73642
SIKKIM,2004-05,16.10184,18.19230,29.96138,0.40037
NAGALAND,2011-03,858.13520,9.65958,22.55192,0.74912
HARYANA,2008-08,5753.91406,26.22354,33.49559,0.73327
KARNATAKA,2003-08,7794.47684,21.43730,26.97774,0.82345
HARYANA,2010-05,2681.10489,27.28473,44.13237,0.24595
LADAKH,2012-11,50.39807,-14.27430,-4.28495,0.54945
KERALA,2008-05,4426.29365,25.79950,30.94284,0.77309
ORISSA,2011-10,2798.20694,19.50977,32.13390,0.69379
GOA,2001-04,32.27062,24.58525,32.50357,0.69665
DAMAN AND DIU,2009-04,0.02747,27.96928,30.65590,0.61983
WEST BENGAL,2012-03,143.45613,19.54049,35.45753,0.40903
HIMACHAL PRADESH,2013-03,1017.09074,10.59412,24.37474,0.55049
DADRA AND NAGAR HAVELI,2013-01,40.12728,22.51971,28.13710,0.60533
LADAKH,2005-08,19.00978,1.02048,13.85703,0.52984
MAHARASHTRA,2012-04,482.16673,24.28845,38.87743,0.33622
JAMMU AND KASHMIR,2000-12,471.29692,-1.03055,12.75002,0.49839
JHARKHAND,2012-04,795.67535,22.64869,38.74132,0.35886
MEGHALAYA,2006-07,1375.41686,23.23894,29.67192,0.86411
TAMILNADU,2010-06,4773.83141,25.07597,33.88180,0.65674
ANDAMAN AND NICOBAR ISLANDS,2003-08,255.35882,28.05552,29.72287,0.75043
GUJARAT,2011-05,815.43340,26.84226,37.41161,0.55627
PUNJAB,2005-09,2108.11270,23.34633,35.53275,0.62375
WEST BENGAL,2001-01,673.60414,10.25320,26.74759,0.44711
KERALA,2011-09,11772.84764,25.11384,27.54207,0.82887
ASSAM,2004-01,283.67031,8.21084,24.23612,0.68205
JHARKHAND,2004-08,8075.67888,24.45223,30.30885,0.84996
CHATISGARH,2006-02,10.51010,13.02263,35.36857,0.31547
MAHARASHTRA,2008-05,1159.01900,26.33291,38.84317,0.38560
LADAKH,2011-06,55.91010,-0.67305,10.27825,0.54847
SIKKIM,2000-06,202.84970,19.74163,29.10954,0.66848
GOA,2006-04,0.06180,24.06157,31.81705,0.68649
NEW DELHI,2004-04,0.98248,23.07307,40.84817,0.16539
GOA,2006-08,2193.26202,24.76137,26.72134,0.87266
HIMACHAL PRADESH,2005-09,3302.68411,17.85995,27.36985,0.69037
HIMACHAL PRADESH,2009-08,2943.79560,20.41028,31.11489,0.66087
MADHAYA PRADESH,2005-09,8895.01576,22.73294,30.77664,0.79355
UTTARAKHAND,2000-01,526.80471,7.57667,21.00382,0.41500
ARUNACHAL PRADESH,2002-02,281.18808,8.49677,21.24189,0.60901
UTTAR PRADESH,2010-04,2166.05637,24.74129,43.30021,0.19398
JHARKHAND,2001-02,142.11243,12.78663,31.22801,0.31610
MEGHALAYA,2007-10,1017.08118,19.75578,28.80180,0.82506
HARYANA,2013-05,1190.81690,26.65237,43.05945,0.23378
KARNATAKA,2006-10,5624.52306,20.14967,28.44414,0.79619
PUDUCHERRY,2005-12,218.12238,21.57903,28.06542,0.82636
WEST BENGAL,2003-05,2466.15134,26.53649,40.34230,0.52280
WEST BENGAL,2013-04,610.24223,23.99269,38.74592,0.42666
NAGALAND,2005-11,53.04638,6.75706,22.06973,0.81142
LADAKH,2008-09,30.16004,-3.28072,8.03508,0.44563
BIHAR,2001-03,179.99917,16.70886,35.78998,0.23046
UTTAR PRADESH,2012-12,1690.72739,9.97521,25.01099,0.48369
ANDHRA PRADESH,2012-06,1836.22902,25.86406,35.75614,0.54262
UTTAR PRADESH,2003-02,2593.15388,11.88685,27.38120,0.52583
MAHARASHTRA,2011-12,213.46602,14.89254,30.07494,0.42928
ASSAM,2011-09,12286.43248,22.71073,31.19711,0.86419
SIKKIM,2000-07,124.01956,19.45985,27.64206,0.73532
KERALA,2008-11,2664.41612,24.46370,30.41726,0.75130
UTTARAKHAND,2008-06,5780.07011,22.67596,30.92267,0.69899
LADAKH,2009-05,75.82884,-5.75935,3.68200,0.75643
ORISSA,2011-08,18354.23711,24.11626,29.89556,0.85888
PUNJAB,2001-01,503.24119,4.99874,22.87581,0.42059
ORISSA,2004-10,6190.81587,20.48200,30.05064,0.77261
CHATISGARH,2000-09,2407.56539,22.33640,32.67052,0.70610
SIKKIM,2006-09,305.60099,19.84088,26.27618,0.71065
ORISSA,2007-07,15132.97567,25.04410,31.19993,0.80475
HIMACHAL PRADESH,2006-10,1188.67231,13.80412,26.63677,0.42309
ARUNACHAL PRADESH,2010-11,1237.81823,10.84093,20.68505,0.82750
LADAKH,2001-09,16.99319,-4.16390,8.30812,0.40489
ARUNACHAL PRADESH,2004-04,3425.87734,13.89597,22.98510,0.77664
JHARKHAND,2006-05,1150.32874,26.32064,40.49957,0.43109
GUJARAT,2001-02,318.15124,16.33200,31.76416,0.38636
MADHAYA PRADESH,2012-05,260.03936,26.27457,42.40399,0.20966
UTTARAKHAND,2004-01,675.65718,7.55661,19.68880,0.49319
NAGALAND,2002-10,776.03733,11.16858,23.10895,0.87937
JHARKHAND,2002-03,154.46451,18.02887,35.29863,0.32100
PUNJAB,2001-02,176.17028,7.14427,27.99335,0.35336
PUNJAB,2002-04,366.15044,20.33126,39.85757,0.22584
BIHAR,2011-09,13587.67091,24.13154,30.13263,0.86424
BIHAR,2012-10,1947.02794,18.06921,31.89387,0.55062
TAMILNADU,2001-01,1550.55054,19.34087,29.90450,0.68579
PUDUCHERRY,2013-06,188.63700,25.78673,35.67107,0.58757
HARYANA,2013-04,383.90480,21.14123,37.19966,0.33525
MEGHALAYA,2007-07,3205.69774,23.31790,27.68864,0.91544
CHATISGARH,2008-02,295.57993,13.44413,29.60694,0.41032
TRIPURA,2008-11,1.61934,15.40536,27.94050,0.81852
MIZORAM,2005-03,188.13602,18.00033,33.36941,0.54916
HARYANA,2012-05,358.09801,26.06083,42.24871,0.23939
ORISSA,2010-08,11890.18025,24.62209,31.49913,0.82396
SIKKIM,2004-08,82.03484,21.01183,28.50764,0.72190
CHANDIGARH,2008-04,18.36347,20.95307,37.86437,0.21389
TRIPURA,2013-09,2485.03375,24.85573,29.97372,0.91311
KARNATAKA,2009-12,2640.55028,18.05598,27.92955,0.71605
PUDUCHERRY,2001-08,76.70989,26.14726,36.71645,0.57424
CHATISGARH,2003-04,101.17750,23.79480,42.43713,0.24627
PUDUCHERRY,2005-10,314.04721,24.47566,32.76889,0.77930
ORISSA,2007-06,9967.99390,26.83576,36.12637,0.66483
RAJASTHAN,2009-12,290.42910,11.22826,26.31314,0.42657
PUNJAB,2011-06,1152.32082,28.83858,41.90618,0.42850
TRIPURA,2007-11,421.90489,17.81934,27.69101,0.84925
MIZORAM,2008-05,400.46711,22.29170,35.61427,0.67208
DAMAN AND DIU,2013-06,1725.77807,28.69337,29.66790,0.79375
DAMAN AND DIU,2000-11,0.00000,26.75143,29.62593,0.55189
GOA,2004-02,0.34676,23.02662,31.89712,0.54695
NEW DELHI,2009-05,1.02139,28.28835,44.32513,0.18210
GOA,2004-05,628.45743,25.77839,31.29484,0.76167
JAMMU AND KASHMIR,2005-02,4822.94706,-0.54372,6.40613,0.81707
LADAKH,2012-01,71.67807,-26.48632,-12.08358,0.73034
CHATISGARH,2012-01,1077.36200,12.04451,26.18889,0.59023
WEST BENGAL,2011-05,2103.00736,26.45150,38.19694,0.60176
JAMMU AND KASHMIR,2003-10,284.38394,6.83807,22.79311,0.32668
PUDUCHERRY,2010-10,234.06073,24.70940,34.33565,0.70110
LAKSHADWEEP,2003-01,23.02265,26.36852,28.10516,0.70983
UTTARAKHAND,2005-07,4593.73788,22.37651,29.95712,0.74229
KARNATAKA,2003-03,866.45368,20.69851,35.85333,0.45495
TELANGANA,2012-10,616.01964,18.33166,30.67474,0.66477
MIZORAM,2007-04,397.21427,20.54061,35.03225,0.58247
NAGALAND,2003-09,2042.66442,17.22039,24.47023,0.94432
HARYANA,2008-01,526.66479,6.27621,21.94706,0.40359
LADAKH,2001-01,19.15098,-22.74016,-8.38453,0.62015
MAHARASHTRA,2006-09,10476.20857,22.62863,29.54956,0.84637
UTTARAKHAND,2009-02,160.49652,8.26641,23.72775,0.56694
ANDHRA PRADESH,2001-08,2759.89473,24.79483,33.04060,0.67140
UTTARAKHAND,2013-03,244.30303,13.41049,28.46670,0.38692
ASSAM,2005-07,5738.88050,24.46681,34.88047,0.75616
MAHARASHTRA,2003-02,172.28569,19.59310,33.33422,0.39048
CHATISGARH,2007-10,1339.94005,18.55081,31.75435,0.62842
MIZORAM,2008-02,17.81517,10.58585,27.29027,0.60219
RAJASTHAN,2007-06,2612.84212,29.51797,40.74855,0.40786
BIHAR,2012-09,4946.85013,23.55317,32.43875,0.72118
PUNJAB,2009-06,1695.76112,28.20918,44.30132,0.24138
MANIPUR,2000-03,237.35274,10.90026,26.80889,0.54514
CHATISGARH,2005-04,75.23163,21.07937,41.62689,0.24366
DAMAN AND DIU,2008-07,1215.73254,27.81811,28.78671,0.81184
MIZORAM,2009-05,300.11703,22.44215,35.27425,0.67683
NEW DELHI,2007-12,0.45891,8.05087,23.57932,0.35455
GOA,2006-06,1900.12831,25.36633,28.36347,0.83837
GOA,2011-03,0.03090,25.11615,30.52840,0.70842
GOA,2001-08,1922.84599,24.87848,26.50363,0.88540
ANDHRA PRADESH,2005-08,2206.09196,24.41809,32.84412,0.69896
UTTARAKHAND,2010-10,1047.53880,16.37822,27.83904,0.63786
MADHAYA PRADESH,2013-01,141.75472,8.23519,26.58284,0.40392
HARYANA,2013-07,1878.36243,28.14481,37.21506,0.58085
PUDUCHERRY,2012-03,19.48270,22.01295,37.53135,0.57434
UTTARAKHAND,2000-02,568.49267,7.29852,20.51322,0.44507
UTTARAKHAND,2006-09,2136.55988,19.60236,30.39829,0.66820
WEST BENGAL,2013-08,11788.04013,25.29600,29.93878,0.88324
NAGALAND,2002-12,147.37688,4.10072,18.30529,0.86071
LAKSHADWEEP,2001-07,878.86304,26.77255,27.50142,0.82228
MAHARASHTRA,2011-08,20170.72548,23.12908,27.30939,0.87640
JHARKHAND,2011-11,573.31325,14.03997,28.03231,0.64352
RAJASTHAN,2011-04,195.48676,20.77525,39.13551,0.18767
MAHARASHTRA,2003-12,150.49467,15.17161,29.54474,0.44280
TAMILNADU,2003-12,1159.33389,19.45033,29.50273,0.72116
MIZORAM,2003-10,313.92631,20.43857,31.92745,0.83763
PUDUCHERRY,2002-08,56.09036,26.44050,37.65663,0.53023
PUNJAB,2003-02,872.13075,8.75389,24.75081,0.57023
CHANDIGARH,2002-02,21.32550,7.92475,26.00596,0.38144
NEW DELHI,2009-09,107.00053,23.78740,34.69303,0.64282
NEW DELHI,2003-02,16.97960,9.03050,25.83418,0.52408
HIMACHAL PRADESH,2006-12,823.24198,5.06262,17.56078,0.48009
HIMACHAL PRADESH,2007-10,835.88098,12.39632,27.32550,0.31352
MADHAYA PRADESH,2007-01,180.24559,10.14007,28.46918,0.35989
JAMMU AND KASHMIR,2001-09,474.23908,11.77160,28.20877,0.33440
LADAKH,2001-03,59.01890,-24.47742,-4.61060,0.79410
MAHARASHTRA,2002-04,361.77076,24.58871,39.68325,0.30565
ANDAMAN AND NICOBAR ISLANDS,2009-09,141.48196,28.24027,29.96403,0.75688
UTTAR PRADESH,2004-01,1565.93969,8.44799,22.45037,0.64483
RAJASTHAN,2003-01,333.08548,8.86786,25.48921,0.36753
TELANGANA,2002-12,5.73831,14.89200,31.36326,0.48586
DADRA AND NAGAR HAVELI,2010-05,382.84719,28.44294,30.71813,0.71835
JAMMU AND KASHMIR,2008-11,317.48204,4.34977,18.44253,0.32100
BIHAR,2006-06,6816.00474,28.28984,38.52735,0.54404
ORISSA,2008-07,16489.46908,24.99106,31.19050,0.80833
DADRA AND NAGAR HAVELI,2001-08,399.39823,26.61235,27.30784,0.86762
UTTAR PRADESH,2003-12,1071.28786,10.05255,24.56756,0.55064
MEGHALAYA,2012-02,21.41948,12.76031,28.86302,0.42860
RAJASTHAN,2001-01,134.58741,7.48527,25.51920,0.31754
PUDUCHERRY,2004-11,376.81818,22.75687,28.49858,0.86042
JAMMU AND KASHMIR,2004-09,889.15984,12.70815,28.42320,0.37781
HARYANA,2011-07,4518.16823,26.70572,34.33859,0.71515
KERALA,2009-04,1818.46315,26.32323,32.38870,0.74832
ORISSA,2013-08,9939.45711,23.58807,30.27820,0.83119
MIZORAM,2011-07,1359.71696,22.74459,30.60411,0.90576
LADAKH,2000-04,131.68316,-12.23810,0.01955,0.77923
GUJARAT,2005-10,2362.81883,23.02168,33.54384,0.54862
MANIPUR,2005-06,650.02716,19.61871,31.87321,0.73103
CHANDIGARH,2001-07,127.41396,28.60774,39.55719,0.51454
LADAKH,2012-12,72.58014,-21.27266,-8.50213,0.75017
TRIPURA,2000-08,2019.94353,24.75551,30.70551,0.90482
LAKSHADWEEP,2004-03,61.40356,27.58381,29.34374,0.79022
PUNJAB,2010-09,4202.85163,22.81130,32.11497,0.76584
LAKSHADWEEP,2003-12,10.84070,26.20600,28.03181,0.71118
NAGALAND,2007-11,540.08314,8.63427,20.91733,0.86881
MANIPUR,2003-12,70.30478,8.95139,22.36334,0.77470
GOA,2004-07,2159.32160,24.77545,26.73726,0.86928
ARUNACHAL PRADESH,2006-12,175.92834,6.97434,20.13181,0.62123
HIMACHAL PRADESH,2009-04,700.21820,13.05840,28.33709,0.44837
ANDAMAN AND NICOBAR ISLANDS,2001-05,38.70155,29.69961,31.41213,0.74246
ARUNACHAL PRADESH,2000-05,4798.22077,15.87688,26.18496,0.80260
UTTAR PRADESH,2008-01,1315.17245,8.84367,24.40353,0.41282
MEGHALAYA,2008-04,254.13567,20.08275,34.37669,0.47791
ANDHRA PRADESH,2006-06,2252.16543,26.51669,36.36069,0.57710
WEST BENGAL,2002-12,1115.45802,13.98811,27.91797,0.53078
TAMILNADU,2001-02,601.16956,18.83130,33.92620,0.60596
LADAKH,2012-08,101.69735,4.40582,13.72148,0.66131
UTTARAKHAND,2000-07,5031.60734,21.91078,30.19140,0.76454
JAMMU AND KASHMIR,2013-01,811.93214,-2.51173,9.30400,0.54413
TELANGANA,2006-12,3.46983,14.72708,29.59971,0.57055
DADRA AND NAGAR HAVELI,2010-09,393.64816,26.88873,28.51777,0.84607
KARNATAKA,2002-03,86.64128,19.04430,36.33859,0.40677
BIHAR,2005-12,762.84867,10.32569,26.05329,0.47307
TAMILNADU,2008-02,2375.46779,20.08309,31.88871,0.66498
BIHAR,2011-05,2038.43087,27.54686,40.83740,0.42624
NAGALAND,2001-05,2728.27214,14.83980,23.36277,0.90978
ASSAM,2010-01,179.83589,9.76615,23.29522,0.81590
LAKSHADWEEP,2008-09,354.77542,27.41363,28.40307,0.78788
PUNJAB,2000-07,1727.20698,28.14423,39.06352,0.55185
MANIPUR,2006-04,217.10530,15.91296,30.49242,0.58778
PUNJAB,2011-12,327.60480,7.78612,22.70043,0.45572
UTTARAKHAND,2007-11,368.70595,11.44823,25.99802,0.41929
ASSAM,2002-05,10387.21526,21.30150,31.78619,0.81250
MIZORAM,2004-01,0.00000,9.46184,26.38244,0.61342
TRIPURA,2003-12,72.12481,12.50725,25.35398,0.75121
JHARKHAND,2002-02,216.08843,14.08090,29.96568,0.40970
MANIPUR,2011-04,379.19059,15.35235,30.97963,0.66606
PUNJAB,2012-09,2985.39486,23.39842,32.94747,0.74757
PUNJAB,2002-08,1190.86051,27.11927,41.14630,0.49633
MANIPUR,2012-02,20.18995,4.59213,26.36178,0.63148
PUNJAB,2008-05,1868.22687,26.01050,42.30097,0.28892
DAMAN AND DIU,2010-11,197.76587,26.47883,29.06653,0.71866
NEW DELHI,2009-01,2.03018,8.36561,22.42032,0.60379
GOA,2000-03,0.01030,23.10811,31.35487,0.59527
GOA,2002-02,0.00343,23.55216,31.54012,0.58740
ANDAMAN AND NICOBAR ISLANDS,2003-11,535.49794,27.68963,28.62050,0.77060
JAMMU AND KASHMIR,2013-05,1563.51074,11.62638,26.99072,0.46119
DADRA AND NAGAR HAVELI,2008-09,481.60341,27.30130,28.67093,0.82740
DADRA AND NAGAR HAVELI,2008-02,35.33550,21.58031,27.60459,0.54957
WEST BENGAL,2011-09,9023.54561,24.74528,29.70875,0.87683
UTTAR PRADESH,2000-09,10630.51766,23.33804,33.87327,0.67130
HARYANA,2012-03,80.89207,12.48004,31.65319,0.34191
MADHAYA PRADESH,2012-06,3580.85415,27.34145,38.82274,0.45105
BIHAR,2005-08,6465.20372,26.19731,34.06698,0.73739
MEGHALAYA,2000-09,2723.04122,21.51811,28.13529,0.89364
UTTAR PRADESH,2009-01,824.65025,10.81052,25.31543,0.60261
GUJARAT,2005-03,319.59115,20.54987,34.55157,0.43172
NAGALAND,2008-02,243.24288,3.99189,17.76515,0.79413
LADAKH,2012-02,103.50409,-25.63448,-9.49810,0.79968
MAHARASHTRA,2012-09,11695.69468,22.12984,27.97037,0.85185
PUNJAB,2012-10,1030.39342,17.84502,32.43919,0.52748
MANIPUR,2001-02,98.34822,6.38126,25.62559,0.59769
CHATISGARH,2004-01,527.44433,11.74851,27.03984,0.53957
CHATISGARH,2009-04,72.94862,21.60129,43.17211,0.18955
TRIPURA,2000-02,28.77903,12.51529,28.30178,0.43022
ORISSA,2007-09,14832.86672,24.36258,30.26279,0.86059
MAHARASHTRA,2003-04,434.93211,25.34800,39.57992,0.32157
PUDUCHERRY,2004-01,25.88696,20.74690,30.82095,0.73729
ORISSA,2000-09,7476.71168,23.86801,32.09178,0.76473
GUJARAT,2011-10,1450.71088,23.77659,33.44549,0.56079
SIKKIM,2007-02,62.90961,8.76979,18.01296,0.41524
CHANDIGARH,2003-09,65.91970,23.28013,33.66510,0.70653
LAKSHADWEEP,2003-02,75.14133,27.00900,28.71814,0.76640
MANIPUR,2005-07,1016.66923,20.45002,30.14045,0.84215
CHANDIGARH,2013-12,4.15077,7.77284,21.78481,0.55808
GOA,2011-10,216.43239,26.20215,30.02445,0.75671
HIMACHAL PRADESH,2001-12,687.40285,5.25589,19.20302,0.42660
ARUNACHAL PRADESH,2013-08,9378.34155,19.49756,26.93667,0.85040
UTTAR PRADESH,2005-01,1893.56974,9.29207,23.82116,0.53352
UTTAR PRADESH,2007-12,2088.07773,9.78684,25.26294,0.40827
UTTARAKHAND,2011-02,715.42370,8.77615,21.85586,0.45664
ANDHRA PRADESH,2008-09,3586.73124,23.55773,32.00610,0.74626
UTTARAKHAND,2010-02,518.58187,8.06800,21.56189,0.64707
LADAKH,2000-05,47.74331,-4.07113,7.42758,0.55973
LADAKH,2008-10,31.30718,-8.25856,2.98611,0.49502
ORISSA,2001-02,283.84979,14.07238,34.52257,0.46628
LAKSHADWEEP,2002-07,868.65689,27.26958,28.16577,0.80410
UTTAR PRADESH,2009-02,184.13310,10.78293,29.21946,0.49640
UTTAR PRADESH,2013-09,7058.91216,24.11553,34.09179,0.68877
TELANGANA,2009-08,2676.47407,23.83101,32.13768,0.71125
WEST BENGAL,2010-08,6057.97226,26.17771,32.58141,0.81209
SIKKIM,2011-09,494.23286,17.84956,24.57971,0.66654
RAJASTHAN,2000-09,501.42327,23.61157,37.75414,0.41089
SIKKIM,2007-08,269.23467,21.12016,27.75104,0.75805
TELANGANA,2011-11,31.14792,15.14519,30.30470,0.59483
TELANGANA,2004-03,45.13822,20.61494,39.26849,0.28822
NEW DELHI,2002-07,5.92575,31.17613,43.76077,0.28036
TELANGANA,2013-02,108.48397,17.47876,33.15467,0.42158
MIZORAM,2013-03,36.93180,15.12714,35.41021,0.55800
DAMAN AND DIU,2011-11,1.27716,27.45350,29.52062,0.61378
MANIPUR,2013-03,199.56235,12.17434,30.45970,0.60091
NEW DELHI,2012-05,0.32158,26.43413,42.88342,0.14115
GOA,2009-02,0.00000,23.15177,31.66705,0.57053
UTTAR PRADESH,2001-06,13070.37180,28.77568,39.16845,0.48841
MADHAYA PRADESH,2002-09,7275.09325,21.36041,32.00879,0.69952
ARUNACHAL PRADESH,2004-01,411.46202,4.96489,17.60118,0.62455
ARUNACHAL PRADESH,2008-08,10809.90801,19.63906,25.30343,0.90749
UTTAR PRADESH,2003-09,26119.90351,24.43355,31.08962,0.83913
ANDAMAN AND NICOBAR ISLANDS,2000-09,114.49164,27.99707,29.22080,0.77013
DADRA AND NAGAR HAVELI,2013-04,37.44335,26.42807,29.90240,0.67840
JHARKHAND,2000-10,1184.13056,19.81976,31.95001,0.67325
JHARKHAND,2005-12,376.65815,10.71653,25.54764,0.49592
ARUNACHAL PRADESH,2011-01,1285.92300,5.67016,15.50325,0.73601
SIKKIM,2013-11,0.85916,9.64298,19.94716,0.41680
LADAKH,2011-05,109.93453,-4.82623,4.80003,0.72553
LAKSHADWEEP,2006-12,23.52905,26.30094,28.62706,0.69353
LADAKH,2005-03,116.16497,-18.77084,-2.96094,0.84863
LADAKH,2013-08,197.50413,5.27426,13.06544,0.73199
KARNATAKA,2013-01,8.76722,15.54958,31.41504,0.49612
PUNJAB,2010-10,1024.08289,19.31303,33.17709,0.54324
UTTAR PRADESH,2006-08,10835.90453,26.34788,34.97872,0.66211
CHATISGARH,2010-06,1118.09412,27.84204,40.38588,0.43080
HARYANA,2002-03,197.75548,13.64731,33.57770,0.31513
PUDUCHERRY,2006-07,138.29084,26.90181,38.26168,0.50840
MAHARASHTRA,2004-10,4218.77367,19.72924,30.59282,0.63493
JHARKHAND,2012-05,260.74829,24.84407,41.93419,0.33806
HARYANA,2003-06,2772.44537,29.22089,43.69342,0.33891
MEGHALAYA,2013-02,78.57499,14.60493,30.19137,0.50088
ANDHRA PRADESH,2002-02,18.37790,17.29226,33.29611,0.56756
ASSAM,2009-10,4955.85536,19.48198,30.62341,0.83188
CHATISGARH,2011-08,7737.26504,23.45812,29.34484,0.87216
TRIPURA,2012-02,44.58217,12.66211,31.25834,0.45270
WEST BENGAL,2008-03,989.16756,20.99850,36.09048,0.46369
NAGALAND,2009-04,627.93818,12.72289,25.24340,0.74367
KERALA,2004-04,3075.46663,26.47283,32.08874,0.76702
NAGALAND,2009-10,1467.44467,13.63312,23.70941,0.89805
JHARKHAND,2009-05,2077.72128,25.42933,39.67246,0.46617
RAJASTHAN,2009-09,1742.53229,24.26347,37.29792,0.47454
TRIPURA,2009-11,139.91217,17.40015,28.17539,0.80556
LAKSHADWEEP,2000-08,738.86463,26.43755,27.32232,0.81843
PUNJAB,2003-12,122.99355,9.47481,23.82688,0.45497
SIKKIM,2009-12,2.52514,7.12379,17.52846,0.58091
CHANDIGARH,2010-04,0.34161,22.12207,41.82753,0.16680
GOA,2006-05,1018.17316,25.12281,31.29713,0.77885
GOA,2010-08,1805.40393,24.71089,26.71142,0.88525
ARUNACHAL PRADESH,2012-04,3431.60023,12.69773,21.02299,0.76106
HIMACHAL PRADESH,2008-08,6379.27173,19.38822,26.82799,0.83168
WEST BENGAL,2002-10,3659.42104,21.39135,30.93227,0.76233
