Month,District_State,MaxTemperature
2012-05,"SIMDEGA, JHARKHAND",52.41450
2012-05,"JASHPURNAGAR, CHATISGARH",52.07100
2012-05,"JAJPUR, ORISSA",51.56800
2012-05,"BARGARH, ORISSA",51.44200
2012-05,"BILASPUR, CHATISGARH",51.18600
2012-05,"GUMLA, JHARKHAND",51.13700
2005-10,"BARMER, RAJASTHAN",40.64000
2005-10,"FARIDKOT, PUNJAB",40.40500
2005-10,"FEROZEPORE, PUNJAB",40.40500
2005-10,"CHENNAI, TAMILNADU",40.34400
2005-10,"THIRUVALLUR, TAMILNADU",40.25100
2005-10,"GANGANAGAR, RAJASTHAN",39.77250
2005-10,"CUDDALORE, TAMILNADU",39.72900
2005-10,"AMRITSAR, PUNJAB",39.58400
2005-10,"BHATINDA, PUNJAB",39.39700
2005-10,"PATAN, GUJARAT",39.34500
2006-08,"GANGANAGAR, RAJASTHAN",45.54200
2006-08,"FARIDKOT, PUNJAB",45.01800
2006-08,"NALBARI, ASSAM",44.59600
2006-08,"SIRSA, HARYANA",44.08700
2006-08,"FEROZEPORE, PUNJAB",43.90200
2006-08,"DARRANG, ASSAM",43.72150
2006-08,"CHENNAI, TAMILNADU",43.66100
2006-08,"BHATINDA, PUNJAB",43.12300
2006-08,"HANUMANGARH, RAJASTHAN",43.09400
2006-08,"BARPETA, ASSAM",42.97100
2008-08,"FEROZEPORE, PUNJAB",45.09000
2008-08,"FARIDKOT, PUNJAB",44.60400
2008-08,"GANGANAGAR, RAJASTHAN",44.17800
2008-08,"BHATINDA, PUNJAB",44.11800
2008-08,"SIRSA, HARYANA",44.03300
2008-08,"HANUMANGARH, RAJASTHAN",44.03300
2008-08,"CHENNAI, TAMILNADU",43.61900
2008-08,"JAMMU, JAMMU AND KASHMIR",43.18100
2008-08,"CHURU, RAJASTHAN",42.45500
2008-08,"AMRITSAR, PUNJAB",41.80900
2009-10,"GANGANAGAR, RAJASTHAN",44.86200
2009-10,"BARMER, RAJASTHAN",44.57000
2009-10,"FEROZEPORE, PUNJAB",44.51900
2009-10,"FARIDKOT, PUNJAB",44.51900
2009-10,"PATAN, GUJARAT",43.52000
2009-10,"BANASKANTHA, GUJARAT",42.99300
2009-10,"BHATINDA, PUNJAB",42.45800
2009-10,"AMRITSAR, PUNJAB",42.43800
2009-10,"JALORE, RAJASTHAN",42.29000
2009-10,"HANUMANGARH, RAJASTHAN",41.99600
2001-04,"CHANDRAPUR, MAHARASHTRA",50.37100
2001-04,"BHANDARA, MAHARASHTRA",49.90650
2001-04,"GADCHIROLI, MAHARASHTRA",49.49750
2001-04,"JHARSUGUDA, ORISSA",49.23800
2001-04,"BARGARH, ORISSA",49.03800
2001-04,"SAMBALPUR, ORISSA",48.95800
2001-04,"BURDWAN, WEST BENGAL",48.94200
2001-04,"HARDA, MADHAYA PRADESH",48.77250
2001-04,"SONEPUR, ORISSA",48.61000
2001-04,"BALASORE, ORISSA",48.60800
2007-12,"NORTH GOA, GOA",38.16500
2007-12,"KOLLAM, KERALA",37.06500
2007-12,"TIRUNELVELI, TAMILNADU",36.17250
2007-12,"SURAT, GUJARAT",35.69400
2007-12,"DANGS, GUJARAT",35.67100
2007-12,"EAST GODAVARI, ANDHRA PRADESH",35.44800
2007-12,"MALKANGIRI, ORISSA",35.33600
2007-12,"WEST GODAVARI, ANDHRA PRADESH",35.19600
2007-12,"NANDURBAR, MAHARASHTRA",35.17050
2007-12,"DANTEWARA, CHATISGARH",35.03450
2005-11,"SURAT, GUJARAT",35.72800
2005-11,"SIVAGANGA, TAMILNADU",35.72000
2005-11,"NORTH GOA, GOA",35.69900
2005-11,"PATAN, GUJARAT",35.66000
2005-11,"RAJKOT, GUJARAT",35.65300
2005-11,"RAMANATHAPURA, TAMILNADU",35.64200
2005-11,"BANASKANTHA, GUJARAT",35.46500
2005-11,"AMRELI, GUJARAT",35.45700
2005-11,"JALORE, RAJASTHAN",35.20400
2005-11,"AHMEDABAD, GUJARAT",35.18000
2010-06,"SIDHI, MADHAYA PRADESH",52.92200
2010-06,"FARIDKOT, PUNJAB",52.27000
2010-06,"REWA, MADHAYA PRADESH",51.78800
2010-06,"FEROZEPORE, PUNJAB",51.76800
2010-06,"BHATINDA, PUNJAB",51.76500
2010-06,"AURAIYA, UTTAR PRADESH",51.66700
2010-06,"JALAUN, UTTAR PRADESH",51.60300
2010-06,"LALITPUR, UTTAR PRADESH",51.53700
2010-06,"HAMIRPUR, UTTAR PRADESH",51.50700
2010-06,"CHHATARPUR, MADHAYA PRADESH",51.43700
2005-01,"NORTH GOA, GOA",38.63100
2005-01,"HAVERI, KARNATAKA",37.25800
2005-01,"DHARWAR, KARNATAKA",37.23600
2005-01,"PALAKKAD, KERALA",36.32100
2005-01,"GADAG, KARNATAKA",35.88850
2005-01,"DAVANAGERE, KARNATAKA",35.88750
2005-01,"SANGLI, MAHARASHTRA",35.42900
2005-01,"SHIMOGA, KARNATAKA",35.42350
2005-01,"KOLHAPUR, MAHARASHTRA",35.32850
2005-01,"THRISSUR, KERALA",35.19800
2002-09,"CHENNAI, TAMILNADU",44.60000
2002-09,"GANGANAGAR, RAJASTHAN",44.54150
2002-09,"THIRUVALLUR, TAMILNADU",44.48600
2002-09,"BHATINDA, PUNJAB",44.30200
2002-09,"CUDDALORE, TAMILNADU",43.55900
2002-09,"FARIDKOT, PUNJAB",43.46800
2002-09,"FEROZEPORE, PUNJAB",43.35100
2002-09,"HANUMANGARH, RAJASTHAN",43.05600
2002-09,"BIKANER, RAJASTHAN",43.04600
2002-09,"SIVAGANGA, TAMILNADU",42.92100
2004-10,"FARIDKOT, PUNJAB",42.08100
2004-10,"FEROZEPORE, PUNJAB",41.80400
2004-10,"AMRITSAR, PUNJAB",41.77150
2004-10,"LUDHIANA, PUNJAB",41.68550
2004-10,"FIROZABAD, UTTAR PRADESH",41.15600
2004-10,"AURAIYA, UTTAR PRADESH",41.03600
2004-10,"PATIALA, PUNJAB",41.00800
2004-10,"KAITHAL, HARYANA",40.90750
2004-10,"MAINPURI, UTTAR PRADESH",40.84250
2004-10,"PANIPAT, HARYANA",40.76700
2008-05,"JHARSUGUDA, ORISSA",51.40900
2008-05,"SUNDARGARH, ORISSA",50.98900
2008-05,"KORBA, CHATISGARH",50.88150
2008-05,"BILASPUR, CHATISGARH",50.84500
2008-05,"SAMBALPUR, ORISSA",50.77400
2008-05,"JANJGIR, CHATISGARH",50.73700
2008-05,"BARGARH, ORISSA",50.58450
2008-05,"CUTTACK, ORISSA",49.67700
2008-05,"SIMDEGA, JHARKHAND",49.54400
2008-05,"DEOGARH, ORISSA",49.53100
2012-12,"DANGS, GUJARAT",36.46300
2012-12,"NANDURBAR, MAHARASHTRA",36.32750
2012-12,"JHABUA, MADHAYA PRADESH",35.28450
2012-12,"SURAT, GUJARAT",35.26300
2012-12,"BARODA, GUJARAT",35.09800
2012-12,"DHARWAR, KARNATAKA",35.04900
2012-12,"HARDA, MADHAYA PRADESH",34.98150
2012-12,"RAJKOT, GUJARAT",34.97600
2012-12,"KODAGU, KARNATAKA",34.83200
2012-12,"PALAKKAD, KERALA",34.74800
2012-07,"FARIDKOT, PUNJAB",52.21900
2012-07,"FEROZEPORE, PUNJAB",52.13300
2012-07,"BHATINDA, PUNJAB",51.93900
2012-07,"AMRITSAR, PUNJAB",50.98800
2012-07,"KATHUA, JAMMU AND KASHMIR",50.56800
2012-07,"KAPURTHALA, PUNJAB",50.49300
2012-07,"GURDASPUR, PUNJAB",50.41100
2012-07,"BIJNOR, UTTAR PRADESH",50.34600
2012-07,"SANGRUR, PUNJAB",49.93900
2012-07,"JULLUNDAR, PUNJAB",49.67150
2000-09,"GANGANAGAR, RAJASTHAN",47.38250
2000-09,"FEROZEPORE, PUNJAB",47.01100
2000-09,"AMRITSAR, PUNJAB",46.63400
2000-09,"FARIDKOT, PUNJAB",46.43700
2000-09,"SANGRUR, PUNJAB",46.30100
2000-09,"LUDHIANA, PUNJAB",45.00200
2000-09,"JIND, HARYANA",44.70300
2000-09,"PATIALA, PUNJAB",44.58050
2000-09,"BHATINDA, PUNJAB",44.38900
2000-09,"SURENDRANAGAR, GUJARAT",44.27500
2002-06,"SIMDEGA, JHARKHAND",51.75900
2002-06,"BHATINDA, PUNJAB",51.47300
2002-06,"MAHASAMUND, CHATISGARH",51.43300
2002-06,"KOWARDHA, CHATISGARH",51.32300
2002-06,"TIKAMGARH, MADHAYA PRADESH",51.11600
2002-06,"RAIGARH, CHATISGARH",51.04500
2002-06,"JALAUN, UTTAR PRADESH",51.02100
2002-06,"CHHATARPUR, MADHAYA PRADESH",50.99950
2002-06,"AMRITSAR, PUNJAB",50.99350
2002-06,"SANGRUR, PUNJAB",50.99200
2011-03,"JANJGIR, CHATISGARH",45.36400
2011-03,"NELLORE, ANDHRA PRADESH",45.03700
2011-03,"SONEPUR, ORISSA",44.85750
2011-03,"JHARSUGUDA, ORISSA",44.75500
2011-03,"SIMDEGA, JHARKHAND",44.71450
2011-03,"SAMBALPUR, ORISSA",44.69800
2011-03,"KORBA, CHATISGARH",44.62900
2011-03,"GUMLA, JHARKHAND",44.62100
2011-03,"KHAMMAM, TELANGANA",44.56600
2011-03,"CHANDRAPUR, MAHARASHTRA",44.53250
2010-07,"AMRITSAR, PUNJAB",49.97500
2010-07,"GANGANAGAR, RAJASTHAN",48.73550
2010-07,"FEROZEPORE, PUNJAB",48.64100
2010-07,"FARIDKOT, PUNJAB",48.26200
2010-07,"BHIND, MADHAYA PRADESH",48.24500
2010-07,"FIROZABAD, UTTAR PRADESH",47.78500
2010-07,"HOSHIARPUR, PUNJAB",47.57900
2010-07,"KAPURTHALA, PUNJAB",46.93100
2010-07,"GURDASPUR, PUNJAB",46.88900
2010-07,"SIRSA, HARYANA",46.72000
2006-10,"FEROZEPORE, PUNJAB",43.67200
2006-10,"FARIDKOT, PUNJAB",43.67200
2006-10,"BARMER, RAJASTHAN",43.12000
2006-10,"BHATINDA, PUNJAB",42.93800
2006-10,"GANGANAGAR, RAJASTHAN",42.60750
2006-10,"CHENNAI, TAMILNADU",42.59400
2006-10,"SANGRUR, PUNJAB",41.52100
2006-10,"NELLORE, ANDHRA PRADESH",41.27300
2006-10,"SIRSA, HARYANA",41.20500
2006-10,"HANUMANGARH, RAJASTHAN",41.20500
2005-05,"JHARSUGUDA, ORISSA",53.45200
2005-05,"SAMBALPUR, ORISSA",52.27000
2005-05,"BARGARH, ORISSA",52.17200
2005-05,"JANJGIR, CHATISGARH",52.10400
2005-05,"RAIGARH, CHATISGARH",51.82000
2005-05,"KORBA, CHATISGARH",51.60100
2005-05,"SIMDEGA, JHARKHAND",51.32100
2005-05,"SONEPUR, ORISSA",51.28150
2005-05,"DEOGARH, ORISSA",51.22900
2005-05,"SUNDARGARH, ORISSA",51.22900
2001-03,"BOLANGIR, ORISSA",47.23000
2001-03,"SONEPUR, ORISSA",46.73400
2001-03,"JANJGIR, CHATISGARH",46.44700
2001-03,"JHARSUGUDA, ORISSA",46.37900
2001-03,"SAMBALPUR, ORISSA",46.37900
2001-03,"MALKANGIRI, ORISSA",46.14800
2001-03,"BARGARH, ORISSA",45.45950
2001-03,"VILLUPURAM, TAMILNADU",45.30900
2001-03,"GONDIA, MAHARASHTRA",45.22900
2001-03,"HOWRAH, WEST BENGAL",45.04400
2007-09,"GANGANAGAR, RAJASTHAN",47.33550
2007-09,"SANGRUR, PUNJAB",46.59000
2007-09,"AMRITSAR, PUNJAB",45.64950
2007-09,"FEROZEPORE, PUNJAB",45.21000
2007-09,"FARIDKOT, PUNJAB",44.88200
2007-09,"JULLUNDAR, PUNJAB",44.56350
2007-09,"BHATINDA, PUNJAB",44.39500
2007-09,"BIKANER, RAJASTHAN",44.15500
2007-09,"SIRSA, HARYANA",44.01400
2007-09,"HANUMANGARH, RAJASTHAN",44.01400
2011-01,"KODAGU, KARNATAKA",35.83100
2011-01,"PALAKKAD, KERALA",35.66400
2011-01,"DANGS, GUJARAT",35.50200
2011-01,"SHIMOGA, KARNATAKA",35.20050
2011-01,"NILGIRIS, TAMILNADU",35.13900
2011-01,"NANDURBAR, MAHARASHTRA",34.67000
2011-01,"WAYANAD, KERALA",34.43550
2011-01,"MALKANGIRI, ORISSA",34.42200
2011-01,"BOLANGIR, ORISSA",34.20650
2011-01,"DANTEWARA, CHATISGARH",33.98350
2013-11,"DANGS, GUJARAT",36.74600
2013-11,"RAJKOT, GUJARAT",35.54300
2013-11,"BARMER, RAJASTHAN",34.85600
2013-11,"JAMNAGAR, GUJARAT",34.60600
2013-11,"SURENDRANAGAR, GUJARAT",34.41400
2013-11,"AMRELI, GUJARAT",34.03700
2013-11,"BHAVNAGAR, GUJARAT",34.01150
2013-11,"POONA, MAHARASHTRA",33.95900
2013-11,"JHABUA, MADHAYA PRADESH",33.95300
2013-11,"JALORE, RAJASTHAN",33.83350
2012-01,"DHARWAR, KARNATAKA",35.84200
2012-01,"KODAGU, KARNATAKA",35.28550
2012-01,"HAVERI, KARNATAKA",35.06700
2012-01,"BELGAUM, KARNATAKA",35.02500
2012-01,"PALAKKAD, KERALA",34.87000
2012-01,"SANGLI, MAHARASHTRA",34.79800
2012-01,"NILGIRIS, TAMILNADU",34.68750
2012-01,"GADAG, KARNATAKA",34.59400
2012-01,"WAYANAD, KERALA",34.39950
2012-01,"SHIMOGA, KARNATAKA",34.22400
2003-01,"SURAT, GUJARAT",38.91400
2003-01,"PALAKKAD, KERALA",37.80400
2003-01,"HAVERI, KARNATAKA",37.37500
2003-01,"NORTH GOA, GOA",37.23400
2003-01,"SANGLI, MAHARASHTRA",37.20700
2003-01,"DANTEWARA, CHATISGARH",36.97250
2003-01,"MALKANGIRI, ORISSA",36.83000
2003-01,"SHIMOGA, KARNATAKA",36.81800
2003-01,"KHAMMAM, TELANGANA",36.75850
2003-01,"NELLORE, ANDHRA PRADESH",36.74300
2008-06,"JANJGIR, CHATISGARH",51.35000
2008-06,"RAIGARH, CHATISGARH",50.89500
2008-06,"SUNDARGARH, ORISSA",50.08500
2008-06,"PALAMAU, JHARKHAND",49.97300
2008-06,"BHABUA, BIHAR",49.63900
2008-06,"VARANASI, UTTAR PRADESH",49.62600
2008-06,"SIMDEGA, JHARKHAND",49.49600
2008-06,"GHAZIPUR, UTTAR PRADESH",49.03000
2008-06,"BUXAR, BIHAR",48.92800
2008-06,"AURANGABAD, BIHAR",48.82200
2009-08,"AMRITSAR, PUNJAB",47.58700
2009-08,"FEROZEPORE, PUNJAB",47.15900
2009-08,"FARIDKOT, PUNJAB",47.07400
2009-08,"JAMMU, JAMMU AND KASHMIR",46.73500
2009-08,"BHATINDA, PUNJAB",45.95200
2009-08,"HISSAR, HARYANA",45.93600
2009-08,"LUDHIANA, PUNJAB",45.70450
2009-08,"SIRSA, HARYANA",45.34600
2009-08,"SANGRUR, PUNJAB",45.34600
2009-08,"HANUMANGARH, RAJASTHAN",45.34600
2000-12,"NORTH GOA, GOA",37.46600
2000-12,"SURAT, GUJARAT",36.54400
2000-12,"PALAKKAD, KERALA",35.17300
2000-12,"KAIRA/KHEDA, GUJARAT",35.11000
2000-12,"BARODA, GUJARAT",35.06750
2000-12,"KODAGU, KARNATAKA",34.89500
2000-12,"DANGS, GUJARAT",34.77500
2000-12,"PANCH-MAHALS, GUJARAT",34.56950
2000-12,"NANDURBAR, MAHARASHTRA",34.51700
2000-12,"SABARKANTHA, GUJARAT",34.25000
2008-04,"JHARSUGUDA, ORISSA",51.36800
2008-04,"SIDHI, MADHAYA PRADESH",51.33500
2008-04,"JANJGIR, CHATISGARH",51.32800
2008-04,"KORBA, CHATISGARH",51.29800
2008-04,"GONDIA, MAHARASHTRA",51.20300
2008-04,"REWA, MADHAYA PRADESH",51.16300
2008-04,"SAMBALPUR, ORISSA",50.81900
2008-04,"GADCHIROLI, MAHARASHTRA",50.74550
2008-04,"MALKANGIRI, ORISSA",50.67500
2008-04,"SUNDARGARH, ORISSA",50.67500
2001-01,"NORTH GOA, GOA",39.27500
2001-01,"PALAKKAD, KERALA",36.85100
2001-01,"GONDIA, MAHARASHTRA",36.65500
2001-01,"SURAT, GUJARAT",36.65500
2001-01,"RAJNANDGAON, CHATISGARH",36.45000
2001-01,"BARGARH, ORISSA",36.27450
2001-01,"DURG, CHATISGARH",36.13900
2001-01,"SONEPUR, ORISSA",36.01350
2001-01,"BHANDARA, MAHARASHTRA",35.86850
2001-01,"GADCHIROLI, MAHARASHTRA",35.75700
2006-02,"JHARSUGUDA, ORISSA",42.51700
2006-02,"BALASORE, ORISSA",42.12700
2006-02,"MAHASAMUND, CHATISGARH",42.10100
2006-02,"GADCHIROLI, MAHARASHTRA",42.09400
2006-02,"DANTEWARA, CHATISGARH",42.06750
2006-02,"MALKANGIRI, ORISSA",41.98400
2006-02,"RAIGARH, CHATISGARH",41.80200
2006-02,"SUNDARGARH, ORISSA",41.69800
2006-02,"CHANDRAPUR, MAHARASHTRA",41.63200
2006-02,"REWA, MADHAYA PRADESH",41.63000
2011-11,"RAJKOT, GUJARAT",38.50300
2011-11,"DANGS, GUJARAT",37.72300
2011-11,"SURENDRANAGAR, GUJARAT",37.27200
2011-11,"SURAT, GUJARAT",37.05700
2011-11,"AHMEDABAD, GUJARAT",36.68900
2011-11,"BARODA, GUJARAT",36.66900
2011-11,"KAIRA/KHEDA, GUJARAT",36.58500
2011-11,"JALORE, RAJASTHAN",36.54850
2011-11,"JHABUA, MADHAYA PRADESH",36.53150
2011-11,"BARMER, RAJASTHAN",36.50100
2012-11,"SIVAGANGA, TAMILNADU",35.74100
2012-11,"DANGS, GUJARAT",35.68800
2012-11,"THIRUVALLUR, TAMILNADU",35.50000
2012-11,"NANDURBAR, MAHARASHTRA",35.23900
2012-11,"RAJKOT, GUJARAT",35.20400
2012-11,"NELLORE, ANDHRA PRADESH",35.06700
2012-11,"JALORE, RAJASTHAN",34.99550
2012-11,"BARODA, GUJARAT",34.85400
2012-11,"BANASKANTHA, GUJARAT",34.80800
2012-11,"JAMNAGAR, GUJARAT",34.79800
2013-02,"BALASORE, ORISSA",38.51100
2013-02,"DANTEWARA, CHATISGARH",38.42000
2013-02,"MALKANGIRI, ORISSA",38.39700
2013-02,"HAVERI, KARNATAKA",38.37600
2013-02,"JAJPUR, ORISSA",38.23200
2013-02,"EAST GODAVARI, ANDHRA PRADESH",38.18200
2013-02,"BOLANGIR, ORISSA",38.08700
2013-02,"KRISHNA, ANDHRA PRADESH",37.95950
2013-02,"KHAMMAM, TELANGANA",37.92350
2013-02,"SONEPUR, ORISSA",37.92300
2000-10,"FARIDKOT, PUNJAB",44.37800
2000-10,"FEROZEPORE, PUNJAB",44.01300
2000-10,"BHATINDA, PUNJAB",43.87600
2000-10,"BANASKANTHA, GUJARAT",43.84350
2000-10,"PATAN, GUJARAT",43.40500
2000-10,"AHMEDABAD, GUJARAT",42.94000
2000-10,"BARMER, RAJASTHAN",42.92800
2000-10,"MEHSANA, GUJARAT",42.68600
2000-10,"SANGRUR, PUNJAB",42.65200
2000-10,"JALORE, RAJASTHAN",42.62650
2005-06,"JANJGIR, CHATISGARH",53.17800
2005-06,"SIMDEGA, JHARKHAND",52.75850
2005-06,"JHARSUGUDA, ORISSA",52.53600
2005-06,"SUNDARGARH, ORISSA",52.51200
2005-06,"RAIGARH, CHATISGARH",52.40000
2005-06,"SHAHUJI M NAGAR, UTTAR PRADESH",52.28600
2005-06,"JHANSI, UTTAR PRADESH",52.27350
2005-06,"HAMIRPUR, UTTAR PRADESH",52.26200
2005-06,"S.RAVIDAS NAGAR, UTTAR PRADESH",52.03800
2005-06,"KORBA, CHATISGARH",51.93900
2008-12,"NORTH GOA, GOA",37.49700
2008-12,"KOLLAM, KERALA",36.53800
2008-12,"SURAT, GUJARAT",36.47400
2008-12,"DANGS, GUJARAT",36.12500
2008-12,"RAJKOT, GUJARAT",35.53500
2008-12,"AMRELI, GUJARAT",35.53500
2008-12,"AHMEDABAD, GUJARAT",35.31850
2008-12,"BHAVNAGAR, GUJARAT",35.30500
2008-12,"MEHSANA, GUJARAT",35.19100
2008-12,"KAIRA/KHEDA, GUJARAT",35.14200
2000-03,"KORBA, CHATISGARH",44.99100
2000-03,"GONDIA, MAHARASHTRA",44.63600
2000-03,"JANJGIR, CHATISGARH",44.51600
2000-03,"JHARSUGUDA, ORISSA",44.50500
2000-03,"JASHPURNAGAR, CHATISGARH",44.39850
2000-03,"SONEPUR, ORISSA",44.11750
2000-03,"DOHAD, GUJARAT",44.10400
2000-03,"JHABUA, MADHAYA PRADESH",43.96100
2000-03,"SIMDEGA, JHARKHAND",43.89050
2000-03,"DEWAS, MADHAYA PRADESH",43.86200
2001-08,"AMRITSAR, PUNJAB",47.00550
2001-08,"FEROZEPORE, PUNJAB",46.81400
2001-08,"BHATINDA, PUNJAB",46.54500
2001-08,"FARIDKOT, PUNJAB",46.26700
2001-08,"JAMMU, JAMMU AND KASHMIR",44.99550
2001-08,"CHENNAI, TAMILNADU",44.14400
2001-08,"GANGANAGAR, RAJASTHAN",44.02900
2001-08,"SANGRUR, PUNJAB",43.99500
2001-08,"HANUMANGARH, RAJASTHAN",43.85100
2001-08,"JIND, HARYANA",43.84900
2004-06,"SIDHI, MADHAYA PRADESH",54.66000
2004-06,"REWA, MADHAYA PRADESH",53.72500
2004-06,"SATNA, MADHAYA PRADESH",52.46500
2004-06,"AMRITSAR, PUNJAB",51.22950
2004-06,"SHAHUJI M NAGAR, UTTAR PRADESH",51.11200
2004-06,"GANGANAGAR, RAJASTHAN",50.97850
2004-06,"RAE BARELI, UTTAR PRADESH",50.56250
2004-06,"UNNAO, UTTAR PRADESH",50.26000
2004-06,"LUCKNOW, UTTAR PRADESH",50.23700
2004-06,"BALRAMPUR, UTTAR PRADESH",50.08800
2007-01,"NORTH GOA, GOA",39.10100
2007-01,"SURAT, GUJARAT",37.84200
2007-01,"JHARSUGUDA, ORISSA",36.88100
2007-01,"SIMDEGA, JHARKHAND",36.74350
2007-01,"SUNDARGARH, ORISSA",36.67200
2007-01,"SAMBALPUR, ORISSA",36.45900
2007-01,"JANJGIR, CHATISGARH",36.45100
2007-01,"KOLLAM, KERALA",36.37800
2007-01,"REWA, MADHAYA PRADESH",36.28300
2007-01,"RAIGARH, CHATISGARH",36.26800
2003-05,"JHARSUGUDA, ORISSA",52.48700
2003-05,"BARGARH, ORISSA",52.23900
2003-05,"SIDHI, MADHAYA PRADESH",52.11100
2003-05,"RAIGARH, CHATISGARH",51.96200
2003-05,"BILASPUR, CHATISGARH",51.85500
2003-05,"KORBA, CHATISGARH",51.80900
2003-05,"KOWARDHA, CHATISGARH",51.70500
2003-05,"JANJGIR, CHATISGARH",51.60100
2003-05,"SUNDARGARH, ORISSA",51.50300
2003-05,"REWA, MADHAYA PRADESH",51.33700
2007-02,"NORTH GOA, GOA",39.72200
2007-02,"KHAMMAM, TELANGANA",39.07000
2007-02,"BOLANGIR, ORISSA",38.71300
2007-02,"DANTEWARA, CHATISGARH",38.53850
2007-02,"SONEPUR, ORISSA",38.45350
2007-02,"MAHASAMUND, CHATISGARH",38.19700
2007-02,"NAWAPARA, ORISSA",38.00900
2007-02,"CHITRADURGA, KARNATAKA",37.96100
2007-02,"BARGARH, ORISSA",37.77450
2007-02,"SURAT, GUJARAT",37.60800
2002-08,"BHATINDA, PUNJAB",50.99900
2002-08,"FARIDKOT, PUNJAB",50.89900
2002-08,"FEROZEPORE, PUNJAB",50.85700
2002-08,"GANGANAGAR, RAJASTHAN",50.56900
2002-08,"SANGRUR, PUNJAB",49.87600
2002-08,"AMRITSAR, PUNJAB",49.27600
2002-08,"HISSAR, HARYANA",49.25100
2002-08,"LUDHIANA, PUNJAB",49.18700
2002-08,"HANUMANGARH, RAJASTHAN",49.14500
2002-08,"SIRSA, HARYANA",48.99200
2006-11,"BARMER, RAJASTHAN",37.45900
2006-11,"JALORE, RAJASTHAN",37.06700
2006-11,"PATAN, GUJARAT",36.96100
2006-11,"BANASKANTHA, GUJARAT",36.90600
2006-11,"RAJKOT, GUJARAT",36.74100
2006-11,"KUTCH, GUJARAT",36.49400
2006-11,"SURAT, GUJARAT",36.30000
2006-11,"AMRELI, GUJARAT",36.28700
2006-11,"NALBARI, ASSAM",36.25500
2006-11,"SURENDRANAGAR, GUJARAT",36.11650
2012-06,"SIMDEGA, JHARKHAND",53.83700
2012-06,"JHARSUGUDA, ORISSA",51.09200
2012-06,"SAMBALPUR, ORISSA",50.92200
2012-06,"BHAGALPUR, BIHAR",50.77500
2012-06,"BALASORE, ORISSA",50.72900
2012-06,"UDHAMSING NAGAR, UTTARAKHAND",50.58300
2012-06,"SITAMARHI, BIHAR",50.53900
2012-06,"JAMTARA, JHARKHAND",50.52600
2012-06,"NALANDA, BIHAR",50.47100
2012-06,"BALRAMPUR, UTTAR PRADESH",50.44600
2013-07,"FEROZEPORE, PUNJAB",48.25300
2013-07,"FARIDKOT, PUNJAB",47.88200
2013-07,"GANGANAGAR, RAJASTHAN",47.85300
2013-07,"AMRITSAR, PUNJAB",46.36100
2013-07,"HANUMANGARH, RAJASTHAN",45.39100
2013-07,"JIND, HARYANA",45.31200
2013-07,"SIRSA, HARYANA",45.25200
2013-07,"SANGRUR, PUNJAB",45.21900
2013-07,"BHATINDA, PUNJAB",45.18200
2013-07,"HISSAR, HARYANA",45.00500
2003-03,"CHANDRAPUR, MAHARASHTRA",45.13350
2003-03,"SONEPUR, ORISSA",44.34900
2003-03,"GONDIA, MAHARASHTRA",44.31600
2003-03,"KHAMMAM, TELANGANA",44.26400
2003-03,"JANJGIR, CHATISGARH",44.25300
2003-03,"BHANDARA, MAHARASHTRA",44.19000
2003-03,"DURG, CHATISGARH",44.02600
2003-03,"SIDHI, MADHAYA PRADESH",44.00500
2003-03,"MANDLA, MADHAYA PRADESH",43.98450
2003-03,"DAMOH, MADHAYA PRADESH",43.86350
2009-11,"RAJKOT, GUJARAT",38.66500
2009-11,"PATAN, GUJARAT",38.54200
2009-11,"SURENDRANAGAR, GUJARAT",38.07950
2009-11,"BARMER, RAJASTHAN",38.05300
2009-11,"BANASKANTHA, GUJARAT",37.89200
2009-11,"MEHSANA, GUJARAT",37.60600
2009-11,"AMRELI, GUJARAT",37.24400
2009-11,"JALORE, RAJASTHAN",37.18650
2009-11,"AHMEDABAD, GUJARAT",37.16800
2009-11,"SURAT, GUJARAT",37.16500
2000-04,"SAMBALPUR, ORISSA",51.89500
2000-04,"JHARSUGUDA, ORISSA",51.89500
2000-04,"KORBA, CHATISGARH",51.04050
2000-04,"SUNDARGARH, ORISSA",50.63700
2000-04,"DEOGARH, ORISSA",50.60300
2000-04,"JANJGIR, CHATISGARH",50.29600
2000-04,"KHAMMAM, TELANGANA",50.14000
2000-04,"HAMIRPUR, UTTAR PRADESH",50.12500
2000-04,"JHANSI, UTTAR PRADESH",49.83650
2000-04,"THIRUVALLUR, TAMILNADU",49.60400
2000-11,"SURAT, GUJARAT",40.14200
2000-11,"SABARKANTHA, GUJARAT",38.13250
2000-11,"KAIRA/KHEDA, GUJARAT",38.05300
2000-11,"MEHSANA, GUJARAT",37.83200
2000-11,"BARODA, GUJARAT",37.81600
2000-11,"JHABUA, MADHAYA PRADESH",37.78400
2000-11,"MAHASAMUND, CHATISGARH",37.75900
2000-11,"DUNGARPUR, RAJASTHAN",37.73700
2000-11,"BANASKANTHA, GUJARAT",37.73400
2000-11,"PANCH-MAHALS, GUJARAT",37.69450
2006-01,"NORTH GOA, GOA",38.68100
2006-01,"PALAKKAD, KERALA",37.06900
2006-01,"SURAT, GUJARAT",36.35400
2006-01,"EAST GODAVARI, ANDHRA PRADESH",36.30900
2006-01,"SHIMOGA, KARNATAKA",36.22000
2006-01,"KODAGU, KARNATAKA",36.05200
