Month,District_State,TotalPrecipitation
2012-04,"DIBANG VALLEY, ARUNACHAL PRADESH",685.21296
2012-04,"KARIMGANJ, ASSAM",664.54760
2012-04,"PHEK, NAGALAND",626.78894
2012-04,"HAILAKANDI, ASSAM",543.18809
2012-04,"EAST SIANG, ARUNACHAL PRADESH",542.31950
2012-04,"BARAMULLA, JAMMU AND KASHMIR",529.19090
2012-04,"SENAPATI, MANIPUR",512.53968
2012-04,"KARBI ANGLONG, ASSAM",507.30997
2012-04,"NORTH TRIPURA, TRIPURA",503.08542
2003-12,"PULWAMA, JAMMU AND KASHMIR",202.27544
2003-12,"BARAMULLA, JAMMU AND KASHMIR",170.43740
2003-12,"BADGAM, JAMMU AND KASHMIR",158.80909
2003-12,"EAST GODAVARI, ANDHRA PRADESH",127.32850
2003-12,"BAY ISLANDS, ANDAMAN AND NICOBAR ISLANDS",104.84526
2003-12,"SRINAGAR, JAMMU AND KASHMIR",102.15054
2003-12,"VISAKHAPATNAM, ANDHRA PRADESH",99.78318
2003-12,"CUTTACK, ORISSA",94.10016
2003-12,"JAJPUR, ORISSA",91.67548
2003-12,"KANCHEEPURAM, TAMILNADU",89.39586
2010-01,"BAY ISLANDS, ANDAMAN AND NICOBAR ISLANDS",158.12097
2010-01,"PULWAMA, JAMMU AND KASHMIR",134.80396
2010-01,"BARAMULLA, JAMMU AND KASHMIR",128.00271
2010-01,"BADGAM, JAMMU AND KASHMIR",125.48104
2010-01,"SRINAGAR, JAMMU AND KASHMIR",84.92146
2010-01,"THIRUVANANTHAP, KERALA",72.62420
2010-01,"KUPWARA, JAMMU AND KASHMIR",70.00692
2010-01,"ALAPPUZHA, KERALA",69.47136
2010-01,"THENI, TAMILNADU",66.84065
2010-01,"KASARGOD, KERALA",65.98434
2010-09,"ALMORA, UTTARAKHAND",1062.38320
2010-09,"KISHANGANJ, BIHAR",952.55832
2010-09,"LAKHIMPUR, ASSAM",823.53575
2010-09,"MORIGAON, ASSAM",823.09914
2010-09,"PAPAMPARE, ARUNACHAL PRADESH",819.92679
2010-09,"MON, NAGALAND",798.48117
2010-09,"GOLAGHAT, ASSAM",790.81824
2010-09,"DEHRA DUN, UTTARAKHAND",762.79450
2010-09,"THRISSUR, KERALA",760.43295
2010-09,"GARWAL PAURI, UTTARAKHAND",738.14063
2012-05,"GOLAGHAT, ASSAM",813.45178
2012-05,"EAST SIANG, ARUNACHAL PRADESH",718.84060
2012-05,"DIBANG VALLEY, ARUNACHAL PRADESH",705.95141
2012-05,"KARBI ANGLONG, ASSAM",604.23779
2012-05,"WEST KAMENG, ARUNACHAL PRADESH",589.30263
2012-05,"N.C.HILLS, ASSAM",568.76047
2012-05,"SONITPUR, ASSAM",533.51883
2012-05,"NALBARI, ASSAM",514.45719
2012-05,"JORHAT, ASSAM",503.92741
2012-05,"IDUKKI, KERALA",471.47915
2005-10,"BANGALORE URBA, KARNATAKA",635.07939
2005-10,"NILGIRIS, TAMILNADU",619.97656
2005-10,"SALEM, TAMILNADU",612.91350
2005-10,"BANGALORE RURAL, KARNATAKA",608.87721
2005-10,"PURI, ORISSA",565.49550
2005-10,"SHIMOGA, KARNATAKA",560.68452
2005-10,"KARUR, TAMILNADU",557.90059
2005-10,"KOLAR, KARNATAKA",550.66823
2005-10,"WAYANAD, KERALA",548.83485
2005-10,"DINDIGUL, TAMILNADU",539.72998
2006-08,"BADGAM, JAMMU AND KASHMIR",1341.02483
2006-08,"RATNAGIRI, MAHARASHTRA",1235.55730
2006-08,"SOUTH GOA, GOA",1129.63912
2006-08,"KOLABA/RAIGARH, MAHARASHTRA",1077.69090
2006-08,"SINDHUDURG, MAHARASHTRA",1065.72874
2006-08,"NORTH GOA, GOA",1063.62291
2006-08,"THANA, MAHARASHTRA",1060.90584
2006-08,"KANARA NORTH, KARNATAKA",1014.84832
2006-08,"MUMBAI CITY, MAHARASHTRA",1013.28515
2006-08,"PULWAMA, JAMMU AND KASHMIR",993.84646
2008-08,"PAPAMPARE, ARUNACHAL PRADESH",1407.07214
2008-08,"JAINTIA HILLS, MEGHALAYA",1327.22833
2008-08,"COOCH BEHAR, WEST BENGAL",1204.59960
2008-08,"UPPER SUBANSIRI, ARUNACHAL PRADESH",1191.48287
2008-08,"CHAMPARAN.WEST, BIHAR",1188.48131
2008-08,"LAKHIMPUR, ASSAM",1105.46301
2008-08,"KISHANGANJ, BIHAR",1103.00069
2008-08,"ALMORA, UTTARAKHAND",1099.84029
2008-08,"MORIGAON, ASSAM",1054.20790
2008-08,"SOUTH GOA, GOA",1043.45060
2009-10,"MON, NAGALAND",453.06591
2009-10,"SENAPATI, MANIPUR",442.47437
2009-10,"SHIMOGA, KARNATAKA",418.07441
2009-10,"PHEK, NAGALAND",412.04048
2009-10,"LAKHIMPUR, ASSAM",370.60090
2009-10,"UPPER SUBANSIRI, ARUNACHAL PRADESH",365.96151
2009-10,"ALMORA, UTTARAKHAND",365.23874
2009-10,"NORTH TRIPURA, TRIPURA",354.53998
2009-10,"NILGIRIS, TAMILNADU",341.09673
2009-10,"WAYANAD, KERALA",340.97955
2001-04,"THENI, TAMILNADU",519.13359
2001-04,"DINDIGUL, TAMILNADU",415.43832
2001-04,"TIRUNELVELI, TAMILNADU",396.96178
2001-04,"UPPER SUBANSIRI, ARUNACHAL PRADESH",382.66667
2001-04,"GOLAGHAT, ASSAM",373.13523
2001-04,"KANNIYAKUMARI, TAMILNADU",355.82825
2001-04,"NILGIRIS, TAMILNADU",348.02842
2001-04,"KOLLAM, KERALA",341.85275
2001-04,"LAKHIMPUR, ASSAM",340.08549
2001-04,"PAPAMPARE, ARUNACHAL PRADESH",326.72993
2007-12,"BAY ISLANDS, ANDAMAN AND NICOBAR ISLANDS",331.81470
2007-12,"PUDUCHERRY, PUDUCHERRY",308.14976
2007-12,"CUDDALORE, TAMILNADU",287.78401
2007-12,"KANCHEEPURAM, TAMILNADU",278.07794
2007-12,"NAGAPATTINAM, TAMILNADU",274.48399
2007-12,"VILLUPURAM, TAMILNADU",271.15530
2007-12,"THIRUVARUR, TAMILNADU",264.55039
2007-12,"TANJAVUR, TAMILNADU",263.50353
2007-12,"KARUR, TAMILNADU",255.91993
2007-12,"PUDUKOTTAI, TAMILNADU",246.58964
2005-11,"THENI, TAMILNADU",726.14569
2005-11,"KANNIYAKUMARI, TAMILNADU",715.89590
2005-11,"THIRUVANANTHAP, KERALA",694.25909
2005-11,"KARUR, TAMILNADU",672.67021
2005-11,"TIRUNELVELI, TAMILNADU",647.14757
2005-11,"BAY ISLANDS, ANDAMAN AND NICOBAR ISLANDS",634.41316
2005-11,"ALAPPUZHA, KERALA",633.85170
2005-11,"PATHANAMTHITTA, KERALA",627.11523
2005-11,"KOLLAM, KERALA",623.84195
2005-11,"THOOTHUKUDI, TAMILNADU",607.79299
2010-06,"MON, NAGALAND",1307.65703
2010-06,"JAINTIA HILLS, MEGHALAYA",1248.32153
2010-06,"LAKSHADWEEP, LAKSHADWEEP",1206.82447
2010-06,"LAKHIMPUR, ASSAM",1105.17796
2010-06,"KARBI ANGLONG, ASSAM",1062.23215
2010-06,"KASARGOD, KERALA",1047.04880
2010-06,"GOLAGHAT, ASSAM",1046.15030
2010-06,"PAPAMPARE, ARUNACHAL PRADESH",1034.87612
2010-06,"SOUTH GOA, GOA",1008.35604
2010-06,"THRISSUR, KERALA",988.24448
2005-01,"PULWAMA, JAMMU AND KASHMIR",328.91527
2005-01,"BADGAM, JAMMU AND KASHMIR",300.28038
2005-01,"BARAMULLA, JAMMU AND KASHMIR",279.59519
2005-01,"SRINAGAR, JAMMU AND KASHMIR",201.08700
2005-01,"BAY ISLANDS, ANDAMAN AND NICOBAR ISLANDS",186.14397
2005-01,"KUPWARA, JAMMU AND KASHMIR",150.71527
2005-01,"ANANTNAG, JAMMU AND KASHMIR",148.11975
2005-01,"DODA, JAMMU AND KASHMIR",146.43290
2005-01,"RAJNANDGAON, CHATISGARH",130.15024
2005-01,"DURG, CHATISGARH",123.43883
2002-09,"NORTH TRIPURA, TRIPURA",1041.79739
2002-09,"COOCH BEHAR, WEST BENGAL",840.67237
2002-09,"HAILAKANDI, ASSAM",727.99358
2002-09,"UPPER SUBANSIRI, ARUNACHAL PRADESH",726.70015
2002-09,"MON, NAGALAND",724.74570
2002-09,"ALMORA, UTTARAKHAND",713.38864
2002-09,"GOLAGHAT, ASSAM",685.81293
2002-09,"KISHANGANJ, BIHAR",680.34260
2002-09,"KARBI ANGLONG, ASSAM",670.71058
2002-09,"SENAPATI, MANIPUR",632.48382
2004-10,"KARUR, TAMILNADU",687.19685
2004-10,"DINDIGUL, TAMILNADU",655.93745
2004-10,"THENI, TAMILNADU",642.32923
2004-10,"PUDUKOTTAI, TAMILNADU",612.28762
2004-10,"TANJAVUR, TAMILNADU",584.59485
2004-10,"KANCHEEPURAM, TAMILNADU",581.44418
2004-10,"TIRUCHIRAPALLI, TAMILNADU",568.38769
2004-10,"PERAMBALUR, TAMILNADU",566.38535
2004-10,"DHARMAPURI, TAMILNADU",561.32098
2004-10,"CHENNAI, TAMILNADU",556.58366
2008-05,"UPPER SUBANSIRI, ARUNACHAL PRADESH",671.85682
2008-05,"MON, NAGALAND",627.06362
2008-05,"ETAWAH, UTTAR PRADESH",546.15953
2008-05,"NORTH TRIPURA, TRIPURA",545.31500
2008-05,"DINAJPUR SOUTH, WEST BENGAL",542.26797
2008-05,"KANPUR DEHAT, UTTAR PRADESH",537.45544
2008-05,"VAISHALI, BIHAR",535.91393
2008-05,"NADIA, WEST BENGAL",535.30368
2008-05,"SIDDHARTHNAGAR, UTTAR PRADESH",533.89519
2008-05,"KARNAL, HARYANA",533.74670
2012-12,"BAY ISLANDS, ANDAMAN AND NICOBAR ISLANDS",306.22699
2012-12,"UPPER SIANG, ARUNACHAL PRADESH",245.92211
2012-12,"DIBANG VALLEY, ARUNACHAL PRADESH",228.23323
2012-12,"WEST KAMENG, ARUNACHAL PRADESH",207.74459
2012-12,"EAST SIANG, ARUNACHAL PRADESH",207.52140
2012-12,"PULWAMA, JAMMU AND KASHMIR",173.76423
2012-12,"UPPER SUBANSIRI, ARUNACHAL PRADESH",173.53422
2012-12,"RAMANATHAPURA, TAMILNADU",167.87316
2012-12,"GARWAL TEHRI, UTTARAKHAND",166.15965
2012-12,"SRINAGAR, JAMMU AND KASHMIR",162.61312
2012-07,"GOLAGHAT, ASSAM",2425.73146
2012-07,"WEST KAMENG, ARUNACHAL PRADESH",2333.63223
2012-07,"PAPAMPARE, ARUNACHAL PRADESH",1905.81028
2012-07,"KARIMGANJ, ASSAM",1890.18240
2012-07,"LAKHIMPUR, ASSAM",1799.43469
2012-07,"GOALPARA, ASSAM",1770.40222
2012-07,"DHUBRI, ASSAM",1723.10945
2012-07,"RATNAGIRI, MAHARASHTRA",1677.02041
2012-07,"KOKRAJHAR, ASSAM",1670.46084
2012-07,"KARBI ANGLONG, ASSAM",1669.55112
2000-09,"NORTH TRIPURA, TRIPURA",1006.61713
2000-09,"COOCH BEHAR, WEST BENGAL",896.70861
2000-09,"WAYANAD, KERALA",811.51929
2000-09,"NILGIRIS, TAMILNADU",810.73032
2000-09,"WEST GARO HILLS, MEGHALAYA",757.38206
2000-09,"HAILAKANDI, ASSAM",751.97511
2000-09,"MORIGAON, ASSAM",741.38397
2000-09,"JAINTIA HILLS, MEGHALAYA",729.86381
2000-09,"DINAJPUR SOUTH, WEST BENGAL",724.02216
2000-09,"MALDA, WEST BENGAL",723.67112
2002-06,"SOUTH GOA, GOA",1383.51161
2002-06,"GOALPARA, ASSAM",1215.19741
2002-06,"SINDHUDURG, MAHARASHTRA",1117.00352
2002-06,"KASARGOD, KERALA",1089.72586
2002-06,"LAKHIMPUR, ASSAM",1081.94679
2002-06,"PAPAMPARE, ARUNACHAL PRADESH",1077.76921
2002-06,"UPPER SUBANSIRI, ARUNACHAL PRADESH",1034.19806
2002-06,"KANARA NORTH, KARNATAKA",1024.17178
2002-06,"NORTH GOA, GOA",1020.45815
2002-06,"RATNAGIRI, MAHARASHTRA",953.97101
2011-03,"DIBANG VALLEY, ARUNACHAL PRADESH",571.18611
2011-03,"EAST SIANG, ARUNACHAL PRADESH",438.78538
2011-03,"UPPER SUBANSIRI, ARUNACHAL PRADESH",407.57904
2011-03,"UPPER SIANG, ARUNACHAL PRADESH",406.32334
2011-03,"GOLAGHAT, ASSAM",297.90639
2011-03,"PHEK, NAGALAND",289.68200
2011-03,"JORHAT, ASSAM",278.41071
2011-03,"KARBI ANGLONG, ASSAM",265.65803
2011-03,"PULWAMA, JAMMU AND KASHMIR",249.58195
2011-03,"KARGIL, JAMMU AND KASHMIR",245.79334
2010-07,"SOUTH GOA, GOA",1595.83100
2010-07,"MUMBAI CITY, MAHARASHTRA",1540.93900
2010-07,"DAMAN, DAMAN AND DIU",1511.48530
2010-07,"PAPAMPARE, ARUNACHAL PRADESH",1364.74217
2010-07,"ALMORA, UTTARAKHAND",1312.86281
2010-07,"KASARGOD, KERALA",1312.21907
2010-07,"KOLABA/RAIGARH, MAHARASHTRA",1268.14830
2010-07,"SINDHUDURG, MAHARASHTRA",1259.17654
2010-07,"RATNAGIRI, MAHARASHTRA",1231.18064
2010-07,"THANA, MAHARASHTRA",1230.03681
2006-10,"DINDIGUL, TAMILNADU",984.90525
2006-10,"THENI, TAMILNADU",929.11619
2006-10,"KARUR, TAMILNADU",851.35711
2006-10,"ALAPPUZHA, KERALA",849.31205
2006-10,"THRISSUR, KERALA",775.01805
2006-10,"THIRUVANANTHAP, KERALA",769.93075
2006-10,"IDUKKI, KERALA",746.52254
2006-10,"ERNAKULAM, KERALA",745.62840
2006-10,"KOLLAM, KERALA",740.04704
2006-10,"KOTTAYAM, KERALA",739.66541
2005-05,"THENI, TAMILNADU",437.01061
2005-05,"UPPER SUBANSIRI, ARUNACHAL PRADESH",410.55481
2005-05,"EAST KHASI HILLS, MEGHALAYA",376.47722
2005-05,"DUMKA, JHARKHAND",370.86020
2005-05,"DINAJPUR SOUTH, WEST BENGAL",363.27107
2005-05,"NADIA, WEST BENGAL",357.87146
2005-05,"HAMIRPUR, HIMACHAL PRADESH",352.31692
2005-05,"VAISHALI, BIHAR",350.89085
2005-05,"ROOPNAGAR, PUNJAB",350.18360
2005-05,"RUDRAPRAYAG, UTTARAKHAND",350.06945
2001-03,"PULWAMA, JAMMU AND KASHMIR",203.46507
2001-03,"BARAMULLA, JAMMU AND KASHMIR",180.39895
2001-03,"BADGAM, JAMMU AND KASHMIR",177.65326
2001-03,"UPPER SUBANSIRI, ARUNACHAL PRADESH",146.22030
2001-03,"DIBANG VALLEY, ARUNACHAL PRADESH",139.08692
2001-03,"NORTH TRIPURA, TRIPURA",130.38283
2001-03,"UPPER SIANG, ARUNACHAL PRADESH",113.12484
2001-03,"HAILAKANDI, ASSAM",109.48605
2001-03,"SRINAGAR, JAMMU AND KASHMIR",95.93412
2001-03,"KULU, HIMACHAL PRADESH",93.96687
2007-09,"THRISSUR, KERALA",988.14856
2007-09,"LAKHIMPUR, ASSAM",976.28978
2007-09,"PAPAMPARE, ARUNACHAL PRADESH",948.77764
2007-09,"KASARGOD, KERALA",942.08307
2007-09,"ALAPPUZHA, KERALA",920.13587
2007-09,"PATHANAMTHITTA, KERALA",919.46940
2007-09,"KOTTAYAM, KERALA",917.92287
2007-09,"KANNUR, KERALA",878.06593
2007-09,"GOLAGHAT, ASSAM",822.56518
2007-09,"COOCH BEHAR, WEST BENGAL",815.64906
2011-01,"BAY ISLANDS, ANDAMAN AND NICOBAR ISLANDS",324.95377
2011-01,"DIBANG VALLEY, ARUNACHAL PRADESH",209.54449
2011-01,"UPPER SIANG, ARUNACHAL PRADESH",197.32136
2011-01,"UPPER SUBANSIRI, ARUNACHAL PRADESH",188.05854
2011-01,"EAST SIANG, ARUNACHAL PRADESH",150.33933
2011-01,"JORHAT, ASSAM",118.93730
2011-01,"THENI, TAMILNADU",98.97437
2011-01,"PULWAMA, JAMMU AND KASHMIR",96.70028
2011-01,"WEST KAMENG, ARUNACHAL PRADESH",95.62569
2011-01,"KARGIL, JAMMU AND KASHMIR",94.29532
2013-11,"THENI, TAMILNADU",341.48898
2013-11,"DINDIGUL, TAMILNADU",299.57420
2013-11,"IDUKKI, KERALA",296.69674
2013-11,"ERNAKULAM, KERALA",283.12153
2013-11,"KARUR, TAMILNADU",268.01721
2013-11,"BAY ISLANDS, ANDAMAN AND NICOBAR ISLANDS",262.95838
2013-11,"VIRUDHUNAGAR, TAMILNADU",259.95756
2013-11,"TIRUNELVELI, TAMILNADU",248.80342
2013-11,"KOTTAYAM, KERALA",245.22172
2013-11,"SIVAGANGA, TAMILNADU",238.62018
2012-01,"PULWAMA, JAMMU AND KASHMIR",205.44092
2012-01,"UPPER SIANG, ARUNACHAL PRADESH",188.36660
2012-01,"GUMLA, JHARKHAND",168.14921
2012-01,"SIMDEGA, JHARKHAND",167.18270
2012-01,"UPPER SUBANSIRI, ARUNACHAL PRADESH",163.66712
2012-01,"ANANTNAG, JAMMU AND KASHMIR",149.73849
2012-01,"DIBANG VALLEY, ARUNACHAL PRADESH",147.20995
2012-01,"BARAMULLA, JAMMU AND KASHMIR",145.88126
2012-01,"PHEK, NAGALAND",145.79716
2012-01,"DODA, JAMMU AND KASHMIR",133.68414
2003-01,"BAY ISLANDS, ANDAMAN AND NICOBAR ISLANDS",199.56420
2003-01,"THIRUVARUR, TAMILNADU",180.83241
2003-01,"PULWAMA, JAMMU AND KASHMIR",172.67074
2003-01,"TANJAVUR, TAMILNADU",136.66795
2003-01,"NAGAPATTINAM, TAMILNADU",133.18121
2003-01,"BADGAM, JAMMU AND KASHMIR",130.60682
2003-01,"ANANTNAG, JAMMU AND KASHMIR",113.37662
2003-01,"BARAMULLA, JAMMU AND KASHMIR",101.43470
2003-01,"PUDUKOTTAI, TAMILNADU",99.94257
2003-01,"SRINAGAR, JAMMU AND KASHMIR",99.24431
2008-06,"SOUTH GOA, GOA",1358.28957
2008-06,"KASARGOD, KERALA",1107.92027
2008-06,"PAPAMPARE, ARUNACHAL PRADESH",1087.49192
2008-06,"MON, NAGALAND",1061.61400
2008-06,"MUMBAI CITY, MAHARASHTRA",1059.98496
2008-06,"PANNA, MADHAYA PRADESH",1051.62846
2008-06,"LAKHIMPUR, ASSAM",1051.00026
2008-06,"SINDHUDURG, MAHARASHTRA",1043.48546
2008-06,"LALITPUR, UTTAR PRADESH",1040.17779
2008-06,"LAKSHADWEEP, LAKSHADWEEP",1019.97929
2009-08,"PAPAMPARE, ARUNACHAL PRADESH",1424.88372
2009-08,"COOCH BEHAR, WEST BENGAL",1382.56162
2009-08,"MON, NAGALAND",1301.35440
2009-08,"DHUBRI, ASSAM",1231.31071
2009-08,"CHAMPARAN.WEST, BIHAR",1095.54748
2009-08,"LAKHIMPUR, ASSAM",1076.98773
2009-08,"GOLAGHAT, ASSAM",1068.25175
2009-08,"ALMORA, UTTARAKHAND",1058.73520
2009-08,"KARBI ANGLONG, ASSAM",1056.09130
2009-08,"JAINTIA HILLS, MEGHALAYA",1040.56080
2000-12,"BAY ISLANDS, ANDAMAN AND NICOBAR ISLANDS",338.87747
2000-12,"THIRUVARUR, TAMILNADU",239.94481
2000-12,"RAMANATHAPURA, TAMILNADU",239.28257
2000-12,"NAGAPATTINAM, TAMILNADU",224.79856
2000-12,"TANJAVUR, TAMILNADU",201.75904
2000-12,"PUDUCHERRY, PUDUCHERRY",186.45171
2000-12,"PUDUKOTTAI, TAMILNADU",180.31956
2000-12,"SIVAGANGA, TAMILNADU",163.26886
2000-12,"CUDDALORE, TAMILNADU",154.78192
2000-12,"PERAMBALUR, TAMILNADU",144.79079
2008-04,"PULWAMA, JAMMU AND KASHMIR",522.53972
2008-04,"BADGAM, JAMMU AND KASHMIR",485.76230
2008-04,"SRINAGAR, JAMMU AND KASHMIR",349.81132
2008-04,"UPPER SUBANSIRI, ARUNACHAL PRADESH",341.61898
2008-04,"THENI, TAMILNADU",278.76587
2008-04,"BARAMULLA, JAMMU AND KASHMIR",278.51972
2008-04,"KANNIYAKUMARI, TAMILNADU",274.70687
2008-04,"HAMIRPUR, HIMACHAL PRADESH",274.25141
2008-04,"GARWAL TEHRI, UTTARAKHAND",270.51133
2008-04,"GANDHINAGAR, GUJARAT",268.11065
2001-01,"BAY ISLANDS, ANDAMAN AND NICOBAR ISLANDS",144.75408
2001-01,"GARWAL TEHRI, UTTARAKHAND",129.76057
2001-01,"THOOTHUKUDI, TAMILNADU",129.44628
2001-01,"RAMANATHAPURA, TAMILNADU",129.13330
2001-01,"KARNAL, HARYANA",127.79333
2001-01,"HAMIRPUR, HIMACHAL PRADESH",126.54879
2001-01,"ROOPNAGAR, PUNJAB",126.26168
2001-01,"BOKARO, JHARKHAND",124.15840
2001-01,"DUMKA, JHARKHAND",123.07951
2001-01,"VAISHALI, BIHAR",122.62890
2006-02,"PULWAMA, JAMMU AND KASHMIR",362.53639
2006-02,"BARAMULLA, JAMMU AND KASHMIR",283.43177
2006-02,"BADGAM, JAMMU AND KASHMIR",269.06851
2006-02,"ANANTNAG, JAMMU AND KASHMIR",184.21826
2006-02,"SRINAGAR, JAMMU AND KASHMIR",157.89744
2006-02,"KUPWARA, JAMMU AND KASHMIR",149.20808
2006-02,"DIBANG VALLEY, ARUNACHAL PRADESH",137.82134
2006-02,"UPPER SUBANSIRI, ARUNACHAL PRADESH",136.96991
2006-02,"LADAKH, LADAKH",124.67100
2006-02,"KARGIL, JAMMU AND KASHMIR",123.39792
2011-11,"BAY ISLANDS, ANDAMAN AND NICOBAR ISLANDS",500.76223
2011-11,"THENI, TAMILNADU",393.87876
2011-11,"THIRUVARUR, TAMILNADU",372.63651
2011-11,"CHENNAI, TAMILNADU",370.19295
2011-11,"KARUR, TAMILNADU",341.03569
2011-11,"TANJAVUR, TAMILNADU",340.92551
2011-11,"DINDIGUL, TAMILNADU",340.44614
2011-11,"RAMANATHAPURA, TAMILNADU",333.77427
2011-11,"NAGAPATTINAM, TAMILNADU",330.73426
2011-11,"IDUKKI, KERALA",329.18943
2012-11,"SRIKAKULAM, ANDHRA PRADESH",355.05972
2012-11,"VIZIANAGARAM, ANDHRA PRADESH",303.43862
2012-11,"CHURACHANDPUR, MANIPUR",289.74725
2012-11,"THENI, TAMILNADU",272.80165
2012-11,"ERNAKULAM, KERALA",269.91348
2012-11,"MALKANGIRI, ORISSA",269.32470
2012-11,"GANJAM, ORISSA",268.99909
2012-11,"VISAKHAPATNAM, ANDHRA PRADESH",268.15765
2012-11,"GAJAPATI, ORISSA",266.84076
2012-11,"CACHAR, ASSAM",261.71953
2013-02,"PULWAMA, JAMMU AND KASHMIR",515.10948
2013-02,"BARAMULLA, JAMMU AND KASHMIR",422.65955
2013-02,"ANANTNAG, JAMMU AND KASHMIR",373.59006
2013-02,"DINDIGUL, TAMILNADU",312.75974
2013-02,"DODA, JAMMU AND KASHMIR",312.47492
2013-02,"LAHUL AND SPITI, HIMACHAL PRADESH",292.63931
2013-02,"KINNAUR, HIMACHAL PRADESH",279.82352
2013-02,"KULU, HIMACHAL PRADESH",273.09123
2013-02,"SIMLA/MAHASU, HIMACHAL PRADESH",271.62566
2013-02,"KARGIL, JAMMU AND KASHMIR",252.50872
2000-10,"NILGIRIS, TAMILNADU",693.34525
2000-10,"WAYANAD, KERALA",663.77846
2000-10,"ALAPPUZHA, KERALA",650.94398
2000-10,"SENAPATI, MANIPUR",584.56360
2000-10,"PHEK, NAGALAND",571.56020
2000-10,"LAKSHADWEEP, LAKSHADWEEP",562.34754
2000-10,"THRISSUR, KERALA",548.81131
2000-10,"MON, NAGALAND",537.84433
2000-10,"KODAGU, KARNATAKA",528.28327
2000-10,"KASARGOD, KERALA",524.62121
2005-06,"SOUTH GOA, GOA",1122.75204
2005-06,"KASARGOD, KERALA",1080.29305
2005-06,"THRISSUR, KERALA",1064.23607
2005-06,"LAKSHADWEEP, LAKSHADWEEP",993.32892
2005-06,"SINDHUDURG, MAHARASHTRA",992.42735
2005-06,"KANARA NORTH, KARNATAKA",941.47588
2005-06,"KANARA SOUTH, KARNATAKA",846.02237
2005-06,"KANNUR, KERALA",845.25090
2005-06,"UDUPI, KARNATAKA",824.54711
2005-06,"MALAPPURAM, KERALA",812.70620
2008-12,"PULWAMA, JAMMU AND KASHMIR",260.65919
2008-12,"BARAMULLA, JAMMU AND KASHMIR",255.01503
2008-12,"SRINAGAR, JAMMU AND KASHMIR",233.10127
2008-12,"LAKSHADWEEP, LAKSHADWEEP",230.45539
2008-12,"BAY ISLANDS, ANDAMAN AND NICOBAR ISLANDS",214.11911
2008-12,"BADGAM, JAMMU AND KASHMIR",209.00114
2008-12,"THOOTHUKUDI, TAMILNADU",198.56874
2008-12,"KANNIYAKUMARI, TAMILNADU",186.52495
2008-12,"RAMANATHAPURA, TAMILNADU",182.57356
2008-12,"CUDDALORE, TAMILNADU",174.55154
2000-03,"PULWAMA, JAMMU AND KASHMIR",159.14040
2000-03,"PHEK, NAGALAND",135.78072
2000-03,"UPPER SUBANSIRI, ARUNACHAL PRADESH",134.50958
2000-03,"BADGAM, JAMMU AND KASHMIR",118.59054
2000-03,"KARGIL, JAMMU AND KASHMIR",114.52388
2000-03,"SENAPATI, MANIPUR",109.64354
2000-03,"BARAMULLA, JAMMU AND KASHMIR",107.87459
2000-03,"LADAKH, LADAKH",103.88218
2000-03,"UPPER SIANG, ARUNACHAL PRADESH",96.28959
2000-03,"DIBANG VALLEY, ARUNACHAL PRADESH",89.85615
2001-08,"PAPAMPARE, ARUNACHAL PRADESH",1122.78217
2001-08,"KASARGOD, KERALA",1045.99320
2001-08,"RATNAGIRI, MAHARASHTRA",1005.74029
2001-08,"KANNUR, KERALA",1001.46990
2001-08,"SOUTH GOA, GOA",977.07676
2001-08,"COOCH BEHAR, WEST BENGAL",964.05200
2001-08,"KANARA SOUTH, KARNATAKA",948.60432
2001-08,"SHIMOGA, KARNATAKA",946.50382
2001-08,"NORTH GOA, GOA",945.76923
2001-08,"KODAGU, KARNATAKA",935.12484
2004-06,"KASARGOD, KERALA",1256.57951
2004-06,"MON, NAGALAND",1122.13839
2004-06,"SOUTH GOA, GOA",1091.93637
2004-06,"MORIGAON, ASSAM",1053.35041
2004-06,"KANARA SOUTH, KARNATAKA",1052.01278
2004-06,"SINDHUDURG, MAHARASHTRA",1050.72839
2004-06,"KANNUR, KERALA",992.73259
2004-06,"PAPAMPARE, ARUNACHAL PRADESH",983.25400
2004-06,"NORTH GOA, GOA",982.33049
2004-06,"UDUPI, KARNATAKA",979.00991
2007-01,"PULWAMA, JAMMU AND KASHMIR",110.73018
2007-01,"BAY ISLANDS, ANDAMAN AND NICOBAR ISLANDS",101.87158
2007-01,"SRINAGAR, JAMMU AND KASHMIR",101.58007
2007-01,"THOOTHUKUDI, TAMILNADU",98.68683
2007-01,"BADGAM, JAMMU AND KASHMIR",97.18179
2007-01,"KARNAL, HARYANA",94.82321
2007-01,"GANDHINAGAR, GUJARAT",94.62837
2007-01,"ANAND, GUJARAT",94.48718
2007-01,"GARWAL TEHRI, UTTARAKHAND",94.42023
2007-01,"NARMADA, GUJARAT",94.29836
2003-05,"UPPER SUBANSIRI, ARUNACHAL PRADESH",540.26212
2003-05,"NORTH TRIPURA, TRIPURA",445.13556
2003-05,"KARBI ANGLONG, ASSAM",422.63506
2003-05,"EAST KHASI HILLS, MEGHALAYA",408.56545
2003-05,"DUMKA, JHARKHAND",387.68906
2003-05,"NADIA, WEST BENGAL",378.91031
2003-05,"DINAJPUR SOUTH, WEST BENGAL",372.97855
2003-05,"THENI, TAMILNADU",366.38417
2003-05,"VAISHALI, BIHAR",361.17726
2003-05,"GARWAL TEHRI, UTTARAKHAND",360.22239
