Month,District_State,MinimumRelativeHumidity
2003-12,"SIMLA/MAHASU, HIMACHAL PRADESH",0.13921
2003-12,"MANDI, HIMACHAL PRADESH",0.14509
2003-12,"RAJKOT, GUJARAT",0.14732
2003-12,"KINNAUR, HIMACHAL PRADESH",0.15409
2003-12,"UDHAMPUR, JAMMU AND KASHMIR",0.15755
2003-12,"BARMER, RAJASTHAN",0.16284
2003-12,"PATAN, GUJARAT",0.16604
2003-12,"SOUTHSIKKIM, SIKKIM",0.16754
2010-01,"BARMER, RAJASTHAN",0.18886
2010-01,"PALI, RAJASTHAN",0.19723
2010-01,"JALORE, RAJASTHAN",0.20250
2010-01,"JODHPUR, RAJASTHAN",0.20499
2010-01,"PATAN, GUJARAT",0.20665
2010-01,"SIROHI, RAJASTHAN",0.21012
2010-01,"RAJKOT, GUJARAT",0.21490
2010-01,"BIDAR, KARNATAKA",0.21665
2010-01,"OSMANABAD, MAHARASHTRA",0.21704
2010-01,"SURENDRANAGAR, GUJARAT",0.21753
2010-09,"GANGANAGAR, RAJASTHAN",0.19468
2010-09,"JAISALMER, RAJASTHAN",0.20924
2010-09,"BIKANER, RAJASTHAN",0.22894
2010-09,"BARMER, RAJASTHAN",0.24687
2010-09,"CHURU, RAJASTHAN",0.28409
2010-09,"UDHAMPUR, JAMMU AND KASHMIR",0.28799
2010-09,"JODHPUR, RAJASTHAN",0.29376
2010-09,"KUPWARA, JAMMU AND KASHMIR",0.30145
2010-09,"BARAMULLA, JAMMU AND KASHMIR",0.31215
2010-09,"DODA, JAMMU AND KASHMIR",0.31280
2012-05,"GONDA, UTTAR PRADESH",0.06610
2012-05,"NAINITAL, UTTARAKHAND",0.06892
2012-05,"BARA BANKI, UTTAR PRADESH",0.06962
2012-05,"BAHRAICH, UTTAR PRADESH",0.07044
2012-05,"BARMER, RAJASTHAN",0.07084
2012-05,"FAIZABAD, UTTAR PRADESH",0.07085
2012-05,"AMBEDKAR NAGAR, UTTAR PRADESH",0.07085
2012-05,"KANPUR CITY, UTTAR PRADESH",0.07164
2012-05,"UNNAO, UTTAR PRADESH",0.07180
2012-05,"SHAHJAHANPUR, UTTAR PRADESH",0.07189
2005-10,"JAISALMER, RAJASTHAN",0.11208
2005-10,"GANGANAGAR, RAJASTHAN",0.12041
2005-10,"UDHAMPUR, JAMMU AND KASHMIR",0.12462
2005-10,"BARMER, RAJASTHAN",0.13259
2005-10,"JALORE, RAJASTHAN",0.13308
2005-10,"BIKANER, RAJASTHAN",0.13703
2005-10,"BARAMULLA, JAMMU AND KASHMIR",0.13869
2005-10,"MANDI, HIMACHAL PRADESH",0.13956
2005-10,"BANASKANTHA, GUJARAT",0.14203
2005-10,"KUPWARA, JAMMU AND KASHMIR",0.14418
2006-08,"GANGANAGAR, RAJASTHAN",0.30747
2006-08,"JAISALMER, RAJASTHAN",0.33215
2006-08,"BIKANER, RAJASTHAN",0.36616
2006-08,"CHURU, RAJASTHAN",0.38420
2006-08,"FARIDKOT, PUNJAB",0.38724
2006-08,"SIVAGANGA, TAMILNADU",0.39926
2006-08,"BHIWANI, HARYANA",0.40728
2006-08,"REWARI, HARYANA",0.41321
2006-08,"CHENNAI, TAMILNADU",0.41454
2006-08,"JODHPUR, RAJASTHAN",0.41775
2008-08,"LADAKH, LADAKH",0.20684
2008-08,"GANGANAGAR, RAJASTHAN",0.24092
2008-08,"BIKANER, RAJASTHAN",0.28578
2008-08,"KARGIL, JAMMU AND KASHMIR",0.30834
2008-08,"FARIDKOT, PUNJAB",0.31630
2008-08,"CHURU, RAJASTHAN",0.31692
2008-08,"BHIWANI, HARYANA",0.34123
2008-08,"JAISALMER, RAJASTHAN",0.34830
2008-08,"NAGOUR, RAJASTHAN",0.35276
2008-08,"UDHAMPUR, JAMMU AND KASHMIR",0.35624
2009-10,"JALORE, RAJASTHAN",0.09474
2009-10,"JAISALMER, RAJASTHAN",0.09555
2009-10,"BARMER, RAJASTHAN",0.09794
2009-10,"SIROHI, RAJASTHAN",0.10449
2009-10,"JODHPUR, RAJASTHAN",0.10500
2009-10,"PATAN, GUJARAT",0.10575
2009-10,"BANASKANTHA, GUJARAT",0.10748
2009-10,"PALI, RAJASTHAN",0.10986
2009-10,"KINNAUR, HIMACHAL PRADESH",0.11223
2009-10,"GANGANAGAR, RAJASTHAN",0.11507
2001-04,"BARWANI, MADHAYA PRADESH",0.05744
2001-04,"KHARGONE, MADHAYA PRADESH",0.05802
2001-04,"BHARATPUR, RAJASTHAN",0.05938
2001-04,"INDORE, MADHAYA PRADESH",0.06057
2001-04,"DHOLPUR, RAJASTHAN",0.06115
2001-04,"MAHAMAYA NAGA, UTTAR PRADESH",0.06211
2001-04,"MORENA, MADHAYA PRADESH",0.06232
2001-04,"BHIWANI, HARYANA",0.06295
2001-04,"S.RAVIDAS NAGAR, UTTAR PRADESH",0.06332
2001-04,"BANSWARA, RAJASTHAN",0.06333
2007-12,"ALMORA, UTTARAKHAND",0.07124
2007-12,"DEHRA DUN, UTTARAKHAND",0.08897
2007-12,"GARWAL PAURI, UTTARAKHAND",0.09577
2007-12,"NAINITAL, UTTARAKHAND",0.12174
2007-12,"SIMLA/MAHASU, HIMACHAL PRADESH",0.12559
2007-12,"MANDI, HIMACHAL PRADESH",0.12945
2007-12,"PITHORGARH, UTTARAKHAND",0.13635
2007-12,"UDHAMSING NAGAR, UTTARAKHAND",0.14360
2007-12,"CHAMBA, HIMACHAL PRADESH",0.14590
2007-12,"CHAMPAWAT, UTTARAKHAND",0.14966
2005-11,"KINNAUR, HIMACHAL PRADESH",0.08348
2005-11,"UDHAMPUR, JAMMU AND KASHMIR",0.08507
2005-11,"CHAMBA, HIMACHAL PRADESH",0.08919
2005-11,"BARAMULLA, JAMMU AND KASHMIR",0.08935
2005-11,"DODA, JAMMU AND KASHMIR",0.09244
2005-11,"SIMLA/MAHASU, HIMACHAL PRADESH",0.09544
2005-11,"BADGAM, JAMMU AND KASHMIR",0.09672
2005-11,"MANDI, HIMACHAL PRADESH",0.09850
2005-11,"DEHRA DUN, UTTARAKHAND",0.11031
2005-11,"KATHUA, JAMMU AND KASHMIR",0.11081
2010-06,"CHANDIGARH, CHANDIGARH",0.09452
2010-06,"HARDOI, UTTAR PRADESH",0.09878
2010-06,"FARRUKHABAD, UTTAR PRADESH",0.09929
2010-06,"BUDAUN, UTTAR PRADESH",0.09987
2010-06,"S.RAVIDAS NAGAR, UTTAR PRADESH",0.10053
2010-06,"AMBALA, HARYANA",0.10095
2010-06,"SHAHJAHANPUR, UTTAR PRADESH",0.10098
2010-06,"PRATAPGARH, UTTAR PRADESH",0.10134
2010-06,"SOLAN, HIMACHAL PRADESH",0.10150
2010-06,"ALLAHABAD, UTTAR PRADESH",0.10229
2005-01,"DEHRA DUN, UTTARAKHAND",0.09131
2005-01,"GARWAL PAURI, UTTARAKHAND",0.09241
2005-01,"PITHORGARH, UTTARAKHAND",0.13056
2005-01,"CHAMBA, HIMACHAL PRADESH",0.14014
2005-01,"SOUTHSIKKIM, SIKKIM",0.15018
2005-01,"ALMORA, UTTARAKHAND",0.15406
2005-01,"EAST SIKKIM, SIKKIM",0.16227
2005-01,"SIMLA/MAHASU, HIMACHAL PRADESH",0.16554
2005-01,"PATAN, GUJARAT",0.16609
2005-01,"KATHUA, JAMMU AND KASHMIR",0.16747
2002-09,"UDHAMPUR, JAMMU AND KASHMIR",0.16254
2002-09,"CHURU, RAJASTHAN",0.17457
2002-09,"JAISALMER, RAJASTHAN",0.17480
2002-09,"GANGANAGAR, RAJASTHAN",0.17659
2002-09,"BIKANER, RAJASTHAN",0.18029
2002-09,"KATHUA, JAMMU AND KASHMIR",0.18035
2002-09,"AJMER, RAJASTHAN",0.18419
2002-09,"JAMMU, JAMMU AND KASHMIR",0.18632
2002-09,"MANDI, HIMACHAL PRADESH",0.19693
2002-09,"KUPWARA, JAMMU AND KASHMIR",0.19786
2004-10,"JALORE, RAJASTHAN",0.12755
2004-10,"JAISALMER, RAJASTHAN",0.13038
2004-10,"BARMER, RAJASTHAN",0.13216
2004-10,"PALI, RAJASTHAN",0.13971
2004-10,"BIKANER, RAJASTHAN",0.15003
2004-10,"SIROHI, RAJASTHAN",0.15577
2004-10,"MANDI, HIMACHAL PRADESH",0.15905
2004-10,"BANASKANTHA, GUJARAT",0.16492
2004-10,"JODHPUR, RAJASTHAN",0.16701
2004-10,"GANGANAGAR, RAJASTHAN",0.17225
2008-05,"PILIBHIT, UTTAR PRADESH",0.06231
2008-05,"CHAMPAWAT, UTTARAKHAND",0.06346
2008-05,"MORADABAD, UTTAR PRADESH",0.06672
2008-05,"NAINITAL, UTTARAKHAND",0.06681
2008-05,"J.PHULE NAGAR, UTTAR PRADESH",0.06719
2008-05,"BUDAUN, UTTAR PRADESH",0.06741
2008-05,"UDHAMSING NAGAR, UTTARAKHAND",0.06830
2008-05,"SHAHJAHANPUR, UTTAR PRADESH",0.06971
2008-05,"BIJNOR, UTTAR PRADESH",0.07183
2008-05,"MEERUT, UTTAR PRADESH",0.07214
2012-12,"SOUTHSIKKIM, SIKKIM",0.03052
2012-12,"EAST SIKKIM, SIKKIM",0.04129
2012-12,"KISHANGANJ, BIHAR",0.11941
2012-12,"PITHORGARH, UTTARAKHAND",0.14005
2012-12,"CHAMPAWAT, UTTARAKHAND",0.14946
2012-12,"NAINITAL, UTTARAKHAND",0.15147
2012-12,"GANGANAGAR, RAJASTHAN",0.15150
2012-12,"ARARIA, BIHAR",0.15220
2012-12,"KINNAUR, HIMACHAL PRADESH",0.15243
2012-12,"BHIWANI, HARYANA",0.15465
2012-07,"GANGANAGAR, RAJASTHAN",0.10807
2012-07,"FARIDKOT, PUNJAB",0.13107
2012-07,"UDHAMPUR, JAMMU AND KASHMIR",0.14833
2012-07,"FIROZABAD, UTTAR PRADESH",0.15143
2012-07,"DELHI, NEW DELHI",0.15199
2012-07,"SANGRUR, PUNJAB",0.15304
2012-07,"AMRITSAR, PUNJAB",0.15586
2012-07,"BAGHPAT, UTTAR PRADESH",0.15650
2012-07,"MAHAMAYA NAGA, UTTAR PRADESH",0.15739
2012-07,"JAMMU, JAMMU AND KASHMIR",0.15955
2000-09,"JAISALMER, RAJASTHAN",0.12966
2000-09,"GANGANAGAR, RAJASTHAN",0.13857
2000-09,"BIKANER, RAJASTHAN",0.14344
2000-09,"KARGIL, JAMMU AND KASHMIR",0.14557
2000-09,"BHIWANI, HARYANA",0.14580
2000-09,"FARIDKOT, PUNJAB",0.14620
2000-09,"CHURU, RAJASTHAN",0.14622
2000-09,"BARMER, RAJASTHAN",0.14630
2000-09,"JODHPUR, RAJASTHAN",0.14678
2000-09,"UDHAMPUR, JAMMU AND KASHMIR",0.14741
2002-06,"JAMMU, JAMMU AND KASHMIR",0.06662
2002-06,"UDHAMPUR, JAMMU AND KASHMIR",0.07619
2002-06,"KATHUA, JAMMU AND KASHMIR",0.07657
2002-06,"AMRITSAR, PUNJAB",0.08212
2002-06,"SANGRUR, PUNJAB",0.08260
2002-06,"CHANDIGARH, CHANDIGARH",0.08403
2002-06,"JULLUNDAR, PUNJAB",0.08440
2002-06,"GURDASPUR, PUNJAB",0.08560
2002-06,"KAPURTHALA, PUNJAB",0.08646
2002-06,"SOLAN, HIMACHAL PRADESH",0.08920
2011-03,"SOUTHSIKKIM, SIKKIM",0.08208
2011-03,"BHIR, MAHARASHTRA",0.08481
2011-03,"LATUR, MAHARASHTRA",0.08511
2011-03,"NANDED, MAHARASHTRA",0.08680
2011-03,"YEOTMAL, MAHARASHTRA",0.08799
2011-03,"PARBHANI, MAHARASHTRA",0.08903
2011-03,"CHURU, RAJASTHAN",0.08980
2011-03,"JALGAON, MAHARASHTRA",0.08986
2011-03,"AKOLA, MAHARASHTRA",0.08995
2011-03,"BIKANER, RAJASTHAN",0.09029
2010-07,"JAMMU, JAMMU AND KASHMIR",0.17203
2010-07,"GURDASPUR, PUNJAB",0.18297
2010-07,"KATHUA, JAMMU AND KASHMIR",0.18633
2010-07,"AMRITSAR, PUNJAB",0.18728
2010-07,"UDHAMPUR, JAMMU AND KASHMIR",0.18920
2010-07,"GANGANAGAR, RAJASTHAN",0.19185
2010-07,"FARIDKOT, PUNJAB",0.20256
2010-07,"KAPURTHALA, PUNJAB",0.20648
2010-07,"JAISALMER, RAJASTHAN",0.21541
2010-07,"SANGRUR, PUNJAB",0.22213
2006-10,"GANGANAGAR, RAJASTHAN",0.14372
2006-10,"CHURU, RAJASTHAN",0.15637
2006-10,"BHIWANI, HARYANA",0.15898
2006-10,"MAHENDRAGARH, HARYANA",0.15923
2006-10,"REWARI, HARYANA",0.16211
2006-10,"SIKAR, RAJASTHAN",0.16333
2006-10,"BIKANER, RAJASTHAN",0.16392
2006-10,"UDHAMPUR, JAMMU AND KASHMIR",0.16937
2006-10,"JODHPUR, RAJASTHAN",0.17295
2006-10,"ALWAR, RAJASTHAN",0.17581
2005-05,"ALLAHABAD, UTTAR PRADESH",0.05909
2005-05,"BHARATPUR, RAJASTHAN",0.05981
2005-05,"PRATAPGARH, UTTAR PRADESH",0.05989
2005-05,"S.RAVIDAS NAGAR, UTTAR PRADESH",0.05996
2005-05,"BHIND, MADHAYA PRADESH",0.06109
2005-05,"DHOLPUR, RAJASTHAN",0.06168
2005-05,"MORENA, MADHAYA PRADESH",0.06199
2005-05,"CHANDIGARH, CHANDIGARH",0.06235
2005-05,"FAIZABAD, UTTAR PRADESH",0.06246
2005-05,"AMBEDKAR NAGAR, UTTAR PRADESH",0.06246
2001-03,"BANASKANTHA, GUJARAT",0.06119
2001-03,"PATAN, GUJARAT",0.06147
2001-03,"SOUTHSIKKIM, SIKKIM",0.06538
2001-03,"JALORE, RAJASTHAN",0.06889
2001-03,"SAHEBGANJ, JHARKHAND",0.07026
2001-03,"NEEMUCH, MADHAYA PRADESH",0.07139
2001-03,"UDAIPUR, RAJASTHAN",0.07279
2001-03,"MALDA, WEST BENGAL",0.07287
2001-03,"CHITTORGARH, RAJASTHAN",0.07409
2001-03,"BARMER, RAJASTHAN",0.07461
2007-09,"JAISALMER, RAJASTHAN",0.16065
2007-09,"UDHAMPUR, JAMMU AND KASHMIR",0.16348
2007-09,"BARAMULLA, JAMMU AND KASHMIR",0.17490
2007-09,"JODHPUR, RAJASTHAN",0.18701
2007-09,"KUPWARA, JAMMU AND KASHMIR",0.19386
2007-09,"KATHUA, JAMMU AND KASHMIR",0.19550
2007-09,"DODA, JAMMU AND KASHMIR",0.19668
2007-09,"MANDI, HIMACHAL PRADESH",0.19690
2007-09,"BIKANER, RAJASTHAN",0.19750
2007-09,"BARMER, RAJASTHAN",0.19803
2011-01,"SOUTHSIKKIM, SIKKIM",0.06259
2011-01,"EAST SIKKIM, SIKKIM",0.07304
2011-01,"BARMER, RAJASTHAN",0.09939
2011-01,"PITHORGARH, UTTARAKHAND",0.11990
2011-01,"JAISALMER, RAJASTHAN",0.12072
2011-01,"JALORE, RAJASTHAN",0.14667
2011-01,"SIROHI, RAJASTHAN",0.17561
2011-01,"UDAIPUR, RAJASTHAN",0.17777
2011-01,"JODHPUR, RAJASTHAN",0.17990
2011-01,"DUNGARPUR, RAJASTHAN",0.18395
2013-11,"EAST SIKKIM, SIKKIM",0.08891
2013-11,"PITHORGARH, UTTARAKHAND",0.09460
2013-11,"SOUTHSIKKIM, SIKKIM",0.12179
2013-11,"NAINITAL, UTTARAKHAND",0.12942
2013-11,"KULU, HIMACHAL PRADESH",0.13008
2013-11,"KINNAUR, HIMACHAL PRADESH",0.14984
2013-11,"ALMORA, UTTARAKHAND",0.15053
2013-11,"BADGAM, JAMMU AND KASHMIR",0.15514
2013-11,"LAHUL AND SPITI, HIMACHAL PRADESH",0.17184
2013-11,"JAISALMER, RAJASTHAN",0.17533
2012-01,"PITHORGARH, UTTARAKHAND",0.10432
2012-01,"SOUTHSIKKIM, SIKKIM",0.11294
2012-01,"EAST SIKKIM, SIKKIM",0.11707
2012-01,"NAINITAL, UTTARAKHAND",0.14523
2012-01,"JAISALMER, RAJASTHAN",0.16750
2012-01,"BARMER, RAJASTHAN",0.16757
2012-01,"RANGAREDDY, TELANGANA",0.18133
2012-01,"BIDAR, KARNATAKA",0.18207
2012-01,"HYDERABAD, TELANGANA",0.18469
2012-01,"ALMORA, UTTARAKHAND",0.18547
2003-01,"DEHRA DUN, UTTARAKHAND",0.09946
2003-01,"GARWAL PAURI, UTTARAKHAND",0.11609
2003-01,"CHAMBA, HIMACHAL PRADESH",0.11704
2003-01,"UDHAMPUR, JAMMU AND KASHMIR",0.11918
2003-01,"SIMLA/MAHASU, HIMACHAL PRADESH",0.12780
2003-01,"BIDAR, KARNATAKA",0.13471
2003-01,"DODA, JAMMU AND KASHMIR",0.13929
2003-01,"BADGAM, JAMMU AND KASHMIR",0.14163
2003-01,"BARODA, GUJARAT",0.14390
2003-01,"NANDURBAR, MAHARASHTRA",0.14403
2008-06,"S.RAVIDAS NAGAR, UTTAR PRADESH",0.15317
2008-06,"LADAKH, LADAKH",0.15552
2008-06,"VARANASI, UTTAR PRADESH",0.15565
2008-06,"SONBHADRA, UTTAR PRADESH",0.15752
2008-06,"ALLAHABAD, UTTAR PRADESH",0.15806
2008-06,"PRATAPGARH, UTTAR PRADESH",0.16164
2008-06,"BHABUA, BIHAR",0.16825
2008-06,"PALAMAU, JHARKHAND",0.17102
2008-06,"RAE BARELI, UTTAR PRADESH",0.17164
2008-06,"ROHTAS, BIHAR",0.17216
2009-08,"GANGANAGAR, RAJASTHAN",0.22903
2009-08,"FARIDKOT, PUNJAB",0.23310
2009-08,"BHIWANI, HARYANA",0.27448
2009-08,"UDHAMPUR, JAMMU AND KASHMIR",0.27736
2009-08,"ROHTAK, HARYANA",0.27983
2009-08,"AMRITSAR, PUNJAB",0.28084
2009-08,"BIKANER, RAJASTHAN",0.28087
2009-08,"JAMMU, JAMMU AND KASHMIR",0.28258
2009-08,"CHURU, RAJASTHAN",0.28266
2009-08,"PANIPAT, HARYANA",0.28656
2000-12,"PALI, RAJASTHAN",0.08758
2000-12,"BARMER, RAJASTHAN",0.08797
2000-12,"JODHPUR, RAJASTHAN",0.09033
2000-12,"PATAN, GUJARAT",0.09215
2000-12,"JALORE, RAJASTHAN",0.09321
2000-12,"BANASKANTHA, GUJARAT",0.09366
2000-12,"AJMER, RAJASTHAN",0.09380
2000-12,"SIROHI, RAJASTHAN",0.09665
2000-12,"RAJASMAND, RAJASTHAN",0.09682
2000-12,"RAJKOT, GUJARAT",0.09685
2008-04,"JAHANABAD, BIHAR",0.06237
2008-04,"KOWARDHA, CHATISGARH",0.06248
2008-04,"PATNA, BIHAR",0.06264
2008-04,"SAWAI MADHOPUR, RAJASTHAN",0.06296
2008-04,"NALANDA, BIHAR",0.06305
2008-04,"BUNDI, RAJASTHAN",0.06308
2008-04,"BALLIA, UTTAR PRADESH",0.06334
2008-04,"VARANASI, UTTAR PRADESH",0.06406
2008-04,"BUXAR, BIHAR",0.06433
2008-04,"PILIBHIT, UTTAR PRADESH",0.06456
2001-01,"DEHRA DUN, UTTARAKHAND",0.08511
2001-01,"GARWAL PAURI, UTTARAKHAND",0.09534
2001-01,"KAIRA/KHEDA, GUJARAT",0.10197
2001-01,"PATAN, GUJARAT",0.10297
2001-01,"BARODA, GUJARAT",0.10351
2001-01,"RATLAM, MADHAYA PRADESH",0.10497
2001-01,"RAJKOT, GUJARAT",0.10606
2001-01,"CHAMBA, HIMACHAL PRADESH",0.10797
2001-01,"SURENDRANAGAR, GUJARAT",0.10910
2001-01,"UJJAIN, MADHAYA PRADESH",0.11101
2006-02,"SOUTHSIKKIM, SIKKIM",0.09059
2006-02,"ALMORA, UTTARAKHAND",0.10072
2006-02,"EAST SIKKIM, SIKKIM",0.11489
2006-02,"BHOPAL, MADHAYA PRADESH",0.12417
2006-02,"DEWAS, MADHAYA PRADESH",0.13201
2006-02,"PITHORGARH, UTTARAKHAND",0.13357
2006-02,"CHAMPARAN.WEST, BIHAR",0.13358
2006-02,"RAJGARH, MADHAYA PRADESH",0.13385
2006-02,"CHAMPAWAT, UTTARAKHAND",0.13419
2006-02,"INDORE, MADHAYA PRADESH",0.13460
2011-11,"BADGAM, JAMMU AND KASHMIR",0.09677
2011-11,"KUPWARA, JAMMU AND KASHMIR",0.09774
2011-11,"KINNAUR, HIMACHAL PRADESH",0.10308
2011-11,"ANANTNAG, JAMMU AND KASHMIR",0.12838
2011-11,"UDHAMPUR, JAMMU AND KASHMIR",0.13428
2011-11,"BARAMULLA, JAMMU AND KASHMIR",0.14250
2011-11,"PULWAMA, JAMMU AND KASHMIR",0.14333
2011-11,"DODA, JAMMU AND KASHMIR",0.15378
2011-11,"KULU, HIMACHAL PRADESH",0.16984
2011-11,"LAHUL AND SPITI, HIMACHAL PRADESH",0.17091
2012-11,"EAST SIKKIM, SIKKIM",0.04924
2012-11,"SOUTHSIKKIM, SIKKIM",0.05993
2012-11,"BADGAM, JAMMU AND KASHMIR",0.10586
2012-11,"PITHORGARH, UTTARAKHAND",0.10948
2012-11,"KUPWARA, JAMMU AND KASHMIR",0.11100
2012-11,"KULU, HIMACHAL PRADESH",0.11220
2012-11,"KINNAUR, HIMACHAL PRADESH",0.13230
2012-11,"BARAMULLA, JAMMU AND KASHMIR",0.13949
2012-11,"NAINITAL, UTTARAKHAND",0.14475
2012-11,"BARMER, RAJASTHAN",0.14476
2013-02,"SOUTHSIKKIM, SIKKIM",0.03037
2013-02,"EAST SIKKIM, SIKKIM",0.03837
2013-02,"KISHANGANJ, BIHAR",0.11877
2013-02,"COOCH BEHAR, WEST BENGAL",0.12524
2013-02,"DHUBRI, ASSAM",0.12798
2013-02,"ARARIA, BIHAR",0.15682
2013-02,"GOALPARA, ASSAM",0.16161
2013-02,"WEST GARO HILLS, MEGHALAYA",0.16625
2013-02,"KOKRAJHAR, ASSAM",0.16936
2013-02,"GULBARGA, KARNATAKA",0.17387
2000-10,"JALORE, RAJASTHAN",0.07291
2000-10,"UDHAMPUR, JAMMU AND KASHMIR",0.07425
2000-10,"PULWAMA, JAMMU AND KASHMIR",0.08386
2000-10,"BARMER, RAJASTHAN",0.08408
2000-10,"BADGAM, JAMMU AND KASHMIR",0.08410
2000-10,"BARAMULLA, JAMMU AND KASHMIR",0.08461
2000-10,"BANASKANTHA, GUJARAT",0.08554
2000-10,"GANGANAGAR, RAJASTHAN",0.08592
2000-10,"SIROHI, RAJASTHAN",0.08698
2000-10,"JODHPUR, RAJASTHAN",0.08918
2005-06,"NALANDA, BIHAR",0.07382
2005-06,"NAINITAL, UTTARAKHAND",0.07467
2005-06,"CHAMPAWAT, UTTARAKHAND",0.07516
2005-06,"SAMASTIPUR, BIHAR",0.07518
2005-06,"SITAMARHI, BIHAR",0.07610
2005-06,"PATNA, BIHAR",0.07621
2005-06,"JAHANABAD, BIHAR",0.07744
2005-06,"BUXAR, BIHAR",0.07902
2005-06,"MAHARAJGANJ, UTTAR PRADESH",0.07913
2005-06,"BALLIA, UTTAR PRADESH",0.07920
2008-12,"UDHAMPUR, JAMMU AND KASHMIR",0.08542
2008-12,"DODA, JAMMU AND KASHMIR",0.08947
2008-12,"BARAMULLA, JAMMU AND KASHMIR",0.09830
2008-12,"KUPWARA, JAMMU AND KASHMIR",0.10141
2008-12,"CHAMBA, HIMACHAL PRADESH",0.10479
2008-12,"ANANTNAG, JAMMU AND KASHMIR",0.10603
2008-12,"BADGAM, JAMMU AND KASHMIR",0.11069
2008-12,"PULWAMA, JAMMU AND KASHMIR",0.11242
2008-12,"KATHUA, JAMMU AND KASHMIR",0.11451
2008-12,"PITHORGARH, UTTARAKHAND",0.11810
2000-03,"NEEMUCH, MADHAYA PRADESH",0.04370
2000-03,"CHITTORGARH, RAJASTHAN",0.04494
2000-03,"KOTAH, RAJASTHAN",0.04620
2000-03,"BHILWARA, RAJASTHAN",0.04712
2000-03,"BUNDI, RAJASTHAN",0.04818
2000-03,"BARAN, RAJASTHAN",0.04822
2000-03,"BANSWARA, RAJASTHAN",0.04830
2000-03,"UDAIPUR, RAJASTHAN",0.04867
2000-03,"PATAN, GUJARAT",0.04894
2000-03,"SIROHI, RAJASTHAN",0.04942
2001-08,"UDHAMPUR, JAMMU AND KASHMIR",0.19261
2001-08,"KUPWARA, JAMMU AND KASHMIR",0.19664
2001-08,"JAMMU, JAMMU AND KASHMIR",0.20804
2001-08,"BARAMULLA, JAMMU AND KASHMIR",0.21516
2001-08,"FARIDKOT, PUNJAB",0.22987
2001-08,"LADAKH, LADAKH",0.23310
2001-08,"DODA, JAMMU AND KASHMIR",0.23808
2001-08,"GANGANAGAR, RAJASTHAN",0.24241
2001-08,"KARGIL, JAMMU AND KASHMIR",0.25236
2001-08,"ANANTNAG, JAMMU AND KASHMIR",0.25242
2004-06,"JAMMU, JAMMU AND KASHMIR",0.08334
2004-06,"AMRITSAR, PUNJAB",0.08889
2004-06,"FARIDKOT, PUNJAB",0.09463
2004-06,"SANGRUR, PUNJAB",0.09600
2004-06,"CHANDIGARH, CHANDIGARH",0.09712
2004-06,"JULLUNDAR, PUNJAB",0.09887
2004-06,"KAPURTHALA, PUNJAB",0.10199
2004-06,"UDHAMPUR, JAMMU AND KASHMIR",0.10293
2004-06,"AMBALA, HARYANA",0.10314
2004-06,"BHARATPUR, RAJASTHAN",0.10373
2007-01,"DEHRA DUN, UTTARAKHAND",0.09652
2007-01,"GARWAL PAURI, UTTARAKHAND",0.09904
2007-01,"NAINITAL, UTTARAKHAND",0.12297
2007-01,"BARMER, RAJASTHAN",0.12413
2007-01,"ALMORA, UTTARAKHAND",0.12870
2007-01,"JAISALMER, RAJASTHAN",0.13241
2007-01,"JODHPUR, RAJASTHAN",0.13426
2007-01,"UDHAMSING NAGAR, UTTARAKHAND",0.13435
2007-01,"PALI, RAJASTHAN",0.13796
2007-01,"RAJASMAND, RAJASTHAN",0.14794
2003-05,"BHARATPUR, RAJASTHAN",0.02882
2003-05,"BHIND, MADHAYA PRADESH",0.03126
2003-05,"BUNDI, RAJASTHAN",0.03732
2003-05,"DHOLPUR, RAJASTHAN",0.03740
2003-05,"TONK, RAJASTHAN",0.03796
2003-05,"MORENA, MADHAYA PRADESH",0.03904
2003-05,"SAWAI MADHOPUR, RAJASTHAN",0.03913
2003-05,"SHEOPUR, MADHAYA PRADESH",0.03959
2003-05,"KARAULI, RAJASTHAN",0.04263
2003-05,"BHILWARA, RAJASTHAN",0.04460
2007-02,"AKOLA, MAHARASHTRA",0.16546
2007-02,"GARWAL PAURI, UTTARAKHAND",0.16585
2007-02,"WASHIM, MAHARASHTRA",0.16886
2007-02,"PARBHANI, MAHARASHTRA",0.17420
2007-02,"DEHRA DUN, UTTARAKHAND",0.17789
2007-02,"BANASKANTHA, GUJARAT",0.17800
2007-02,"PATAN, GUJARAT",0.17934
2007-02,"JALNA, MAHARASHTRA",0.17962
2007-02,"YEOTMAL, MAHARASHTRA",0.18047
2007-02,"JALGAON, MAHARASHTRA",0.18216
2002-08,"UDHAMPUR, JAMMU AND KASHMIR",0.13766
2002-08,"JAMMU, JAMMU AND KASHMIR",0.13997
2002-08,"KATHUA, JAMMU AND KASHMIR",0.14998
2002-08,"GANGANAGAR, RAJASTHAN",0.15058
2002-08,"FARIDKOT, PUNJAB",0.15335
2002-08,"AMRITSAR, PUNJAB",0.16071
2002-08,"GURDASPUR, PUNJAB",0.16131
2002-08,"BIKANER, RAJASTHAN",0.16514
2002-08,"DODA, JAMMU AND KASHMIR",0.17378
2002-08,"MANDI, HIMACHAL PRADESH",0.18848
2006-11,"GARWAL PAURI, UTTARAKHAND",0.12876
2006-11,"ALMORA, UTTARAKHAND",0.12936
2006-11,"NAINITAL, UTTARAKHAND",0.14624
2006-11,"DEHRA DUN, UTTARAKHAND",0.14751
