Month,District_State,MinimumRelativeHumidity
2011-12,"PITHORGARH, UTTARAKHAND",0.09367
2011-12,"KULU, HIMACHAL PRADESH",0.10246
2011-12,"BADGAM, JAMMU AND KASHMIR",0.10340
2011-12,"UDHAMPUR, JAMMU AND KASHMIR",0.10399
2011-12,"KUPWARA, JAMMU AND KASHMIR",0.10835
2011-12,"DODA, JAMMU AND KASHMIR",0.12248
2005-03,"PATAN, GUJARAT",0.07237
2005-03,"BANASKANTHA, GUJARAT",0.07566
2005-03,"DHULIA, MAHARASHTRA",0.07575
2005-03,"UDHAMSING NAGAR, UTTARAKHAND",0.07986
2005-03,"BARMER, RAJASTHAN",0.08067
2005-03,"JALORE, RAJASTHAN",0.08374
2005-03,"NEEMUCH, MADHAYA PRADESH",0.08395
2005-03,"KAIRA/KHEDA, GUJARAT",0.08421
2005-03,"SURENDRANAGAR, GUJARAT",0.08522
2005-03,"RATLAM, MADHAYA PRADESH",0.08527
2009-04,"SAMASTIPUR, BIHAR",0.03760
2009-04,"SAHEBGANJ, JHARKHAND",0.03789
2009-04,"SARAN, BIHAR",0.03898
2009-04,"KHAGARIA, BIHAR",0.03971
2009-04,"PATNA, BIHAR",0.03996
2009-04,"SIWAN, BIHAR",0.04021
2009-04,"NALANDA, BIHAR",0.04099
2009-04,"JAHANABAD, BIHAR",0.04109
2009-04,"CHAMPARAN.WEST, BIHAR",0.04133
2009-04,"SITAMARHI, BIHAR",0.04152
2009-03,"PALI, RAJASTHAN",0.07828
2009-03,"SIROHI, RAJASTHAN",0.08388
2009-03,"RAJASMAND, RAJASTHAN",0.08603
2009-03,"UDAIPUR, RAJASTHAN",0.08976
2009-03,"VIDISHA, MADHAYA PRADESH",0.09014
2009-03,"JODHPUR, RAJASTHAN",0.09099
2009-03,"JALORE, RAJASTHAN",0.09167
2009-03,"BHOPAL, MADHAYA PRADESH",0.09350
2009-03,"RAJGARH, MADHAYA PRADESH",0.09360
2009-03,"BANASKANTHA, GUJARAT",0.09609
2013-01,"SOUTHSIKKIM, SIKKIM",0.02802
2013-01,"EAST SIKKIM, SIKKIM",0.03382
2013-01,"KINNAUR, HIMACHAL PRADESH",0.07169
2013-01,"PITHORGARH, UTTARAKHAND",0.09419
2013-01,"KISHANGANJ, BIHAR",0.10726
2013-01,"COOCH BEHAR, WEST BENGAL",0.11859
2013-01,"ARARIA, BIHAR",0.12408
2013-01,"KUPWARA, JAMMU AND KASHMIR",0.12718
2013-01,"DHUBRI, ASSAM",0.13714
2013-01,"BIRBHUM, WEST BENGAL",0.16303
2002-07,"JAMMU, JAMMU AND KASHMIR",0.08588
2002-07,"UDHAMPUR, JAMMU AND KASHMIR",0.09965
2002-07,"AMRITSAR, PUNJAB",0.10812
2002-07,"KATHUA, JAMMU AND KASHMIR",0.10842
2002-07,"GURDASPUR, PUNJAB",0.12080
2002-07,"KAPURTHALA, PUNJAB",0.12500
2002-07,"FARIDKOT, PUNJAB",0.12826
2002-07,"JULLUNDAR, PUNJAB",0.12925
2002-07,"SOLAN, HIMACHAL PRADESH",0.13639
2002-07,"DODA, JAMMU AND KASHMIR",0.13668
2001-09,"GANGANAGAR, RAJASTHAN",0.10692
2001-09,"JAISALMER, RAJASTHAN",0.12010
2001-09,"BIKANER, RAJASTHAN",0.13096
2001-09,"JODHPUR, RAJASTHAN",0.13208
2001-09,"BHIWANI, HARYANA",0.13298
2001-09,"FARIDKOT, PUNJAB",0.13347
2001-09,"MANDI, HIMACHAL PRADESH",0.13578
2001-09,"MAHENDRAGARH, HARYANA",0.13778
2001-09,"CHURU, RAJASTHAN",0.13864
2001-09,"REWARI, HARYANA",0.14082
2008-01,"DEHRA DUN, UTTARAKHAND",0.08176
2008-01,"GARWAL PAURI, UTTARAKHAND",0.08885
2008-01,"SOUTHSIKKIM, SIKKIM",0.09316
2008-01,"BARMER, RAJASTHAN",0.10152
2008-01,"UDHAMSING NAGAR, UTTARAKHAND",0.10232
2008-01,"UDHAMPUR, JAMMU AND KASHMIR",0.10786
2008-01,"ALMORA, UTTARAKHAND",0.11079
2008-01,"BIJNOR, UTTAR PRADESH",0.11586
2008-01,"JAISALMER, RAJASTHAN",0.11613
2008-01,"JALORE, RAJASTHAN",0.11663
2002-05,"MAHAMAYA NAGA, UTTAR PRADESH",0.03772
2002-05,"GANGANAGAR, RAJASTHAN",0.03932
2002-05,"AMRITSAR, PUNJAB",0.03953
2002-05,"PILIBHIT, UTTAR PRADESH",0.03970
2002-05,"ROHTAK, HARYANA",0.03998
2002-05,"FARIDKOT, PUNJAB",0.04010
2002-05,"DELHI, NEW DELHI",0.04046
2002-05,"GURGAON, HARYANA",0.04061
2002-05,"HARDOI, UTTAR PRADESH",0.04067
2002-05,"PANIPAT, HARYANA",0.04097
2010-10,"JAISALMER, RAJASTHAN",0.14920
2010-10,"GANGANAGAR, RAJASTHAN",0.15834
2010-10,"BIKANER, RAJASTHAN",0.16325
2010-10,"BARMER, RAJASTHAN",0.16436
2010-10,"JODHPUR, RAJASTHAN",0.19522
2010-10,"CHURU, RAJASTHAN",0.19770
2010-10,"JALORE, RAJASTHAN",0.20524
2010-10,"SIKAR, RAJASTHAN",0.21914
2010-10,"BHIWANI, HARYANA",0.22355
2010-10,"MAHENDRAGARH, HARYANA",0.22496
2004-09,"LADAKH, LADAKH",0.06600
2004-09,"KARGIL, JAMMU AND KASHMIR",0.12901
2004-09,"GANGANAGAR, RAJASTHAN",0.14527
2004-09,"UDHAMPUR, JAMMU AND KASHMIR",0.15876
2004-09,"MANDI, HIMACHAL PRADESH",0.16829
2004-09,"FARIDKOT, PUNJAB",0.17122
2004-09,"JAMMU, JAMMU AND KASHMIR",0.17525
2004-09,"AMRITSAR, PUNJAB",0.17751
2004-09,"BHIWANI, HARYANA",0.18057
2004-09,"CHURU, RAJASTHAN",0.18162
2009-06,"GANGANAGAR, RAJASTHAN",0.05078
2009-06,"BHIWANI, HARYANA",0.06519
2009-06,"HARDOI, UTTAR PRADESH",0.06583
2009-06,"KAITHAL, HARYANA",0.06623
2009-06,"ALIGARH, UTTAR PRADESH",0.06643
2009-06,"BUDAUN, UTTAR PRADESH",0.06676
2009-06,"MAHENDRAGARH, HARYANA",0.06684
2009-06,"BULANDSHAHR, UTTAR PRADESH",0.06690
2009-06,"ETAH, UTTAR PRADESH",0.06710
2009-06,"KURUKSHTRA, HARYANA",0.06741
2013-04,"BIKANER, RAJASTHAN",0.07123
2013-04,"MADHUBANI, BIHAR",0.07390
2013-04,"CHAMPARAN.WEST, BIHAR",0.07460
2013-04,"SOUTHSIKKIM, SIKKIM",0.07578
2013-04,"CHURU, RAJASTHAN",0.07654
2013-04,"SITAMARHI, BIHAR",0.07896
2013-04,"DARBHANGA, BIHAR",0.08148
2013-04,"NAINITAL, UTTARAKHAND",0.08514
2013-04,"SIKAR, RAJASTHAN",0.08699
2013-04,"KHUSHINAGAR, UTTAR PRADESH",0.08769
2012-03,"BARMER, RAJASTHAN",0.03502
2012-03,"JALORE, RAJASTHAN",0.03971
2012-03,"SIROHI, RAJASTHAN",0.04806
2012-03,"NEEMUCH, MADHAYA PRADESH",0.05205
2012-03,"PALI, RAJASTHAN",0.05221
2012-03,"JAISALMER, RAJASTHAN",0.05292
2012-03,"RAJASMAND, RAJASTHAN",0.05390
2012-03,"CHITTORGARH, RAJASTHAN",0.05444
2012-03,"HINGOLI, MAHARASHTRA",0.05502
2012-03,"UDAIPUR, RAJASTHAN",0.05775
2007-04,"SAHEBGANJ, JHARKHAND",0.07608
2007-04,"TONK, RAJASTHAN",0.07724
2007-04,"KAIRA/KHEDA, GUJARAT",0.07736
2007-04,"BUNDI, RAJASTHAN",0.07888
2007-04,"DHULIA, MAHARASHTRA",0.07914
2007-04,"AKOLA, MAHARASHTRA",0.07937
2007-04,"JALNA, MAHARASHTRA",0.07960
2007-04,"HINGOLI, MAHARASHTRA",0.08000
2007-04,"WASHIM, MAHARASHTRA",0.08086
2007-04,"BHARATPUR, RAJASTHAN",0.08106
2008-03,"BARMER, RAJASTHAN",0.06605
2008-03,"ALMORA, UTTARAKHAND",0.07422
2008-03,"BANASKANTHA, GUJARAT",0.07629
2008-03,"PATAN, GUJARAT",0.08200
2008-03,"ALIGARH, UTTAR PRADESH",0.08250
2008-03,"JALORE, RAJASTHAN",0.08300
2008-03,"ETAH, UTTAR PRADESH",0.08424
2008-03,"NAINITAL, UTTARAKHAND",0.08612
2008-03,"SIROHI, RAJASTHAN",0.08623
2008-03,"MAHAMAYA NAGA, UTTAR PRADESH",0.08939
2009-02,"GULBARGA, KARNATAKA",0.12669
2009-02,"RANGAREDDY, TELANGANA",0.13095
2009-02,"HYDERABAD, TELANGANA",0.13292
2009-02,"OSMANABAD, MAHARASHTRA",0.13411
2009-02,"BIDAR, KARNATAKA",0.13411
2009-02,"LATUR, MAHARASHTRA",0.13643
2009-02,"SHOLAPUR, MAHARASHTRA",0.13705
2009-02,"BIJAPUR, KARNATAKA",0.14210
2009-02,"NANDED, MAHARASHTRA",0.15029
2009-02,"MEDAK, TELANGANA",0.15136
2008-10,"BARMER, RAJASTHAN",0.14063
2008-10,"JALORE, RAJASTHAN",0.14214
2008-10,"JAISALMER, RAJASTHAN",0.15062
2008-10,"GANGANAGAR, RAJASTHAN",0.15171
2008-10,"BIKANER, RAJASTHAN",0.16176
2008-10,"CHURU, RAJASTHAN",0.16278
2008-10,"SIROHI, RAJASTHAN",0.17276
2008-10,"NAGOUR, RAJASTHAN",0.17577
2008-10,"JODHPUR, RAJASTHAN",0.17658
2008-10,"BHILWARA, RAJASTHAN",0.17897
2004-07,"JAMMU, JAMMU AND KASHMIR",0.14333
2004-07,"GANGANAGAR, RAJASTHAN",0.15070
2004-07,"AMRITSAR, PUNJAB",0.15365
2004-07,"FARIDKOT, PUNJAB",0.15372
2004-07,"UDHAMPUR, JAMMU AND KASHMIR",0.16017
2004-07,"KATHUA, JAMMU AND KASHMIR",0.16271
2004-07,"CHURU, RAJASTHAN",0.16404
2004-07,"SANGRUR, PUNJAB",0.16624
2004-07,"CHANDIGARH, CHANDIGARH",0.16779
2004-07,"JULLUNDAR, PUNJAB",0.16864
2006-06,"AMRITSAR, PUNJAB",0.07639
2006-06,"JAMMU, JAMMU AND KASHMIR",0.07746
2006-06,"KAPURTHALA, PUNJAB",0.07850
2006-06,"CHANDIGARH, CHANDIGARH",0.08404
2006-06,"JULLUNDAR, PUNJAB",0.08444
2006-06,"FARIDKOT, PUNJAB",0.08469
2006-06,"GURDASPUR, PUNJAB",0.08659
2006-06,"SANGRUR, PUNJAB",0.08937
2006-06,"SOLAN, HIMACHAL PRADESH",0.08951
2006-06,"KATHUA, JAMMU AND KASHMIR",0.09211
