Month,District_State,MaximumRelativeHumidity
2013-07,"EAST SIANG, ARUNACHAL PRADESH",0.98252
2013-07,"SENAPATI, MANIPUR",0.98062
2013-07,"NALBARI, ASSAM",0.97946
2013-07,"MON, NAGALAND",0.97941
2013-07,"GOLAGHAT, ASSAM",0.97918
2003-03,"BARAMULLA, JAMMU AND KASHMIR",0.99456
2003-03,"PULWAMA, JAMMU AND KASHMIR",0.99442
2003-03,"BADGAM, JAMMU AND KASHMIR",0.99383
2003-03,"KUPWARA, JAMMU AND KASHMIR",0.98852
2003-03,"ANANTNAG, JAMMU AND KASHMIR",0.98494
2003-03,"KARBI ANGLONG, ASSAM",0.97726
2003-03,"PHEK, NAGALAND",0.96452
2003-03,"KARGIL, JAMMU AND KASHMIR",0.96393
2003-03,"KINNAUR, HIMACHAL PRADESH",0.95947
2003-03,"GOLAGHAT, ASSAM",0.95908
2009-11,"BARAMULLA, JAMMU AND KASHMIR",0.99503
2009-11,"UPPER SIANG, ARUNACHAL PRADESH",0.98849
2009-11,"SENAPATI, MANIPUR",0.98819
2009-11,"PHEK, NAGALAND",0.98779
2009-11,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.98655
2009-11,"MON, NAGALAND",0.98627
2009-11,"KARBI ANGLONG, ASSAM",0.98492
2009-11,"GOLAGHAT, ASSAM",0.98456
2009-11,"NILGIRIS, TAMILNADU",0.98253
2009-11,"PAPAMPARE, ARUNACHAL PRADESH",0.97914
2000-04,"PHEK, NAGALAND",0.98740
2000-04,"SENAPATI, MANIPUR",0.98670
2000-04,"MON, NAGALAND",0.98463
2000-04,"N.C.HILLS, ASSAM",0.98416
2000-04,"KOHIMA, NAGALAND",0.98378
2000-04,"GOLAGHAT, ASSAM",0.98308
2000-04,"KARBI ANGLONG, ASSAM",0.98216
2000-04,"KARGIL, JAMMU AND KASHMIR",0.97469
2000-04,"UPPER SIANG, ARUNACHAL PRADESH",0.97337
2000-04,"TUENSANG, NAGALAND",0.97057
2000-11,"NILGIRIS, TAMILNADU",0.98054
2000-11,"MON, NAGALAND",0.98001
2000-11,"PHEK, NAGALAND",0.97775
2000-11,"DINDIGUL, TAMILNADU",0.96484
2000-11,"WAYANAD, KERALA",0.96194
2000-11,"SENAPATI, MANIPUR",0.95750
2000-11,"PALAKKAD, KERALA",0.95447
2000-11,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.95125
2000-11,"CHAMARAJANAGA, KARNATAKA",0.94628
2000-11,"MORIGAON, ASSAM",0.94519
2006-01,"BADGAM, JAMMU AND KASHMIR",0.99562
2006-01,"BARAMULLA, JAMMU AND KASHMIR",0.99529
2006-01,"PULWAMA, JAMMU AND KASHMIR",0.99364
2006-01,"KINNAUR, HIMACHAL PRADESH",0.96045
2006-01,"KUPWARA, JAMMU AND KASHMIR",0.95388
2006-01,"ANANTNAG, JAMMU AND KASHMIR",0.95111
2006-01,"DINDIGUL, TAMILNADU",0.95108
2006-01,"KARGIL, JAMMU AND KASHMIR",0.93395
2006-01,"CHITTOR, ANDHRA PRADESH",0.93037
2006-01,"THIRUVALLUR, TAMILNADU",0.92642
2012-09,"WEST KAMENG, ARUNACHAL PRADESH",0.98815
2012-09,"N.C.HILLS, ASSAM",0.98641
2012-09,"PHEK, NAGALAND",0.98595
2012-09,"PULWAMA, JAMMU AND KASHMIR",0.98530
2012-09,"DIBANG VALLEY, ARUNACHAL PRADESH",0.98473
2012-09,"TUENSANG, NAGALAND",0.98377
2012-09,"MON, NAGALAND",0.98374
2012-09,"EAST SIANG, ARUNACHAL PRADESH",0.98372
2012-09,"EAST KAMENG, ARUNACHAL PRADESH",0.98322
2012-09,"GOLAGHAT, ASSAM",0.98320
2011-08,"PULWAMA, JAMMU AND KASHMIR",0.98917
2011-08,"N.C.HILLS, ASSAM",0.98594
2011-08,"PHEK, NAGALAND",0.98401
2011-08,"KARIMGANJ, ASSAM",0.98302
2011-08,"SENAPATI, MANIPUR",0.98287
2011-08,"WEST KAMENG, ARUNACHAL PRADESH",0.98137
2011-08,"HAVERI, KARNATAKA",0.98020
2011-08,"CHURACHANDPUR, MANIPUR",0.97974
2011-08,"MON, NAGALAND",0.97963
2011-08,"GOLAGHAT, ASSAM",0.97943
2002-02,"BARAMULLA, JAMMU AND KASHMIR",0.99540
2002-02,"PULWAMA, JAMMU AND KASHMIR",0.99216
2002-02,"BADGAM, JAMMU AND KASHMIR",0.98822
2002-02,"DINDIGUL, TAMILNADU",0.96552
2002-02,"KUPWARA, JAMMU AND KASHMIR",0.95188
2002-02,"ANANTNAG, JAMMU AND KASHMIR",0.94186
2002-02,"UPPER SIANG, ARUNACHAL PRADESH",0.94076
2002-02,"KARGIL, JAMMU AND KASHMIR",0.93777
2002-02,"KINNAUR, HIMACHAL PRADESH",0.92920
2002-02,"KURUKSHTRA, HARYANA",0.91747
2007-10,"PHEK, NAGALAND",0.98772
2007-10,"MON, NAGALAND",0.98704
2007-10,"SENAPATI, MANIPUR",0.98671
2007-10,"TUENSANG, NAGALAND",0.98509
2007-10,"KARBI ANGLONG, ASSAM",0.98427
2007-10,"GOLAGHAT, ASSAM",0.98350
2007-10,"N.C.HILLS, ASSAM",0.98350
2007-10,"NILGIRIS, TAMILNADU",0.98244
2007-10,"CHANGLANG, ARUNACHAL PRADESH",0.98231
2007-10,"TINSUKIA, ASSAM",0.98182
2002-10,"SENAPATI, MANIPUR",0.98866
2002-10,"PHEK, NAGALAND",0.98619
2002-10,"N.C.HILLS, ASSAM",0.98607
2002-10,"MON, NAGALAND",0.98422
2002-10,"NILGIRIS, TAMILNADU",0.98392
2002-10,"HAILAKANDI, ASSAM",0.98290
2002-10,"NORTH TRIPURA, TRIPURA",0.98270
2002-10,"AIZWAL, MIZORAM",0.98238
2002-10,"KARBI ANGLONG, ASSAM",0.98192
2002-10,"CACHAR, ASSAM",0.98179
2005-04,"KARGIL, JAMMU AND KASHMIR",0.97718
2005-04,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.96132
2005-04,"NILGIRIS, TAMILNADU",0.95542
2005-04,"BARAMULLA, JAMMU AND KASHMIR",0.94483
2005-04,"UPPER SIANG, ARUNACHAL PRADESH",0.93824
2005-04,"WEST SIANG, ARUNACHAL PRADESH",0.93223
2005-04,"EAST SIANG, ARUNACHAL PRADESH",0.93132
2005-04,"MON, NAGALAND",0.92682
2005-04,"LADAKH, LADAKH",0.92372
2005-04,"GOLAGHAT, ASSAM",0.92001
2006-12,"PULWAMA, JAMMU AND KASHMIR",0.99502
2006-12,"BARAMULLA, JAMMU AND KASHMIR",0.99489
2006-12,"BADGAM, JAMMU AND KASHMIR",0.99446
2006-12,"ANANTNAG, JAMMU AND KASHMIR",0.98249
2006-12,"PHEK, NAGALAND",0.98248
2006-12,"GOLAGHAT, ASSAM",0.97760
2006-12,"KUPWARA, JAMMU AND KASHMIR",0.97189
2006-12,"KINNAUR, HIMACHAL PRADESH",0.96449
2006-12,"MON, NAGALAND",0.95961
2006-12,"DODA, JAMMU AND KASHMIR",0.95785
2011-04,"PULWAMA, JAMMU AND KASHMIR",0.98494
2011-04,"EAST SIANG, ARUNACHAL PRADESH",0.98302
2011-04,"KARGIL, JAMMU AND KASHMIR",0.97982
2011-04,"PHEK, NAGALAND",0.97862
2011-04,"BARAMULLA, JAMMU AND KASHMIR",0.97272
2011-04,"GOLAGHAT, ASSAM",0.97077
2011-04,"UPPER SIANG, ARUNACHAL PRADESH",0.96001
2011-04,"SENAPATI, MANIPUR",0.95926
2011-04,"MON, NAGALAND",0.95745
2011-04,"DIBANG VALLEY, ARUNACHAL PRADESH",0.95463
2004-01,"BARAMULLA, JAMMU AND KASHMIR",0.99549
2004-01,"BADGAM, JAMMU AND KASHMIR",0.99415
2004-01,"PULWAMA, JAMMU AND KASHMIR",0.99344
2004-01,"GOLAGHAT, ASSAM",0.98528
2004-01,"KARBI ANGLONG, ASSAM",0.97514
2004-01,"PHEK, NAGALAND",0.95792
2004-01,"KAPURTHALA, PUNJAB",0.95350
2004-01,"RAYAGADA, ORISSA",0.95341
2004-01,"ANANTNAG, JAMMU AND KASHMIR",0.95249
2004-01,"KUPWARA, JAMMU AND KASHMIR",0.95110
2011-09,"PHEK, NAGALAND",0.98527
2011-09,"MON, NAGALAND",0.98462
2011-09,"WEST KAMENG, ARUNACHAL PRADESH",0.98319
2011-09,"JORHAT, ASSAM",0.98244
2011-09,"KARIMGANJ, ASSAM",0.98122
2011-09,"TUENSANG, NAGALAND",0.98076
2011-09,"SIBSAGAR, ASSAM",0.98017
2011-09,"DANGS, GUJARAT",0.97918
2011-09,"NALBARI, ASSAM",0.97898
2011-09,"NILGIRIS, TAMILNADU",0.97864
2003-08,"NILGIRIS, TAMILNADU",0.98448
2003-08,"PHEK, NAGALAND",0.98299
2003-08,"MON, NAGALAND",0.98135
2003-08,"SENAPATI, MANIPUR",0.98071
2003-08,"KARBI ANGLONG, ASSAM",0.98030
2003-08,"GOLAGHAT, ASSAM",0.97972
2003-08,"KOHIMA, NAGALAND",0.97763
2003-08,"CHURACHANDPUR, MANIPUR",0.97694
2003-08,"WAYANAD, KERALA",0.97675
2003-08,"BADGAM, JAMMU AND KASHMIR",0.97634
2013-08,"PULWAMA, JAMMU AND KASHMIR",0.99292
2013-08,"WEST KAMENG, ARUNACHAL PRADESH",0.98547
2013-08,"N.C.HILLS, ASSAM",0.98422
2013-08,"PHEK, NAGALAND",0.98406
2013-08,"SENAPATI, MANIPUR",0.98257
2013-08,"MON, NAGALAND",0.98249
2013-08,"DIBANG VALLEY, ARUNACHAL PRADESH",0.98186
2013-08,"EAST SIANG, ARUNACHAL PRADESH",0.98159
2013-08,"GOLAGHAT, ASSAM",0.98157
2013-08,"NALBARI, ASSAM",0.98143
2002-01,"PULWAMA, JAMMU AND KASHMIR",0.98936
2002-01,"PHEK, NAGALAND",0.97813
2002-01,"BADGAM, JAMMU AND KASHMIR",0.97575
2002-01,"BARAMULLA, JAMMU AND KASHMIR",0.97207
2002-01,"KARBI ANGLONG, ASSAM",0.96890
2002-01,"MON, NAGALAND",0.96128
2002-01,"GOLAGHAT, ASSAM",0.95911
2002-01,"UPPER SIANG, ARUNACHAL PRADESH",0.95757
2002-01,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.95183
2002-01,"KINNAUR, HIMACHAL PRADESH",0.95134
2011-07,"PULWAMA, JAMMU AND KASHMIR",0.99262
2011-07,"WEST KAMENG, ARUNACHAL PRADESH",0.98746
2011-07,"N.C.HILLS, ASSAM",0.98424
2011-07,"MON, NAGALAND",0.98363
2011-07,"PHEK, NAGALAND",0.98361
2011-07,"GOLAGHAT, ASSAM",0.98303
2011-07,"TUENSANG, NAGALAND",0.98221
2011-07,"JORHAT, ASSAM",0.98207
2011-07,"KARBI ANGLONG, ASSAM",0.98192
2011-07,"SENAPATI, MANIPUR",0.98140
2011-10,"GOLAGHAT, ASSAM",0.98539
2011-10,"MON, NAGALAND",0.98409
2011-10,"CHHIMTUIPUI, MIZORAM",0.98396
2011-10,"TIRAP, ARUNACHAL PRADESH",0.98376
2011-10,"PHEK, NAGALAND",0.98354
2011-10,"N.C.HILLS, ASSAM",0.98189
2011-10,"KARBI ANGLONG, ASSAM",0.98116
2011-10,"TINSUKIA, ASSAM",0.97884
2011-10,"KOHIMA, NAGALAND",0.97871
2011-10,"KARIMGANJ, ASSAM",0.97744
2004-12,"PHEK, NAGALAND",0.99089
2004-12,"BARAMULLA, JAMMU AND KASHMIR",0.98581
2004-12,"PULWAMA, JAMMU AND KASHMIR",0.98106
2004-12,"SENAPATI, MANIPUR",0.97564
2004-12,"GOLAGHAT, ASSAM",0.96327
2004-12,"MON, NAGALAND",0.96289
2004-12,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.96122
2004-12,"BADGAM, JAMMU AND KASHMIR",0.95989
2004-12,"KARGIL, JAMMU AND KASHMIR",0.94733
2004-12,"DINDIGUL, TAMILNADU",0.94470
2008-11,"NILGIRIS, TAMILNADU",0.97252
2008-11,"MON, NAGALAND",0.96841
2008-11,"DINDIGUL, TAMILNADU",0.96399
2008-11,"BANGALORE URBA, KARNATAKA",0.96275
2008-11,"KRISHNAGIRI, TAMILNADU",0.96129
2008-11,"PHEK, NAGALAND",0.95868
2008-11,"CHITTOR, ANDHRA PRADESH",0.95786
2008-11,"CHAMARAJANAGA, KARNATAKA",0.95728
2008-11,"HASSAN, KARNATAKA",0.95600
2008-11,"BANGALORE RURAL, KARNATAKA",0.95527
2004-03,"KARGIL, JAMMU AND KASHMIR",0.95239
2004-03,"MON, NAGALAND",0.93513
2004-03,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.92629
2004-03,"HASSAN, KARNATAKA",0.91143
2004-03,"UPPER SIANG, ARUNACHAL PRADESH",0.91011
2004-03,"WEST SIANG, ARUNACHAL PRADESH",0.89992
2004-03,"WAYANAD, KERALA",0.89959
2004-03,"LADAKH, LADAKH",0.89773
2004-03,"EAST SIANG, ARUNACHAL PRADESH",0.89765
2004-03,"PHEK, NAGALAND",0.89505
2004-08,"NILGIRIS, TAMILNADU",0.98475
2004-08,"PHEK, NAGALAND",0.98152
2004-08,"SENAPATI, MANIPUR",0.98149
2004-08,"MON, NAGALAND",0.97940
2004-08,"WAYANAD, KERALA",0.97765
2004-08,"PAPAMPARE, ARUNACHAL PRADESH",0.97624
2004-08,"DANGS, GUJARAT",0.97618
2004-08,"KODAGU, KARNATAKA",0.97551
2004-08,"LOHARDAGA, JHARKHAND",0.97477
2004-08,"LAKHIMPUR, ASSAM",0.97194
2001-02,"KARBI ANGLONG, ASSAM",0.97693
2001-02,"MON, NAGALAND",0.96848
2001-02,"GOLAGHAT, ASSAM",0.96422
2001-02,"UPPER SIANG, ARUNACHAL PRADESH",0.96128
2001-02,"PHEK, NAGALAND",0.96033
2001-02,"KARIMGANJ, ASSAM",0.95693
2001-02,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.95557
2001-02,"BARAMULLA, JAMMU AND KASHMIR",0.95520
2001-02,"JAINTIA HILLS, MEGHALAYA",0.95196
2001-02,"KOHIMA, NAGALAND",0.94998
2009-12,"PAPAMPARE, ARUNACHAL PRADESH",0.99057
2009-12,"UPPER SIANG, ARUNACHAL PRADESH",0.98932
2009-12,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.98858
2009-12,"MON, NAGALAND",0.98397
2009-12,"EAST KAMENG, ARUNACHAL PRADESH",0.97954
2009-12,"PHEK, NAGALAND",0.97878
2009-12,"GOLAGHAT, ASSAM",0.97661
2009-12,"BARAMULLA, JAMMU AND KASHMIR",0.97651
2009-12,"WEST SIANG, ARUNACHAL PRADESH",0.97627
2009-12,"SENAPATI, MANIPUR",0.96642
2003-09,"PHEK, NAGALAND",0.98422
2003-09,"SENAPATI, MANIPUR",0.98332
2003-09,"MON, NAGALAND",0.98274
2003-09,"NILGIRIS, TAMILNADU",0.98084
2003-09,"UMARIA, MADHAYA PRADESH",0.97691
2003-09,"WAYANAD, KERALA",0.97550
2003-09,"GOALPARA, ASSAM",0.97474
2003-09,"SHAHDOL, MADHAYA PRADESH",0.97404
2003-09,"KOHIMA, NAGALAND",0.97137
2003-09,"SEONI, MADHAYA PRADESH",0.97087
2000-06,"NILGIRIS, TAMILNADU",0.98434
2000-06,"UPPER SIANG, ARUNACHAL PRADESH",0.98400
2000-06,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.98366
2000-06,"SENAPATI, MANIPUR",0.98314
2000-06,"PHEK, NAGALAND",0.98252
2000-06,"JAINTIA HILLS, MEGHALAYA",0.97964
2000-06,"MON, NAGALAND",0.97846
2000-06,"WAYANAD, KERALA",0.97578
2000-06,"KARBI ANGLONG, ASSAM",0.97461
2000-06,"KODAGU, KARNATAKA",0.97461
2007-06,"PHEK, NAGALAND",0.98405
2007-06,"SENAPATI, MANIPUR",0.98401
2007-06,"NILGIRIS, TAMILNADU",0.98394
2007-06,"KARBI ANGLONG, ASSAM",0.98303
2007-06,"KARGIL, JAMMU AND KASHMIR",0.98276
2007-06,"GOLAGHAT, ASSAM",0.98130
2007-06,"N.C.HILLS, ASSAM",0.98129
2007-06,"MON, NAGALAND",0.98096
2007-06,"JAINTIA HILLS, MEGHALAYA",0.98094
2007-06,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.97830
2008-07,"NILGIRIS, TAMILNADU",0.98422
2008-07,"SENAPATI, MANIPUR",0.98360
2008-07,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.98325
2008-07,"PHEK, NAGALAND",0.98223
2008-07,"MON, NAGALAND",0.98168
2008-07,"PAPAMPARE, ARUNACHAL PRADESH",0.98092
2008-07,"WEST KAMENG, ARUNACHAL PRADESH",0.97975
2008-07,"N.C.HILLS, ASSAM",0.97929
2008-07,"JAINTIA HILLS, MEGHALAYA",0.97846
2008-07,"UPPER SIANG, ARUNACHAL PRADESH",0.97709
2010-05,"BARAMULLA, JAMMU AND KASHMIR",0.99163
2010-05,"SENAPATI, MANIPUR",0.98536
2010-05,"PHEK, NAGALAND",0.98502
2010-05,"MON, NAGALAND",0.98444
2010-05,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.98444
2010-05,"N.C.HILLS, ASSAM",0.98226
2010-05,"UPPER SIANG, ARUNACHAL PRADESH",0.98177
2010-05,"KARBI ANGLONG, ASSAM",0.98124
2010-05,"KOHIMA, NAGALAND",0.98022
2010-05,"GOLAGHAT, ASSAM",0.98018
2003-11,"PULWAMA, JAMMU AND KASHMIR",0.99333
2003-11,"MON, NAGALAND",0.98341
2003-11,"NILGIRIS, TAMILNADU",0.98037
2003-11,"WAYANAD, KERALA",0.97154
2003-11,"DINDIGUL, TAMILNADU",0.97024
2003-11,"BARAMULLA, JAMMU AND KASHMIR",0.96765
2003-11,"PHEK, NAGALAND",0.96227
2003-11,"PALAKKAD, KERALA",0.96200
2003-11,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.95279
2003-11,"PAPAMPARE, ARUNACHAL PRADESH",0.95079
2009-09,"UPPER SIANG, ARUNACHAL PRADESH",0.98576
2009-09,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.98558
2009-09,"PHEK, NAGALAND",0.98479
2009-09,"SENAPATI, MANIPUR",0.98457
2009-09,"NILGIRIS, TAMILNADU",0.98398
2009-09,"MON, NAGALAND",0.98339
2009-09,"KOHIMA, NAGALAND",0.98312
2009-09,"N.C.HILLS, ASSAM",0.98311
2009-09,"WAYANAD, KERALA",0.98033
2009-09,"KARBI ANGLONG, ASSAM",0.97983
2011-02,"KUPWARA, JAMMU AND KASHMIR",0.99664
2011-02,"PULWAMA, JAMMU AND KASHMIR",0.99331
2011-02,"EAST SIANG, ARUNACHAL PRADESH",0.98689
2011-02,"BARAMULLA, JAMMU AND KASHMIR",0.98508
2011-02,"DIBANG VALLEY, ARUNACHAL PRADESH",0.97963
2011-02,"PITHORGARH, UTTARAKHAND",0.97154
2011-02,"PHEK, NAGALAND",0.95554
2011-02,"KARGIL, JAMMU AND KASHMIR",0.95431
2011-02,"KAITHAL, HARYANA",0.95249
2011-02,"SANGRUR, PUNJAB",0.94957
2011-06,"N.C.HILLS, ASSAM",0.98540
2011-06,"PHEK, NAGALAND",0.98374
2011-06,"GOLAGHAT, ASSAM",0.98316
2011-06,"KARIMGANJ, ASSAM",0.98314
2011-06,"KARBI ANGLONG, ASSAM",0.98309
2011-06,"MON, NAGALAND",0.98150
2011-06,"DHUBRI, ASSAM",0.98009
2011-06,"CHURACHANDPUR, MANIPUR",0.97980
2011-06,"SENAPATI, MANIPUR",0.97910
2011-06,"GOALPARA, ASSAM",0.97882
2009-05,"BARAMULLA, JAMMU AND KASHMIR",0.98446
2009-05,"PHEK, NAGALAND",0.98437
2009-05,"MON, NAGALAND",0.98292
2009-05,"UPPER SIANG, ARUNACHAL PRADESH",0.98257
2009-05,"SENAPATI, MANIPUR",0.98189
2009-05,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.97848
2009-05,"N.C.HILLS, ASSAM",0.97626
2009-05,"KARBI ANGLONG, ASSAM",0.97605
2009-05,"GOALPARA, ASSAM",0.97583
2009-05,"JAINTIA HILLS, MEGHALAYA",0.97549
2013-03,"EAST SIANG, ARUNACHAL PRADESH",0.98253
2013-03,"PULWAMA, JAMMU AND KASHMIR",0.97951
2013-03,"DIBANG VALLEY, ARUNACHAL PRADESH",0.97948
2013-03,"UPPER SIANG, ARUNACHAL PRADESH",0.96959
2013-03,"DINDIGUL, TAMILNADU",0.96395
2013-03,"KARGIL, JAMMU AND KASHMIR",0.95865
2013-03,"JORHAT, ASSAM",0.95601
2013-03,"BARAMULLA, JAMMU AND KASHMIR",0.95487
2013-03,"WEST KAMENG, ARUNACHAL PRADESH",0.95441
2013-03,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.94984
2007-03,"PULWAMA, JAMMU AND KASHMIR",0.99539
2007-03,"BADGAM, JAMMU AND KASHMIR",0.99528
2007-03,"BARAMULLA, JAMMU AND KASHMIR",0.99464
2007-03,"ANANTNAG, JAMMU AND KASHMIR",0.97363
2007-03,"KARBI ANGLONG, ASSAM",0.96790
2007-03,"KINNAUR, HIMACHAL PRADESH",0.96311
2007-03,"KUPWARA, JAMMU AND KASHMIR",0.96256
2007-03,"GOLAGHAT, ASSAM",0.96241
2007-03,"LADAKH, LADAKH",0.95186
2007-03,"KARGIL, JAMMU AND KASHMIR",0.95124
2013-10,"PHEK, NAGALAND",0.98883
2013-10,"GOLAGHAT, ASSAM",0.98794
2013-10,"SENAPATI, MANIPUR",0.98712
2013-10,"MON, NAGALAND",0.98572
2013-10,"IMPHAL, MANIPUR",0.98569
2013-10,"CHURACHANDPUR, MANIPUR",0.98567
2013-10,"KARBI ANGLONG, ASSAM",0.98477
2013-10,"N.C.HILLS, ASSAM",0.98468
2013-10,"KOHIMA, NAGALAND",0.98452
2013-10,"TUENSANG, NAGALAND",0.98445
2001-07,"SENAPATI, MANIPUR",0.98402
2001-07,"NILGIRIS, TAMILNADU",0.98379
2001-07,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.98307
2001-07,"N.C.HILLS, ASSAM",0.98207
2001-07,"PHEK, NAGALAND",0.98180
2001-07,"WAYANAD, KERALA",0.98164
2001-07,"KARBI ANGLONG, ASSAM",0.98042
2001-07,"MON, NAGALAND",0.97948
2001-07,"JAINTIA HILLS, MEGHALAYA",0.97939
2001-07,"GOLAGHAT, ASSAM",0.97885
2003-04,"KARGIL, JAMMU AND KASHMIR",0.97348
2003-04,"SENAPATI, MANIPUR",0.96954
2003-04,"PHEK, NAGALAND",0.96644
2003-04,"KARBI ANGLONG, ASSAM",0.96247
2003-04,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.96082
2003-04,"GOLAGHAT, ASSAM",0.95871
2003-04,"GOALPARA, ASSAM",0.95861
2003-04,"BARAMULLA, JAMMU AND KASHMIR",0.95818
2003-04,"MON, NAGALAND",0.95638
2003-04,"JAINTIA HILLS, MEGHALAYA",0.94797
2010-12,"BADGAM, JAMMU AND KASHMIR",0.99696
2010-12,"BARAMULLA, JAMMU AND KASHMIR",0.99278
2010-12,"PULWAMA, JAMMU AND KASHMIR",0.99156
2010-12,"JAMMU, JAMMU AND KASHMIR",0.99117
2010-12,"PAPAMPARE, ARUNACHAL PRADESH",0.99067
2010-12,"KARBI ANGLONG, ASSAM",0.98926
2010-12,"PHEK, NAGALAND",0.98909
2010-12,"N.C.HILLS, ASSAM",0.98907
2010-12,"GOLAGHAT, ASSAM",0.98904
2010-12,"SENAPATI, MANIPUR",0.98875
2012-10,"WEST KAMENG, ARUNACHAL PRADESH",0.98703
2012-10,"N.C.HILLS, ASSAM",0.98631
2012-10,"PHEK, NAGALAND",0.98577
2012-10,"MON, NAGALAND",0.98518
2012-10,"GOLAGHAT, ASSAM",0.98506
2012-10,"SENAPATI, MANIPUR",0.98498
2012-10,"TUENSANG, NAGALAND",0.98450
2012-10,"KARBI ANGLONG, ASSAM",0.98446
2012-10,"KOHIMA, NAGALAND",0.98429
2012-10,"TIRAP, ARUNACHAL PRADESH",0.98354
2003-06,"SENAPATI, MANIPUR",0.98449
2003-06,"NILGIRIS, TAMILNADU",0.98447
2003-06,"PHEK, NAGALAND",0.98376
2003-06,"N.C.HILLS, ASSAM",0.98206
2003-06,"CHURACHANDPUR, MANIPUR",0.98056
2003-06,"JAINTIA HILLS, MEGHALAYA",0.98003
2003-06,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.97996
2003-06,"NORTH TRIPURA, TRIPURA",0.97995
2003-06,"GOALPARA, ASSAM",0.97976
2003-06,"AIZWAL, MIZORAM",0.97966
2003-10,"PHEK, NAGALAND",0.98584
2003-10,"MON, NAGALAND",0.98554
2003-10,"KARBI ANGLONG, ASSAM",0.98513
2003-10,"SENAPATI, MANIPUR",0.98505
2003-10,"GOALPARA, ASSAM",0.98466
2003-10,"GOLAGHAT, ASSAM",0.98445
2003-10,"N.C.HILLS, ASSAM",0.98386
2003-10,"TINSUKIA, ASSAM",0.98326
2003-10,"NILGIRIS, TAMILNADU",0.98271
2003-10,"CHANGLANG, ARUNACHAL PRADESH",0.98204
2005-08,"NILGIRIS, TAMILNADU",0.98359
2005-08,"SENAPATI, MANIPUR",0.98348
2005-08,"PHEK, NAGALAND",0.98270
2005-08,"MON, NAGALAND",0.97901
2005-08,"DANGS, GUJARAT",0.97684
2005-08,"JAINTIA HILLS, MEGHALAYA",0.97676
2005-08,"WAYANAD, KERALA",0.97675
2005-08,"KODAGU, KARNATAKA",0.97514
2005-08,"MORIGAON, ASSAM",0.97172
2005-08,"HAVERI, KARNATAKA",0.97141
2007-11,"MON, NAGALAND",0.98958
2007-11,"SENAPATI, MANIPUR",0.98928
2007-11,"N.C.HILLS, ASSAM",0.98813
2007-11,"KARBI ANGLONG, ASSAM",0.98752
2007-11,"PHEK, NAGALAND",0.98734
2007-11,"GOLAGHAT, ASSAM",0.98702
2007-11,"TIRAP, ARUNACHAL PRADESH",0.98644
2007-11,"CHANGLANG, ARUNACHAL PRADESH",0.98626
2007-11,"TINSUKIA, ASSAM",0.98619
2007-11,"KOHIMA, NAGALAND",0.98585
2011-12,"MON, NAGALAND",0.99201
2011-12,"PHEK, NAGALAND",0.98226
2011-12,"TIRAP, ARUNACHAL PRADESH",0.97809
2011-12,"TINSUKIA, ASSAM",0.96915
2011-12,"GOLAGHAT, ASSAM",0.96602
2011-12,"TUENSANG, NAGALAND",0.96243
2011-12,"CHHIMTUIPUI, MIZORAM",0.96198
2011-12,"DINDIGUL, TAMILNADU",0.96148
2011-12,"CHANGLANG, ARUNACHAL PRADESH",0.95067
2011-12,"KARBI ANGLONG, ASSAM",0.94923
2005-03,"BARAMULLA, JAMMU AND KASHMIR",0.99250
2005-03,"PULWAMA, JAMMU AND KASHMIR",0.98496
2005-03,"BADGAM, JAMMU AND KASHMIR",0.98462
2005-03,"SENAPATI, MANIPUR",0.98391
2005-03,"PHEK, NAGALAND",0.98178
2005-03,"GOLAGHAT, ASSAM",0.98097
2005-03,"KARBI ANGLONG, ASSAM",0.97488
2005-03,"NORTH TRIPURA, TRIPURA",0.97334
2005-03,"HAILAKANDI, ASSAM",0.97082
2005-03,"MON, NAGALAND",0.96947
2009-04,"BARAMULLA, JAMMU AND KASHMIR",0.98673
2009-04,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.98651
2009-04,"UPPER SIANG, ARUNACHAL PRADESH",0.97695
2009-04,"MON, NAGALAND",0.96590
2009-04,"PHEK, NAGALAND",0.96245
2009-04,"PULWAMA, JAMMU AND KASHMIR",0.95900
2009-04,"AIZWAL, MIZORAM",0.95528
2009-04,"SENAPATI, MANIPUR",0.95242
