Month,District_State,MaximumRelativeHumidity
2003-12,"RAYAGADA, ORISSA",0.96678
2003-12,"KOHIMA, NAGALAND",0.96661
2003-12,"GOLAGHAT, ASSAM",0.96601
2010-01,"PAPAMPARE, ARUNACHAL PRADESH",0.98981
2010-01,"EAST KAMENG, ARUNACHAL PRADESH",0.98856
2010-01,"WEST KAMENG, ARUNACHAL PRADESH",0.98394
2010-01,"BARAMULLA, JAMMU AND KASHMIR",0.97406
2010-01,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.96474
2010-01,"TAWANG, ARUNACHAL PRADESH",0.96333
2010-01,"KOKRAJHAR, ASSAM",0.96290
2010-01,"BADGAM, JAMMU AND KASHMIR",0.96262
2010-01,"GOLAGHAT, ASSAM",0.96132
2010-01,"BONGAIGAON, ASSAM",0.95633
2010-09,"SENAPATI, MANIPUR",0.98526
2010-09,"PHEK, NAGALAND",0.98524
2010-09,"MON, NAGALAND",0.98414
2010-09,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.98358
2010-09,"KARBI ANGLONG, ASSAM",0.98318
2010-09,"GOLAGHAT, ASSAM",0.98283
2010-09,"KOHIMA, NAGALAND",0.98211
2010-09,"TUENSANG, NAGALAND",0.98203
2010-09,"N.C.HILLS, ASSAM",0.98161
2010-09,"UPPER SIANG, ARUNACHAL PRADESH",0.98036
2012-05,"EAST SIANG, ARUNACHAL PRADESH",0.98481
2012-05,"KARGIL, JAMMU AND KASHMIR",0.98237
2012-05,"PHEK, NAGALAND",0.97955
2012-05,"DIBANG VALLEY, ARUNACHAL PRADESH",0.97923
2012-05,"GOLAGHAT, ASSAM",0.97900
2012-05,"MON, NAGALAND",0.97286
2012-05,"N.C.HILLS, ASSAM",0.97123
2012-05,"SENAPATI, MANIPUR",0.97097
2012-05,"KARBI ANGLONG, ASSAM",0.97024
2012-05,"WEST KAMENG, ARUNACHAL PRADESH",0.96788
2005-10,"PHEK, NAGALAND",0.98750
2005-10,"MON, NAGALAND",0.98737
2005-10,"SENAPATI, MANIPUR",0.98721
2005-10,"KOHIMA, NAGALAND",0.98696
2005-10,"KARBI ANGLONG, ASSAM",0.98683
2005-10,"GOLAGHAT, ASSAM",0.98669
2005-10,"TUENSANG, NAGALAND",0.98620
2005-10,"N.C.HILLS, ASSAM",0.98602
2005-10,"TINSUKIA, ASSAM",0.98496
2005-10,"NOWGONG, ASSAM",0.98443
2006-08,"BADGAM, JAMMU AND KASHMIR",0.98493
2006-08,"NILGIRIS, TAMILNADU",0.98459
2006-08,"PULWAMA, JAMMU AND KASHMIR",0.98296
2006-08,"BARAMULLA, JAMMU AND KASHMIR",0.98164
2006-08,"SENAPATI, MANIPUR",0.98001
2006-08,"PHEK, NAGALAND",0.97887
2006-08,"DANGS, GUJARAT",0.97847
2006-08,"WAYANAD, KERALA",0.97690
2006-08,"KODAGU, KARNATAKA",0.97501
2006-08,"HAVERI, KARNATAKA",0.97324
2008-08,"SENAPATI, MANIPUR",0.98521
2008-08,"PHEK, NAGALAND",0.98426
2008-08,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.98421
2008-08,"UPPER SIANG, ARUNACHAL PRADESH",0.98373
2008-08,"NILGIRIS, TAMILNADU",0.98372
2008-08,"MON, NAGALAND",0.98285
2008-08,"TINSUKIA, ASSAM",0.98215
2008-08,"KOHIMA, NAGALAND",0.98160
2008-08,"N.C.HILLS, ASSAM",0.98136
2008-08,"CHANGLANG, ARUNACHAL PRADESH",0.98041
2009-10,"UPPER SIANG, ARUNACHAL PRADESH",0.98761
2009-10,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.98673
2009-10,"PHEK, NAGALAND",0.98594
2009-10,"SENAPATI, MANIPUR",0.98541
2009-10,"MON, NAGALAND",0.98526
2009-10,"NILGIRIS, TAMILNADU",0.98435
2009-10,"CHANGLANG, ARUNACHAL PRADESH",0.98340
2009-10,"KARBI ANGLONG, ASSAM",0.98304
2009-10,"TIRAP, ARUNACHAL PRADESH",0.98248
2009-10,"GOLAGHAT, ASSAM",0.98191
2001-04,"GOLAGHAT, ASSAM",0.98649
2001-04,"KARBI ANGLONG, ASSAM",0.98375
2001-04,"MON, NAGALAND",0.98224
2001-04,"NILGIRIS, TAMILNADU",0.97741
2001-04,"KARGIL, JAMMU AND KASHMIR",0.97270
2001-04,"GOALPARA, ASSAM",0.97228
2001-04,"LAKHIMPUR, ASSAM",0.97225
2001-04,"PHEK, NAGALAND",0.97081
2001-04,"PULWAMA, JAMMU AND KASHMIR",0.96876
2001-04,"TUENSANG, NAGALAND",0.96769
2007-12,"PULWAMA, JAMMU AND KASHMIR",0.99285
2007-12,"MON, NAGALAND",0.98328
2007-12,"BARAMULLA, JAMMU AND KASHMIR",0.98185
2007-12,"PHEK, NAGALAND",0.97762
2007-12,"DINDIGUL, TAMILNADU",0.97305
2007-12,"NILGIRIS, TAMILNADU",0.95721
2007-12,"GOLAGHAT, ASSAM",0.95280
2007-12,"BADGAM, JAMMU AND KASHMIR",0.95015
2007-12,"ERODE, TAMILNADU",0.94694
2007-12,"TIRUCHIRAPALLI, TAMILNADU",0.94671
2005-11,"NILGIRIS, TAMILNADU",0.97836
2005-11,"DINDIGUL, TAMILNADU",0.97529
2005-11,"WAYANAD, KERALA",0.96926
2005-11,"CHHIMTUIPUI, MIZORAM",0.96763
2005-11,"KRISHNAGIRI, TAMILNADU",0.96517
2005-11,"CHAMARAJANAGA, KARNATAKA",0.96494
2005-11,"PHEK, NAGALAND",0.96390
2005-11,"ERODE, TAMILNADU",0.96033
2005-11,"KODAGU, KARNATAKA",0.96012
2005-11,"CHITTOR, ANDHRA PRADESH",0.95977
2010-06,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.98667
2010-06,"N.C.HILLS, ASSAM",0.98444
2010-06,"SENAPATI, MANIPUR",0.98395
2010-06,"NILGIRIS, TAMILNADU",0.98360
2010-06,"PHEK, NAGALAND",0.98355
2010-06,"KARBI ANGLONG, ASSAM",0.98330
2010-06,"MON, NAGALAND",0.98324
2010-06,"UPPER SIANG, ARUNACHAL PRADESH",0.98204
2010-06,"GOLAGHAT, ASSAM",0.98103
2010-06,"KOHIMA, NAGALAND",0.97993
2005-01,"BARAMULLA, JAMMU AND KASHMIR",0.99518
2005-01,"BADGAM, JAMMU AND KASHMIR",0.99489
2005-01,"PULWAMA, JAMMU AND KASHMIR",0.99364
2005-01,"MON, NAGALAND",0.96553
2005-01,"ANANTNAG, JAMMU AND KASHMIR",0.95530
2005-01,"KARBI ANGLONG, ASSAM",0.95503
2005-01,"SEONI, MADHAYA PRADESH",0.95240
2005-01,"SHAHDOL, MADHAYA PRADESH",0.94739
2005-01,"DINDIGUL, TAMILNADU",0.94596
2005-01,"PHEK, NAGALAND",0.94526
2002-09,"MON, NAGALAND",0.98634
2002-09,"PHEK, NAGALAND",0.98580
2002-09,"SENAPATI, MANIPUR",0.98466
2002-09,"GOLAGHAT, ASSAM",0.98331
2002-09,"GOALPARA, ASSAM",0.98266
2002-09,"KARBI ANGLONG, ASSAM",0.98229
2002-09,"TUENSANG, NAGALAND",0.98164
2002-09,"NILGIRIS, TAMILNADU",0.98141
2002-09,"DHUBRI, ASSAM",0.98003
2002-09,"TINSUKIA, ASSAM",0.97894
2004-10,"PHEK, NAGALAND",0.98911
2004-10,"MON, NAGALAND",0.98760
2004-10,"SENAPATI, MANIPUR",0.98732
2004-10,"GOLAGHAT, ASSAM",0.98536
2004-10,"KARBI ANGLONG, ASSAM",0.98521
2004-10,"KOHIMA, NAGALAND",0.98492
2004-10,"N.C.HILLS, ASSAM",0.98434
2004-10,"MORIGAON, ASSAM",0.98428
2004-10,"TUENSANG, NAGALAND",0.98391
2004-10,"GOALPARA, ASSAM",0.98320
2008-05,"SENAPATI, MANIPUR",0.98644
2008-05,"PHEK, NAGALAND",0.98466
2008-05,"MON, NAGALAND",0.98223
2008-05,"KARGIL, JAMMU AND KASHMIR",0.97203
2008-05,"NILGIRIS, TAMILNADU",0.97149
2008-05,"N.C.HILLS, ASSAM",0.96566
2008-05,"CHANGLANG, ARUNACHAL PRADESH",0.95634
2008-05,"WAYANAD, KERALA",0.95538
2008-05,"KOHIMA, NAGALAND",0.95485
2008-05,"TIRAP, ARUNACHAL PRADESH",0.95437
2012-12,"PULWAMA, JAMMU AND KASHMIR",0.99732
2012-12,"WEST KAMENG, ARUNACHAL PRADESH",0.99064
2012-12,"GOLAGHAT, ASSAM",0.98589
2012-12,"DIBANG VALLEY, ARUNACHAL PRADESH",0.98436
2012-12,"EAST SIANG, ARUNACHAL PRADESH",0.98314
2012-12,"MON, NAGALAND",0.98269
2012-12,"TIRAP, ARUNACHAL PRADESH",0.97896
2012-12,"JORHAT, ASSAM",0.97696
2012-12,"UPPER SIANG, ARUNACHAL PRADESH",0.97690
2012-12,"TINSUKIA, ASSAM",0.97684
2012-07,"WEST KAMENG, ARUNACHAL PRADESH",0.98625
2012-07,"N.C.HILLS, ASSAM",0.98522
2012-07,"KARBI ANGLONG, ASSAM",0.98234
2012-07,"PULWAMA, JAMMU AND KASHMIR",0.98212
2012-07,"PHEK, NAGALAND",0.98191
2012-07,"GOLAGHAT, ASSAM",0.98140
2012-07,"EAST SIANG, ARUNACHAL PRADESH",0.98125
2012-07,"MON, NAGALAND",0.98081
2012-07,"KARIMGANJ, ASSAM",0.98077
2012-07,"SENAPATI, MANIPUR",0.98046
2000-09,"SENAPATI, MANIPUR",0.98674
2000-09,"PHEK, NAGALAND",0.98534
2000-09,"MON, NAGALAND",0.98508
2000-09,"N.C.HILLS, ASSAM",0.98294
2000-09,"KOHIMA, NAGALAND",0.98288
2000-09,"NILGIRIS, TAMILNADU",0.98242
2000-09,"GOLAGHAT, ASSAM",0.98232
2000-09,"TUENSANG, NAGALAND",0.98200
2000-09,"KARBI ANGLONG, ASSAM",0.98182
2000-09,"NORTH TRIPURA, TRIPURA",0.97939
2002-06,"NILGIRIS, TAMILNADU",0.98340
2002-06,"PHEK, NAGALAND",0.98227
2002-06,"SENAPATI, MANIPUR",0.98080
2002-06,"GOALPARA, ASSAM",0.98052
2002-06,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.97887
2002-06,"MON, NAGALAND",0.97799
2002-06,"JAINTIA HILLS, MEGHALAYA",0.97669
2002-06,"MORIGAON, ASSAM",0.97556
2002-06,"WAYANAD, KERALA",0.97450
2002-06,"DHUBRI, ASSAM",0.97325
2011-03,"GOLAGHAT, ASSAM",0.99038
2011-03,"KUPWARA, JAMMU AND KASHMIR",0.98947
2011-03,"EAST SIANG, ARUNACHAL PRADESH",0.98856
2011-03,"KARBI ANGLONG, ASSAM",0.98825
2011-03,"DIBANG VALLEY, ARUNACHAL PRADESH",0.98719
2011-03,"SIBSAGAR, ASSAM",0.98589
2011-03,"JORHAT, ASSAM",0.98480
2011-03,"PULWAMA, JAMMU AND KASHMIR",0.98173
2011-03,"PHEK, NAGALAND",0.97972
2011-03,"BARAMULLA, JAMMU AND KASHMIR",0.97945
2010-07,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.98598
2010-07,"SENAPATI, MANIPUR",0.98443
2010-07,"NILGIRIS, TAMILNADU",0.98371
2010-07,"PHEK, NAGALAND",0.98354
2010-07,"UPPER SIANG, ARUNACHAL PRADESH",0.98218
2010-07,"MON, NAGALAND",0.98163
2010-07,"GOLAGHAT, ASSAM",0.98112
2010-07,"KARBI ANGLONG, ASSAM",0.98108
2010-07,"BADGAM, JAMMU AND KASHMIR",0.98107
2010-07,"KOHIMA, NAGALAND",0.98028
2006-10,"SENAPATI, MANIPUR",0.98636
2006-10,"PHEK, NAGALAND",0.98497
2006-10,"NILGIRIS, TAMILNADU",0.98175
2006-10,"COOCH BEHAR, WEST BENGAL",0.97500
2006-10,"WAYANAD, KERALA",0.97427
2006-10,"DHUBRI, ASSAM",0.97213
2006-10,"MON, NAGALAND",0.97114
2006-10,"CHICKMAGALUR, KARNATAKA",0.97085
2006-10,"SHIMOGA, KARNATAKA",0.96986
2006-10,"KHAMMAM, TELANGANA",0.96951
2005-05,"PHEK, NAGALAND",0.98174
2005-05,"SENAPATI, MANIPUR",0.98153
2005-05,"KOHIMA, NAGALAND",0.97734
2005-05,"KARBI ANGLONG, ASSAM",0.97627
2005-05,"KARGIL, JAMMU AND KASHMIR",0.97512
2005-05,"GOLAGHAT, ASSAM",0.97413
2005-05,"N.C.HILLS, ASSAM",0.95641
2005-05,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.95125
2005-05,"MON, NAGALAND",0.94029
2005-05,"JAINTIA HILLS, MEGHALAYA",0.93690
2001-03,"PULWAMA, JAMMU AND KASHMIR",0.96834
2001-03,"UPPER SIANG, ARUNACHAL PRADESH",0.96295
2001-03,"BARAMULLA, JAMMU AND KASHMIR",0.95258
2001-03,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.93306
2001-03,"KARGIL, JAMMU AND KASHMIR",0.93142
2001-03,"PHEK, NAGALAND",0.91221
2001-03,"BADGAM, JAMMU AND KASHMIR",0.90502
2001-03,"SENAPATI, MANIPUR",0.89850
2001-03,"MON, NAGALAND",0.88772
2001-03,"LADAKH, LADAKH",0.88435
2007-09,"SENAPATI, MANIPUR",0.98647
2007-09,"PHEK, NAGALAND",0.98632
2007-09,"MON, NAGALAND",0.98537
2007-09,"NILGIRIS, TAMILNADU",0.98418
2007-09,"N.C.HILLS, ASSAM",0.98293
2007-09,"KOHIMA, NAGALAND",0.98268
2007-09,"KARBI ANGLONG, ASSAM",0.98266
2007-09,"GOLAGHAT, ASSAM",0.98250
2007-09,"GOALPARA, ASSAM",0.98202
2007-09,"TINSUKIA, ASSAM",0.98149
2011-01,"EAST SIANG, ARUNACHAL PRADESH",0.97957
2011-01,"SIBSAGAR, ASSAM",0.96793
2011-01,"TIRAP, ARUNACHAL PRADESH",0.96699
2011-01,"WEST KAMENG, ARUNACHAL PRADESH",0.96553
2011-01,"MON, NAGALAND",0.96381
2011-01,"UPPER SIANG, ARUNACHAL PRADESH",0.96314
2011-01,"GOLAGHAT, ASSAM",0.96141
2011-01,"JORHAT, ASSAM",0.96070
2011-01,"TINSUKIA, ASSAM",0.95976
2011-01,"CHHIMTUIPUI, MIZORAM",0.95896
2013-11,"BARAMULLA, JAMMU AND KASHMIR",0.97729
2013-11,"PULWAMA, JAMMU AND KASHMIR",0.97023
2013-11,"CHHIMTUIPUI, MIZORAM",0.96085
2013-11,"VIZIANAGARAM, ANDHRA PRADESH",0.95666
2013-11,"MYSORE, KARNATAKA",0.95429
2013-11,"THIRUVALLUR, TAMILNADU",0.94989
2013-11,"CHITTOR, ANDHRA PRADESH",0.94743
2013-11,"MON, NAGALAND",0.94734
2013-11,"DINDIGUL, TAMILNADU",0.94567
2013-11,"CHENNAI, TAMILNADU",0.94515
2012-01,"PULWAMA, JAMMU AND KASHMIR",0.98660
2012-01,"PHEK, NAGALAND",0.98377
2012-01,"MON, NAGALAND",0.98024
2012-01,"GOLAGHAT, ASSAM",0.97520
2012-01,"SIBSAGAR, ASSAM",0.97422
2012-01,"JORHAT, ASSAM",0.97221
2012-01,"EAST SIANG, ARUNACHAL PRADESH",0.97053
2012-01,"SHAHDOL, MADHAYA PRADESH",0.96856
2012-01,"KARBI ANGLONG, ASSAM",0.96681
2012-01,"KOHIMA, NAGALAND",0.95832
2003-01,"PULWAMA, JAMMU AND KASHMIR",0.99371
2003-01,"BARAMULLA, JAMMU AND KASHMIR",0.99128
2003-01,"PHEK, NAGALAND",0.98317
2003-01,"BADGAM, JAMMU AND KASHMIR",0.97748
2003-01,"KARBI ANGLONG, ASSAM",0.97614
2003-01,"KOHIMA, NAGALAND",0.95941
2003-01,"MON, NAGALAND",0.95801
2003-01,"UPPER SIANG, ARUNACHAL PRADESH",0.95583
2003-01,"ANANTNAG, JAMMU AND KASHMIR",0.95384
2003-01,"GOLAGHAT, ASSAM",0.95281
2008-06,"PHEK, NAGALAND",0.98379
2008-06,"SENAPATI, MANIPUR",0.98378
2008-06,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.98287
2008-06,"N.C.HILLS, ASSAM",0.98057
2008-06,"NILGIRIS, TAMILNADU",0.98017
2008-06,"MON, NAGALAND",0.97994
2008-06,"NORTH TRIPURA, TRIPURA",0.97786
2008-06,"CHURACHANDPUR, MANIPUR",0.97472
2008-06,"JAINTIA HILLS, MEGHALAYA",0.97461
2008-06,"LAKHIMPUR, ASSAM",0.97401
2009-08,"SENAPATI, MANIPUR",0.98550
2009-08,"PHEK, NAGALAND",0.98508
2009-08,"N.C.HILLS, ASSAM",0.98409
2009-08,"MON, NAGALAND",0.98349
2009-08,"NILGIRIS, TAMILNADU",0.98344
2009-08,"KARBI ANGLONG, ASSAM",0.98301
2009-08,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.98282
2009-08,"KOHIMA, NAGALAND",0.98278
2009-08,"GOLAGHAT, ASSAM",0.98182
2009-08,"PAPAMPARE, ARUNACHAL PRADESH",0.98062
2000-12,"BARAMULLA, JAMMU AND KASHMIR",0.97273
2000-12,"DINDIGUL, TAMILNADU",0.96468
2000-12,"KODAGU, KARNATAKA",0.94640
2000-12,"TIRUCHIRAPALLI, TAMILNADU",0.94188
2000-12,"KARGIL, JAMMU AND KASHMIR",0.93376
2000-12,"PERAMBALUR, TAMILNADU",0.93264
2000-12,"KUPWARA, JAMMU AND KASHMIR",0.92791
2000-12,"THENI, TAMILNADU",0.92264
2000-12,"CUDDALORE, TAMILNADU",0.92263
2000-12,"MADURAI, TAMILNADU",0.92241
2008-04,"KARGIL, JAMMU AND KASHMIR",0.97181
2008-04,"PULWAMA, JAMMU AND KASHMIR",0.95459
2008-04,"BADGAM, JAMMU AND KASHMIR",0.95429
2008-04,"PHEK, NAGALAND",0.94656
2008-04,"LADAKH, LADAKH",0.94367
2008-04,"TINSUKIA, ASSAM",0.94238
2008-04,"CHANGLANG, ARUNACHAL PRADESH",0.93829
2008-04,"BARAMULLA, JAMMU AND KASHMIR",0.93822
2008-04,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.93781
2008-04,"PAPAMPARE, ARUNACHAL PRADESH",0.93384
2001-01,"UPPER SIANG, ARUNACHAL PRADESH",0.95112
2001-01,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.94260
2001-01,"PHEK, NAGALAND",0.94072
2001-01,"SAHARANPUR, UTTAR PRADESH",0.92700
2001-01,"WEST SIANG, ARUNACHAL PRADESH",0.92690
2001-01,"MON, NAGALAND",0.92451
2001-01,"KURUKSHTRA, HARYANA",0.92188
2001-01,"MUZAFFARNAGAR, UTTAR PRADESH",0.92031
2001-01,"PANIPAT, HARYANA",0.92009
2001-01,"GOLAGHAT, ASSAM",0.91660
2006-02,"PULWAMA, JAMMU AND KASHMIR",0.99205
2006-02,"BARAMULLA, JAMMU AND KASHMIR",0.99184
2006-02,"BADGAM, JAMMU AND KASHMIR",0.97771
2006-02,"GOLAGHAT, ASSAM",0.96020
2006-02,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.95834
2006-02,"KARGIL, JAMMU AND KASHMIR",0.95197
2006-02,"KARBI ANGLONG, ASSAM",0.94041
2006-02,"UPPER SIANG, ARUNACHAL PRADESH",0.93149
2006-02,"MON, NAGALAND",0.93088
2006-02,"WEST SIANG, ARUNACHAL PRADESH",0.92814
2011-11,"MON, NAGALAND",0.98655
2011-11,"DINDIGUL, TAMILNADU",0.97488
2011-11,"PHEK, NAGALAND",0.97181
2011-11,"MADURAI, TAMILNADU",0.96773
2011-11,"HASSAN, KARNATAKA",0.95829
2011-11,"TIRAP, ARUNACHAL PRADESH",0.95668
2011-11,"MYSORE, KARNATAKA",0.95453
2011-11,"CHAMARAJANAGA, KARNATAKA",0.95362
2011-11,"TIRUVANNAMALAI, TAMILNADU",0.95269
2011-11,"CHITTOR, ANDHRA PRADESH",0.95231
2012-11,"N.C.HILLS, ASSAM",0.98842
2012-11,"PHEK, NAGALAND",0.98780
2012-11,"SENAPATI, MANIPUR",0.98665
2012-11,"CHURACHANDPUR, MANIPUR",0.98554
2012-11,"IMPHAL, MANIPUR",0.98497
2012-11,"KOHIMA, NAGALAND",0.98471
2012-11,"CACHAR, ASSAM",0.98384
2012-11,"KARIMGANJ, ASSAM",0.98353
2012-11,"TUENSANG, NAGALAND",0.98318
2012-11,"LOHARDAGA, JHARKHAND",0.98286
2013-02,"PULWAMA, JAMMU AND KASHMIR",0.99788
2013-02,"KUPWARA, JAMMU AND KASHMIR",0.99781
2013-02,"BARAMULLA, JAMMU AND KASHMIR",0.98637
2013-02,"MON, NAGALAND",0.98388
2013-02,"GOLAGHAT, ASSAM",0.98365
2013-02,"PHEK, NAGALAND",0.98039
2013-02,"JORHAT, ASSAM",0.97854
2013-02,"KINNAUR, HIMACHAL PRADESH",0.97022
2013-02,"WEST KAMENG, ARUNACHAL PRADESH",0.96923
2013-02,"TIRAP, ARUNACHAL PRADESH",0.96899
2000-10,"SENAPATI, MANIPUR",0.98948
2000-10,"MON, NAGALAND",0.98806
2000-10,"PHEK, NAGALAND",0.98781
2000-10,"N.C.HILLS, ASSAM",0.98656
2000-10,"GOLAGHAT, ASSAM",0.98655
2000-10,"KOHIMA, NAGALAND",0.98569
2000-10,"KARBI ANGLONG, ASSAM",0.98491
2000-10,"TUENSANG, NAGALAND",0.98361
2000-10,"NILGIRIS, TAMILNADU",0.98359
2000-10,"NORTH TRIPURA, TRIPURA",0.98279
2005-06,"NILGIRIS, TAMILNADU",0.98066
2005-06,"PHEK, NAGALAND",0.97991
2005-06,"SENAPATI, MANIPUR",0.97557
2005-06,"GOALPARA, ASSAM",0.97496
2005-06,"KARGIL, JAMMU AND KASHMIR",0.97030
2005-06,"WAYANAD, KERALA",0.96862
2005-06,"JAINTIA HILLS, MEGHALAYA",0.96507
2005-06,"NORTH TRIPURA, TRIPURA",0.96500
2005-06,"DANGS, GUJARAT",0.96470
2005-06,"SHIMOGA, KARNATAKA",0.96325
2008-12,"BARAMULLA, JAMMU AND KASHMIR",0.99443
2008-12,"PULWAMA, JAMMU AND KASHMIR",0.99425
2008-12,"BADGAM, JAMMU AND KASHMIR",0.99393
2008-12,"PHEK, NAGALAND",0.97346
2008-12,"ANANTNAG, JAMMU AND KASHMIR",0.97290
2008-12,"KUPWARA, JAMMU AND KASHMIR",0.96998
2008-12,"SENAPATI, MANIPUR",0.96350
2008-12,"DINDIGUL, TAMILNADU",0.96277
2008-12,"KARGIL, JAMMU AND KASHMIR",0.95951
2008-12,"MON, NAGALAND",0.95230
2000-03,"PHEK, NAGALAND",0.98557
2000-03,"UPPER SIANG, ARUNACHAL PRADESH",0.98101
2000-03,"SENAPATI, MANIPUR",0.98058
2000-03,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.97686
2000-03,"WEST SIANG, ARUNACHAL PRADESH",0.97272
2000-03,"KOHIMA, NAGALAND",0.96018
2000-03,"BARAMULLA, JAMMU AND KASHMIR",0.95735
2000-03,"JAINTIA HILLS, MEGHALAYA",0.94459
2000-03,"N.C.HILLS, ASSAM",0.94198
2000-03,"TAWANG, ARUNACHAL PRADESH",0.93104
2001-08,"NILGIRIS, TAMILNADU",0.98472
2001-08,"PHEK, NAGALAND",0.98208
2001-08,"SENAPATI, MANIPUR",0.97891
2001-08,"JAINTIA HILLS, MEGHALAYA",0.97879
2001-08,"WAYANAD, KERALA",0.97851
2001-08,"MON, NAGALAND",0.97814
2001-08,"GOALPARA, ASSAM",0.97688
2001-08,"KODAGU, KARNATAKA",0.97680
2001-08,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.97641
2001-08,"N.C.HILLS, ASSAM",0.97438
2004-06,"PHEK, NAGALAND",0.98452
2004-06,"NILGIRIS, TAMILNADU",0.98411
2004-06,"SENAPATI, MANIPUR",0.98306
2004-06,"MON, NAGALAND",0.98213
2004-06,"N.C.HILLS, ASSAM",0.98208
2004-06,"GOLAGHAT, ASSAM",0.98109
2004-06,"JAINTIA HILLS, MEGHALAYA",0.98073
2004-06,"KOHIMA, NAGALAND",0.98032
2004-06,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.97978
2004-06,"KARBI ANGLONG, ASSAM",0.97776
2007-01,"PULWAMA, JAMMU AND KASHMIR",0.98612
2007-01,"PHEK, NAGALAND",0.96198
2007-01,"DINDIGUL, TAMILNADU",0.94256
2007-01,"KARGIL, JAMMU AND KASHMIR",0.93459
2007-01,"MON, NAGALAND",0.92715
2007-01,"SENAPATI, MANIPUR",0.91490
2007-01,"BARAMULLA, JAMMU AND KASHMIR",0.90921
2007-01,"WEST SIANG, ARUNACHAL PRADESH",0.90687
2007-01,"BADGAM, JAMMU AND KASHMIR",0.90136
2007-01,"THENI, TAMILNADU",0.89677
2003-05,"MON, NAGALAND",0.98341
2003-05,"PHEK, NAGALAND",0.98269
2003-05,"SENAPATI, MANIPUR",0.98032
2003-05,"KARBI ANGLONG, ASSAM",0.97559
2003-05,"GOLAGHAT, ASSAM",0.97288
2003-05,"KOHIMA, NAGALAND",0.97041
2003-05,"CHURACHANDPUR, MANIPUR",0.96884
2003-05,"NILGIRIS, TAMILNADU",0.96731
2003-05,"N.C.HILLS, ASSAM",0.96414
2003-05,"TUENSANG, NAGALAND",0.96180
2007-02,"BARAMULLA, JAMMU AND KASHMIR",0.99573
2007-02,"PULWAMA, JAMMU AND KASHMIR",0.99554
2007-02,"BADGAM, JAMMU AND KASHMIR",0.99542
2007-02,"PHEK, NAGALAND",0.98905
2007-02,"SENAPATI, MANIPUR",0.98695
2007-02,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.98465
2007-02,"KARBI ANGLONG, ASSAM",0.98166
2007-02,"ANANTNAG, JAMMU AND KASHMIR",0.98071
2007-02,"GOLAGHAT, ASSAM",0.97937
2007-02,"KINNAUR, HIMACHAL PRADESH",0.97551
2002-08,"SENAPATI, MANIPUR",0.98452
2002-08,"PHEK, NAGALAND",0.98407
2002-08,"NILGIRIS, TAMILNADU",0.98374
2002-08,"MON, NAGALAND",0.98257
2002-08,"NORTH TRIPURA, TRIPURA",0.98071
2002-08,"GOALPARA, ASSAM",0.97953
2002-08,"TUENSANG, NAGALAND",0.97839
2002-08,"WAYANAD, KERALA",0.97752
2002-08,"GOLAGHAT, ASSAM",0.97678
2002-08,"TIRAP, ARUNACHAL PRADESH",0.97652
2006-11,"PHEK, NAGALAND",0.98685
2006-11,"SENAPATI, MANIPUR",0.98581
2006-11,"NILGIRIS, TAMILNADU",0.98299
2006-11,"PULWAMA, JAMMU AND KASHMIR",0.97451
2006-11,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.97286
2006-11,"NAWAPARA, ORISSA",0.96922
2006-11,"HASSAN, KARNATAKA",0.96830
2006-11,"HYDERABAD, TELANGANA",0.96692
2006-11,"KALAHANDI, ORISSA",0.96652
2006-11,"NAWARANGPUR, ORISSA",0.96594
2012-06,"KARGIL, JAMMU AND KASHMIR",0.98624
2012-06,"PHEK, NAGALAND",0.98414
2012-06,"N.C.HILLS, ASSAM",0.98375
2012-06,"GOLAGHAT, ASSAM",0.98225
2012-06,"NALBARI, ASSAM",0.98150
2012-06,"MON, NAGALAND",0.98146
2012-06,"KARBI ANGLONG, ASSAM",0.98104
2012-06,"JORHAT, ASSAM",0.98091
2012-06,"KARIMGANJ, ASSAM",0.98076
2012-06,"SENAPATI, MANIPUR",0.98025
2013-07,"PULWAMA, JAMMU AND KASHMIR",0.99265
2013-07,"WEST KAMENG, ARUNACHAL PRADESH",0.98806
2013-07,"N.C.HILLS, ASSAM",0.98561
2013-07,"DIBANG VALLEY, ARUNACHAL PRADESH",0.98329
2013-07,"PHEK, NAGALAND",0.98270
